name,country,relation,bfs_nummer,bezirksnummer,kantonsnummer,iou,area_diff_pct,hausdorff_distance,symmetric_diff_pct,swisstopo_area,osm_area
Vuiteboeuf,CH,,5766,2224,22,,,,,,
Minusio,CH,,5118,2104,21,,,,,,
Sergey,CH,,5762,2224,22,,,,,,
Manno,CH,,5194,2105,21,,,,,,
Murgenthal,CH,,4279,1910,19,,,,,,
Chevroux,CH,,5813,2222,22,,,,,,
Wiler bei Utzenstorf,CH,,554,245,2,,,,,,
Bottenwil,CH,,4273,1910,19,,,,,,
Bischofszell,CH,,4471,2015,20,,,,,,
Glarus Süd,CH,,1631,,8,,,,,,
Niederbuchsiten,CH,,2405,1101,11,,,,,,
Ottenbach,CH,,11,101,1,,,,,,
Aire-la-Ville,CH,,6601,,25,,,,,,
Seeberg,CH,,988,244,2,,,,,,
Giez,CH,,5559,2224,22,,,,,,
Beromünster,CH,,1081,314,3,,,,,,
Heitenried,CH,,2296,1006,10,,,,,,
Pfungen,CH,,224,110,1,,,,,,
Rossemaison,CH,,6721,2601,26,,,,,,
Hérémence,CH,,6084,2305,23,,,,,,
Affoltern am Albis,CH,,2,101,1,,,,,,
Losone,CH,,5115,2104,21,,,,,,
Aristau,CH,,4222,1908,19,,,,,,
Thurnen,CH,,889,246,2,,,,,,
Rüdtligen-Alchenflüh,CH,,420,245,2,,,,,,
Habsburg,CH,,4099,1904,19,,,,,,
Müntschemier,CH,,498,243,2,,,,,,
Eischoll,CH,,6194,2309,23,,,,,,
Turtmann-Unterems,CH,,6119,2306,23,,,,,,
Selzach,CH,,2556,1107,11,,,,,,
Pollegio,CH,,5077,2103,21,,,,,,
Rue,CH,,2097,1002,10,,,,,,
Neggio,CH,,5206,2105,21,,,,,,
Chamoson,CH,,6022,2302,23,,,,,,
Paudex,CH,,5588,2226,22,,,,,,
Schönengrund,CH,,3003,1501,15,,,,,,
Uttwil,CH,,4451,2011,20,,,,,,
Bergün Filisur,CH,1684044,3544,1841,18,0.999989018105333,0.0008621660282607366,2.761,0.0010981907626242502,190143662.10694796,190142022.75288838
Uetendorf,CH,,944,247,2,,,,,,
Herrliberg,CH,,152,107,1,,,,,,
Brütten,CH,,213,110,1,,,,,,
Thalheim an der Thur,CH,,39,102,1,,,,,,
Nuglar-St. Pantaleon,CH,,2478,1104,11,,,,,,
Zurzach,CH,,4324,1911,19,,,,,,
Aarwangen,CH,,321,244,2,,,,,,
Oberdorf (BL),CH,,2892,1305,13,,,,,,
Truttikon,CH,,41,102,1,,,,,,
Uetikon am See,CH,,159,107,1,,,,,,
Lussy-sur-Morges,CH,,5640,2227,22,,,,,,
Grossdietwil,CH,,1131,315,3,,,,,,
Cugy (VD),CH,,5516,2223,22,,,,,,
Novalles,CH,,5564,2224,22,,,,,,
Cuarny,CH,,5911,2224,22,,,,,,
Rossinière,CH,,5842,2230,22,,,,,,
Matten bei Interlaken,CH,,587,250,2,,,,,,
Worben,CH,,755,243,2,,,,,,
Bassins,CH,,5703,2228,22,,,,,,
Spreitenbach,CH,,4040,1902,19,,,,,,
Meikirch,CH,,307,246,2,,,,,,
Fétigny-Ménières,CH,,2056,1001,10,,,,,,
Gambarogno,CH,,5398,2104,21,,,,,,
Winkel,CH,,72,103,1,,,,,,
Pailly,CH,,5530,2223,22,,,,,,
Kallnach,CH,,304,243,2,,,,,,
Salmsach,CH,,4441,2011,20,,,,,,
Rumendingen,CH,,421,245,2,,,,,,
Sant'Antonino,CH,,5017,2101,21,,,,,,
Waldenburg,CH,,2895,1305,13,,,,,,
Steinerberg,CH,,1374,506,5,,,,,,
Mels,CH,,3293,1725,17,,,,,,
Haut-Intyamon,CH,,2121,1003,10,,,,,,
Balzers,CH,,7003,,,,,,,,
Wichtrach,CH,,632,246,2,,,,,,
Schangnau,CH,,906,245,2,,,,,,
Altstätten,CH,,3251,1723,17,,,,,,
Schwende-Rüte,CH,,3112,,16,,,,,,
Isone,CH,,5009,2101,21,,,,,,
Obersaxen Mundaun,CH,,3988,1850,18,,,,,,
Saint-Prex,CH,,5646,2227,22,,,,,,
Riederalp,CH,,6181,2309,23,,,,,,
Ferden,CH,,6195,2309,23,,,,,,
Reichenbach im Kandertal,CH,,567,249,2,,,,,,
Aesch (BL),CH,,2761,1301,13,,,,,,
Drei Höfe,CH,,2535,1106,11,,,,,,
Flums,CH,,3292,1725,17,,,,,,
Aranno,CH,,5143,2105,21,,,,,,
Leukerbad,CH,,6111,2306,23,,,,,,
Bauma,CH,,297,108,1,,,,,,
Unterlangenegg,CH,,945,247,2,,,,,,
Brienzwiler,CH,,574,250,2,,,,,,
Radelfingen,CH,,309,243,2,,,,,,
Oron,CH,,5805,2226,22,,,,,,
Inden,CH,,6109,2306,23,,,,,,
Lungern,CH,,1405,,6,,,,,,
Ursy,CH,,2102,1002,10,,,,,,
Courtedoux,CH,,6785,2603,26,,,,,,
Raron,CH,,6199,2309,23,,,,,,
Maggia,CH,,5317,2108,21,,,,,,
Jonen,CH,,4071,1903,19,,,,,,
Jongny,CH,,5885,2230,22,,,,,,
Vernate,CH,,5230,2105,21,,,,,,
Wangen-Brüttisellen,CH,,200,109,1,,,,,,
Waltenschwil,CH,,4240,1908,19,,,,,,
Saint-Léonard,CH,,6246,2311,23,,,,,,
Wagenhausen,CH,,4871,2012,20,,,,,,
Kaufdorf,CH,,869,246,2,,,,,,
Dagmersellen,CH,,1125,315,3,,,,,,
Oberrüti,CH,,4237,1908,19,,,,,,
Sorengo,CH,,5225,2105,21,,,,,,
Rheinau,CH,,38,102,1,,,,,,
Andelfingen,CH,,291,102,1,,,,,,
Mollens (VD),CH,,5431,2227,22,,,,,,
Glarus Nord,CH,,1630,,8,,,,,,
Carouge (GE),CH,,6608,,25,,,,,,
Estavayer,CH,,2054,1001,10,,,,,,
Lenk,CH,,792,248,2,,,,,,
Werthenstein,CH,,1009,316,3,,,,,,
Oberlangenegg,CH,,935,247,2,,,,,,
Märstetten,CH,,4941,2015,20,,,,,,
Farnern,CH,,975,244,2,,,,,,
Bourg-Saint-Pierre,CH,,6032,2303,23,,,,,,
Uezwil,CH,,4078,1903,19,,,,,,
Tschappina,CH,,3669,1851,18,,,,,,
Avusy,CH,,6604,,25,,,,,,
Gollion,CH,,5484,2227,22,,,,,,
Pully,CH,,5590,2226,22,,,,,,
Bärschwil,CH,,2611,1110,11,,,,,,
Worb,CH,,627,246,2,,,,,,
Lütschental,CH,,586,250,2,,,,,,
Aeugst am Albis,CH,,1,101,1,,,,,,
Holderbank (SO),CH,,2425,1102,11,,,,,,
Sins,CH,,4239,1908,19,,,,,,
Mies,CH,,5723,2228,22,,,,,,
Lüsslingen-Nennigkofen,CH,,2464,1103,11,,,,,,
Bettenhausen,CH,,973,244,2,,,,,,
Wald (AR),CH,,3036,1503,15,,,,,,
Gravesano,CH,,5187,2105,21,,,,,,
Wilchingen,CH,,2974,1406,14,,,,,,
Sennwald,CH,,3274,1724,17,,,,,,
Neuhausen am Rheinfall,CH,,2937,1403,14,,,,,,
Milvignes,CH,,6416,,24,,,,,,
Bachenbülach,CH,,51,103,1,,,,,,
Brüttelen,CH,,491,243,2,,,,,,
Noble-Contrée,CH,,6254,2311,23,,,,,,
Buseno,CH,,3804,1847,18,,,,,,
Grangettes,CH,,2079,1002,10,,,,,,
Innerthal,CH,,1343,505,5,,,,,,
Bavois,CH,,5746,2224,22,,,,,,
Grindelwald,CH,,576,250,2,,,,,,
Uebeschi,CH,,943,247,2,,,,,,
Birwinken,CH,,4901,2015,20,,,,,,
Widen,CH,,4081,1903,19,,,,,,
Eschenbach (LU),CH,,1026,313,3,,,,,,
Lauperswil,CH,,903,245,2,,,,,,
Urdorf,CH,,250,111,1,,,,,,
Büron,CH,,1082,314,3,,,,,,
Orges,CH,,5924,2224,22,,,,,,
Tramelan,CH,,446,241,2,,,,,,
Mauensee,CH,,1091,314,3,,,,,,
Bern,CH,,351,246,2,,,,,,
Brislach,CH,,2782,1302,13,,,,,,
Belmont-sur-Lausanne,CH,,5581,2226,22,,,,,,
Herisau,CH,,3001,1501,15,,,,,,
Mettembert,CH,,6716,2601,26,,,,,,
Romanshorn,CH,,4436,2011,20,,,,,,
Rennaz,CH,,5412,2221,22,,,,,,
Buch am Irchel,CH,,24,102,1,,,,,,
Treyvaux,CH,,2226,1004,10,,,,,,
Birmensdorf (ZH),CH,,242,111,1,,,,,,
Mörel-Filet,CH,,6203,2309,23,,,,,,
Reconvilier,CH,,703,241,2,,,,,,
Fahrni,CH,,925,247,2,,,,,,
Kippel,CH,,6197,2309,23,,,,,,
Kehrsatz,CH,,870,246,2,,,,,,
Burtigny,CH,,5854,2228,22,,,,,,
Tévenon,CH,,5571,2224,22,,,,,,
Lignières,CH,,6456,,24,,,,,,
Jorat-Mézières,CH,,5806,2226,22,,,,,,
Kirchlindach,CH,,354,246,2,,,,,,
Mühleberg,CH,,668,246,2,,,,,,
Arch,CH,,381,243,2,,,,,,
Agiez,CH,,5742,2224,22,,,,,,
Riviera,CH,,5287,2107,21,,,,,,
Starrkirch-Wil,CH,,2584,1108,11,,,,,,
Erlen,CH,,4476,2015,20,,,,,,
Schötz,CH,,1143,315,3,,,,,,
Bissone,CH,,5154,2105,21,,,,,,
Vezia,CH,,5231,2105,21,,,,,,
Witterswil,CH,,2481,1104,11,,,,,,
Assens,CH,,5511,2223,22,,,,,,
Erlenbach im Simmental,CH,,763,249,2,,,,,,
Saint-Brais,CH,,6758,2602,26,,,,,,
Ebnat-Kappel,CH,,3352,1727,17,,,,,,
Safenwil,CH,,4283,1910,19,,,,,,
Pura,CH,,5216,2105,21,,,,,,
Bottens,CH,,5514,2223,22,,,,,,
Rossenges,CH,,5684,2222,22,,,,,,
Finhaut,CH,,6214,2310,23,,,,,,
Oberwil im Simmental,CH,,766,249,2,,,,,,
Lampenberg,CH,,2887,1305,13,,,,,,
Oberägeri,CH,,1706,,9,,,,,,
Ins,CH,,496,243,2,,,,,,
Röschenz,CH,,2791,1302,13,,,,,,
Fiesch,CH,,6057,2304,23,,,,,,
Torny,CH,,2115,1002,10,,,,,,
Berken,CH,,972,244,2,,,,,,
Schöftland,CH,,4144,1905,19,,,,,,
Neyruz (FR),CH,,2211,1004,10,,,,,,
Fischingen,CH,,4726,2014,20,,,,,,
Lauenen,CH,,842,248,2,,,,,,
St. Moritz,CH,,3787,1846,18,,,,,,
Grabs,CH,,3273,1724,17,,,,,,
Seewen,CH,,2480,1104,11,,,,,,
Baar,CH,,1701,,9,,,,,,
Laufen-Uhwiesen,CH,,34,102,1,,,,,,
Jenins,CH,,3952,1845,18,,,,,,
Egnach,CH,,4411,2011,20,,,,,,
Rougemont,CH,,5843,2230,22,,,,,,
Fraubrunnen,CH,,538,246,2,,,,,,
Wolfhalden,CH,,3038,1503,15,,,,,,
Personico,CH,,5076,2103,21,,,,,,
Torricella-Taverne,CH,,5227,2105,21,,,,,,
La Brévine,CH,,6432,,24,,,,,,
Geuensee,CH,,1085,314,3,,,,,,
Penthalaz,CH,,5495,2223,22,,,,,,
Neuchâtel,CH,,6458,,24,,,,,,
Steinen,CH,,1373,506,5,,,,,,
Molondin,CH,,5921,2224,22,,,,,,
Günsberg,CH,,2547,1107,11,,,,,,
Muzzano,CH,,5205,2105,21,,,,,,
Geroldswil,CH,,244,111,1,,,,,,
Meggen,CH,,1063,312,3,,,,,,
Ayent,CH,,6082,2305,23,,,,,,
Niederdorf,CH,,2891,1305,13,,,,,,
Ebikon,CH,,1054,312,3,,,,,,
Zermatt,CH,,6300,2313,23,,,,,,
Wölflinswil,CH,,4182,1906,19,,,,,,
Büetigen,CH,,382,243,2,,,,,,
Walperswil,CH,,754,243,2,,,,,,
Pont-la-Ville,CH,,2147,1003,10,,,,,,
Cheyres-Châbles,CH,,2055,1001,10,,,,,,
Hauteville,CH,,2137,1003,10,,,,,,
Buchrain,CH,,1052,312,3,,,,,,
Gretzenbach,CH,,2576,1108,11,,,,,,
Siviriez,CH,,2099,1002,10,,,,,,
Rongellen,CH,1684139,3711,1851,18,0.999991640371195,0.0001249978503352009,0.015,0.0008359658522650509,2017351.9801094013,2017349.4584627924
Leissigen,CH,,585,250,2,,,,,,
Vich,CH,,5732,2228,22,,,,,,
Jouxtens-Mézery,CH,,5585,2225,22,,,,,,
Calanca,CH,,3837,1847,18,,,,,,
Caslano,CH,,5171,2105,21,,,,,,
Féchy,CH,,5427,2227,22,,,,,,
Unteriberg,CH,,1375,506,5,,,,,,
Dänikon,CH,,85,104,1,,,,,,
Juriens,CH,,5754,2224,22,,,,,,
Romoos,CH,,1007,316,3,,,,,,
Triengen,CH,,1104,314,3,,,,,,
Leysin,CH,,5407,2221,22,,,,,,
Galgenen,CH,,1342,505,5,,,,,,
Schöfflisdorf,CH,,99,104,1,,,,,,
Hasle (LU),CH,,1005,316,3,,,,,,
Winznau,CH,,2501,1105,11,,,,,,
Bühler,CH,,3021,1502,15,,,,,,
Moosleerau,CH,,4277,1910,19,,,,,,
Leuggern,CH,,4313,1911,19,,,,,,
Lutry,CH,,5606,2226,22,,,,,,
La Sarraz,CH,,5498,2227,22,,,,,,
Rüti (ZH),CH,,118,105,1,,,,,,
Orvin,CH,,438,241,2,,,,,,
Fischbach,CH,,1129,315,3,,,,,,
Sainte-Croix,CH,,5568,2224,22,,,,,,
Leimbach (AG),CH,,4137,1905,19,,,,,,
Simplon,CH,,6009,2301,23,,,,,,
Bözberg,CH,,4124,1904,19,,,,,,
Les Breuleux,CH,,6743,2602,26,,,,,,
Blumenstein,CH,,922,247,2,,,,,,
Walterswil (BE),CH,,959,244,2,,,,,,
Wengi,CH,,394,243,2,,,,,,
Coldrerio,CH,,5251,2106,21,,,,,,
Grandevent,CH,,5560,2224,22,,,,,,
Lavertezzo,CH,,5112,2104,21,,,,,,
Jaun,CH,,2138,1003,10,,,,,,
Iffwil,CH,,541,246,2,,,,,,
La Chaux-de-Fonds,CH,,6421,,24,,,,,,
Steinmaur,CH,,101,104,1,,,,,,
Courroux,CH,,6709,2601,26,,,,,,
Veyrier,CH,,6645,,25,,,,,,
Penthéréaz,CH,,5531,2223,22,,,,,,
Allmendingen,CH,,630,246,2,,,,,,
Boudry,CH,,6404,,24,,,,,,
Grengiols,CH,,6177,2309,23,,,,,,
Les Enfers,CH,,6745,2602,26,,,,,,
Zug,CH,,1711,,9,,,,,,
Lavey-Morcles,CH,,5406,2221,22,,,,,,
Liddes,CH,,6033,2303,23,,,,,,
Feusisberg,CH,,1321,503,5,,,,,,
Muotathal,CH,,1367,506,5,,,,,,
Reutigen,CH,,767,247,2,,,,,,
Hofstetten-Flüh,CH,,2476,1104,11,,,,,,
Brenzikofen,CH,,606,246,2,,,,,,
Aegerten,CH,,731,242,2,,,,,,
Brittnau,CH,,4274,1910,19,,,,,,
Salenstein,CH,,4851,2013,20,,,,,,
Remetschwil,CH,,4039,1902,19,,,,,,
Mörigen,CH,,742,242,2,,,,,,
Vinelz,CH,,502,243,2,,,,,,
Prévonloup,CH,,5683,2222,22,,,,,,
Misery-Courtion,CH,,2272,1005,10,,,,,,
Bever,CH,,3781,1846,18,,,,,,
Zihlschlacht-Sitterdorf,CH,,4511,2015,20,,,,,,
Puplinge,CH,,6636,,25,,,,,,
Saint-Martin (VS),CH,,6087,2305,23,,,,,,
Schelten,CH,,708,241,2,,,,,,
Rickenbach (SO),CH,,2582,1108,11,,,,,,
Rüti bei Lyssach,CH,,422,245,2,,,,,,
Aclens,CH,,5621,2227,22,,,,,,
Rehetobel,CH,,3034,1503,15,,,,,,
Linescio,CH,,5315,2108,21,,,,,,
Vilters-Wangs,CH,,3297,1725,17,,,,,,
Dalpe,CH,,5071,2103,21,,,,,,
Obermumpf,CH,,4256,1909,19,,,,,,
Petit-Val,CH,,716,241,2,,,,,,
Mezzovico-Vira,CH,,5199,2105,21,,,,,,
Beinwil (SO),CH,,2612,1110,11,,,,,,
Martigny-Combe,CH,,6137,2307,23,,,,,,
Untervaz,CH,,3946,1845,18,,,,,,
Le Flon,CH,,2337,1007,10,,,,,,
Widnau,CH,,3238,1723,17,,,,,,
Killwangen,CH,,4030,1902,19,,,,,,
Felben-Wellhausen,CH,,4561,2012,20,,,,,,
Dietlikon,CH,,54,103,1,,,,,,
Wangen an der Aare,CH,,992,244,2,,,,,,
Oberhünigen,CH,,629,246,2,,,,,,
Zell (ZH),CH,,231,110,1,,,,,,
Grindel,CH,,2617,1110,11,,,,,,
Rossa,CH,,3808,1847,18,,,,,,
Thundorf,CH,,4611,2012,20,,,,,,
Bowil,CH,,605,246,2,,,,,,
Oberems,CH,,6112,2306,23,,,,,,
Meisterschwanden,CH,,4202,1907,19,,,,,,
Stein (AG),CH,,4260,1909,19,,,,,,
Bussigny,CH,,5624,2229,22,,,,,,
Lumino,CH,,5010,2101,21,,,,,,
Unterramsern,CH,,2463,1103,11,,,,,,
Horw,CH,,1058,312,3,,,,,,
Basel,CH,,2701,,12,,,,,,
Croy,CH,,5752,2224,22,,,,,,
Anières,CH,,6602,,25,,,,,,
Matzendorf,CH,,2427,1102,11,,,,,,
Zäziwil,CH,,628,246,2,,,,,,
Chavannes-le-Chêne,CH,,5907,2224,22,,,,,,
Chavannes-de-Bogis,CH,,5707,2228,22,,,,,,
Sulgen,CH,,4506,2015,20,,,,,,
Wald (BE),CH,,888,246,2,,,,,,
Samedan,CH,,3786,1846,18,,,,,,
Cerentino,CH,,5309,2108,21,,,,,,
Saanen,CH,,843,248,2,,,,,,
Tuggen,CH,,1347,505,5,,,,,,
St. Ursen,CH,,2304,1006,10,,,,,,
Pfäfers,CH,,3294,1725,17,,,,,,
Rothenbrunnen,CH,,3637,1851,18,,,,,,
Greifensee,CH,,194,109,1,,,,,,
Cormoret,CH,,432,241,2,,,,,,
Twann-Tüscherz,CH,,756,242,2,,,,,,
Schlatt (TG),CH,,4546,2012,20,,,,,,
Büsingen am Hochrhein,CH,,7101,,,,,,,,
Basse-Vendline,CH,,6812,2603,26,,,,,,
Alberswil,CH,,1121,315,3,,,,,,
Kirchleerau,CH,,4275,1910,19,,,,,,
Saint-Maurice,CH,,6217,2310,23,,,,,,
Bremblens,CH,,5622,2227,22,,,,,,
Gersau,CH,,1311,502,5,,,,,,
S-chanf,CH,,3788,1846,18,,,,,,
Reisiswil,CH,,336,244,2,,,,,,
Dozwil,CH,,4406,2011,20,,,,,,
Hundwil,CH,,3002,1501,15,,,,,,
Iseltwald,CH,,582,250,2,,,,,,
Nenzlingen,CH,,2789,1302,13,,,,,,
Russikon,CH,,178,108,1,,,,,,
Sigriswil,CH,,938,247,2,,,,,,
Montfaucon,CH,,6751,2602,26,,,,,,
Bergdietikon,CH,,4023,1902,19,,,,,,
Zeiningen,CH,,4263,1909,19,,,,,,
Giswil,CH,,1403,,6,,,,,,
Rifferswil,CH,,12,101,1,,,,,,
Campione d'Italia,CH,,7301,,,,,,,,
Kleinandelfingen,CH,,33,102,1,,,,,,
Chalais,CH,,6232,2311,23,,,,,,
Riddes,CH,,6139,2307,23,,,,,,
Mosnang,CH,,3394,1727,17,,,,,,
Schlatt-Haslen,CH,,3104,,16,,,,,,
Bourg-en-Lavaux,CH,,5613,2226,22,,,,,,
Belmont-Broye,CH,,2053,1001,10,,,,,,
Anwil,CH,,2841,1304,13,,,,,,
Sisseln,CH,,4177,1906,19,,,,,,
Ipsach,CH,,739,242,2,,,,,,
Freienstein-Teufen,CH,,57,103,1,,,,,,
Mauraz,CH,,5488,2227,22,,,,,,
Chancy,CH,,6611,,25,,,,,,
Veysonnaz,CH,,6267,2312,23,,,,,,
Hauterive (FR),CH,,2233,1004,10,,,,,,
Châtel-Saint-Denis,CH,,2325,1007,10,,,,,,
Le Lieu,CH,,5873,2224,22,,,,,,
Sembrancher,CH,,6035,2303,23,,,,,,
Ermensee,CH,,1025,313,3,,,,,,
Dotzigen,CH,,386,243,2,,,,,,
Hindelbank,CH,,409,245,2,,,,,,
Champtauroz,CH,,5812,2222,22,,,,,,
Höchstetten,CH,,410,245,2,,,,,,
Locarno,CH,,5113,2104,21,,,,,,
Gossau (ZH),CH,,115,105,1,,,,,,
Recherswil,CH,,2530,1106,11,,,,,,
Prévondavaux,CH,,2038,1001,10,,,,,,
Le Locle,CH,,6436,,24,,,,,,
Biasca,CH,,5281,2107,21,,,,,,
Eisten,CH,,6282,2313,23,,,,,,
Oberembrach,CH,,65,103,1,,,,,,
Kienberg,CH,,2492,1105,11,,,,,,
Homberg,CH,,931,247,2,,,,,,
Ennetbürgen,CH,,1505,,7,,,,,,
Sachseln,CH,,1406,,6,,,,,,
Wimmis,CH,,769,249,2,,,,,,
Gsteig,CH,,841,248,2,,,,,,
Koppigen,CH,,413,245,2,,,,,,
Urmein,CH,,3670,1851,18,,,,,,
Grandfontaine,CH,,6792,2603,26,,,,,,
Collina d'Oro,CH,,5236,2105,21,,,,,,
Andwil (SG),CH,,3441,1721,17,,,,,,
Kerzers,CH,,2265,1005,10,,,,,,
Malters,CH,,1062,312,3,,,,,,
Montreux,CH,,5886,2230,22,,,,,,
Flüelen,CH,,1207,,4,,,,,,
Rothenfluh,CH,,2858,1304,13,,,,,,
Rances,CH,,5760,2224,22,,,,,,
Olsberg,CH,,4257,1909,19,,,,,,
Murten,CH,,2275,1005,10,,,,,,
Glattfelden,CH,,58,103,1,,,,,,
Trimbach,CH,,2500,1105,11,,,,,,
Bioggio,CH,,5151,2105,21,,,,,,
Mönthal,CH,,4106,1904,19,,,,,,
Utzenstorf,CH,,552,245,2,,,,,,
Alle,CH,,6771,2603,26,,,,,,
Choulex,CH,,6614,,25,,,,,,
Niederrohrdorf,CH,,4035,1902,19,,,,,,
Oberlunkhofen,CH,,4073,1903,19,,,,,,
Bäriswil,CH,,403,246,2,,,,,,
Laufenburg,CH,,4170,1906,19,,,,,,
Gais,CH,,3022,1502,15,,,,,,
Naters,CH,,6007,2301,23,,,,,,
Langnau am Albis,CH,,136,106,1,,,,,,
Trubschachen,CH,,909,245,2,,,,,,
Illnau-Effretikon,CH,,296,108,1,,,,,,
Sumvitg,CH,,3985,1850,18,,,,,,
Elsau,CH,,219,110,1,,,,,,
Cortébert,CH,,433,241,2,,,,,,
Langenthal,CH,,329,244,2,,,,,,
Wetzikon (ZH),CH,,121,105,1,,,,,,
Walzenhausen,CH,,3037,1503,15,,,,,,
Poliez-Pittet,CH,,5533,2223,22,,,,,,
Wasterkingen,CH,,70,103,1,,,,,,
Pompaples,CH,,5497,2227,22,,,,,,
Biglen,CH,,603,246,2,,,,,,
Erlenbach (ZH),CH,,151,107,1,,,,,,
Hagneck,CH,,736,243,2,,,,,,
Plan-les-Ouates,CH,,6633,,25,,,,,,
Rünenberg,CH,,2860,1304,13,,,,,,
Täsch,CH,,6295,2313,23,,,,,,
Ennetmoos,CH,,1506,,7,,,,,,
Jussy,CH,,6626,,25,,,,,,
Sumiswald,CH,,957,245,2,,,,,,
Unterentfelden,CH,,4013,1901,19,,,,,,
Maracon,CH,,5790,2226,22,,,,,,
Nürensdorf,CH,,64,103,1,,,,,,
Vuarrens,CH,,5539,2223,22,,,,,,
Satigny,CH,,6638,,25,,,,,,
Walenstadt,CH,,3298,1725,17,,,,,,
Perrefitte,CH,,701,241,2,,,,,,
Poschiavo,CH,,3561,1842,18,,,,,,
Bättwil,CH,,2471,1104,11,,,,,,
Ferpicloz,CH,,2194,1004,10,,,,,,
Schwarzenberg,CH,,1066,312,3,,,,,,
Surpierre,CH,,2044,1001,10,,,,,,
Appenzell,CH,,3101,,16,,,,,,
Konolfingen,CH,,612,246,2,,,,,,
Roggliswil,CH,,1142,315,3,,,,,,
Hilterfingen,CH,,929,247,2,,,,,,
Agno,CH,,5141,2105,21,,,,,,
Berg (SG),CH,,3211,1722,17,,,,,,
Hüttlingen,CH,,4590,2012,20,,,,,,
Riniken,CH,,4111,1904,19,,,,,,
Bursins,CH,,5853,2228,22,,,,,,
Uttigen,CH,,885,247,2,,,,,,
Zuzwil (SG),CH,,3426,1728,17,,,,,,
Courtepin,CH,,2254,1005,10,,,,,,
Othmarsingen,CH,,4205,1907,19,,,,,,
Gebenstorf,CH,,4029,1902,19,,,,,,
Genthod,CH,,6622,,25,,,,,,
Steffisburg,CH,,939,247,2,,,,,,
Port,CH,,745,242,2,,,,,,
Ramlinsburg,CH,,2832,1303,13,,,,,,
Servion,CH,,5799,2226,22,,,,,,
Diemtigen,CH,,762,249,2,,,,,,
Castel San Pietro,CH,,5249,2106,21,,,,,,
Borex,CH,,5706,2228,22,,,,,,
Beringen,CH,,2932,1403,14,,,,,,
Adelboden,CH,,561,249,2,,,,,,
Richterswil,CH,,138,106,1,,,,,,
Fulenbach,CH,,2575,1108,11,,,,,,
Bas-Intyamon,CH,,2162,1003,10,,,,,,
Bex,CH,,5402,2221,22,,,,,,
Villaz,CH,,2117,1002,10,,,,,,
Wigoltingen,CH,,4951,2015,20,,,,,,
Eysins,CH,,5716,2228,22,,,,,,
Roveredo (GR),CH,,3834,1847,18,,,,,,
Zullwil,CH,,2622,1110,11,,,,,,
Bremgarten (AG),CH,,4063,1903,19,,,,,,
Menzingen,CH,,1704,,9,,,,,,
Rothenburg,CH,,1040,313,3,,,,,,
Niedergesteln,CH,,6198,2309,23,,,,,,
Uitikon,CH,,248,111,1,,,,,,
Ormalingen,CH,,2856,1304,13,,,,,,
Hägglingen,CH,,4068,1903,19,,,,,,
Seelisberg,CH,,1215,,4,,,,,,
Walterswil (SO),CH,,2585,1108,11,,,,,,
Villars-sous-Yens,CH,,5652,2227,22,,,,,,
Hergiswil bei Willisau,CH,,1132,315,3,,,,,,
Delley-Portalban,CH,,2051,1001,10,,,,,,
Monthey,CH,,6153,2308,23,,,,,,
Jenaz,CH,,3863,1849,18,,,,,,
Corgémont,CH,,431,241,2,,,,,,
La Sagne,CH,,6423,,24,,,,,,
Meinisberg,CH,,390,242,2,,,,,,
Schwellbrunn,CH,,3004,1501,15,,,,,,
Obersiggenthal,CH,,4038,1902,19,,,,,,
Finsterhennen,CH,,493,243,2,,,,,,
Blonay - Saint-Légier,CH,,5892,2230,22,,,,,,
Sorvilier,CH,,711,241,2,,,,,,
Moutier,CH,,6831,2604,26,,,,,,
Movelier,CH,,6718,2601,26,,,,,,
Domleschg,CH,,3673,1851,18,,,,,,
Gondiswil,CH,,326,244,2,,,,,,
Goms,CH,,6077,2304,23,,,,,,
Dürrenäsch,CH,,4134,1905,19,,,,,,
Glarus,CH,,1632,,8,,,,,,
Etziken,CH,,2518,1106,11,,,,,,
Henniez,CH,,5819,2222,22,,,,,,
Centovalli,CH,,5397,2104,21,,,,,,
Zuzgen,CH,,4264,1909,19,,,,,,
Muntogna da Schons,CH,,3715,1851,18,,,,,,
Ferreyres,CH,,5483,2227,22,,,,,,
Zumikon,CH,,160,107,1,,,,,,
Gurzelen,CH,,867,247,2,,,,,,
Rochefort,CH,,6413,,24,,,,,,
Avry,CH,,2174,1004,10,,,,,,
Eschen,CH,,7007,,,,,,,,
Dulliken,CH,,2573,1108,11,,,,,,
Oberkulm,CH,,4140,1905,19,,,,,,
Sutz-Lattrigen,CH,,750,242,2,,,,,,
Troinex,CH,,6641,,25,,,,,,
Niedergösgen,CH,,2495,1105,11,,,,,,
Bösingen,CH,,2295,1006,10,,,,,,
Visperterminen,CH,,6298,2313,23,,,,,,
Oberwil bei Büren,CH,,391,243,2,,,,,,
Kleinbösingen,CH,,2266,1005,10,,,,,,
Flims,CH,,3732,1844,18,,,,,,
Saas-Almagell,CH,,6288,2313,23,,,,,,
Kriens,CH,,1059,312,3,,,,,,
Clos du Doubs,CH,,6808,2603,26,,,,,,
Les Montets,CH,,2050,1001,10,,,,,,
