name,relation,bfs_nummer,bezirksnummer,kantonsnummer,iou,area_diff_pct,hausdorff_distance,symmetric_diff_pct,swisstopo_area,osm_area,geom_type
Missy,1685049,5821,2222,22,0.9992151832415519,0.004973623206702514,3.052,0.07851443725923762,3113589.3004204566,3113744.1586204637,MultiPolygon
Düdingen,1683310,2293,1006,10,0.9997417116752326,0.002269683688719243,8.936,0.025831875396248323,30763230.16611676,30762531.938099556,MultiPolygon
Montpreveyres,1685061,5792,2226,22,0.9971935987221163,0.02182287504920096,5.541,0.2810038106428308,4123637.305630929,4122737.4094142388,MultiPolygon
Schattdorf,1683102,1213,,4,0.9986929641688421,0.04092573680944419,61.374,0.13076229291455965,16333169.079077043,16326484.609287098,MultiPolygon
Gachnang,1684523,4571,2012,20,0.9987290564709549,0.050519849685587544,3.906,0.12714304478152327,9736115.557591831,9731196.88664692,MultiPolygon
Treytorrens (Payerne),1685167,5828,2222,22,0.9993321338655723,0.035750399926288944,3.214,0.06679698092277987,3073698.9655139744,3072600.105841273,MultiPolygon
Chavannes-des-Bois,1684890,5708,2228,22,0.9976516561947686,0.05420001256224831,3.741,0.23517415554071977,2124289.277579928,2125440.6426352346,MultiPolygon
Horn,1684531,4421,2011,20,0.9980972048178997,0.0091081619778085,8.833,0.1904520483466007,1754364.9954455413,1754205.2050400742,MultiPolygon
Arni (BE),1682366,602,246,2,0.9982839271568924,0.04253973165270024,29.46,0.17179118804613086,10429492.617229909,10433929.295402016,MultiPolygon
Morlon,1683367,2143,1003,10,0.9990353002604404,0.0012779176570453742,7.028,0.09651714539186955,4236409.299949351,4236463.4377718195,MultiPolygon
Saubraz,1685147,5437,2227,22,0.9979986011420212,0.027534367623971944,3.37,0.20036794751451628,3707138.612721019,3708159.349894976,MultiPolygon
Berlingen,1684503,4801,2012,20,0.9976715759189967,0.041681712818700804,7.123,0.2331623849083205,3577561.257811057,3579052.446620451,MultiPolygon
Münsingen,1682570,616,246,2,0.9982942709904703,0.006654291527116407,59.957,0.17072418075571158,15774325.734072614,15775375.403693397,MultiPolygon
Falera,1684074,3572,1850,18,0.9992556310853792,0.008069458909896023,35.921,0.074467610476314,22361420.679639373,22363225.125292785,MultiPolygon
Marsens,1683359,2140,1003,10,0.9985816870016895,0.001447464800049312,18.687,0.14193297900455457,8312386.336375482,8312506.6552417455,MultiPolygon
L'Isle,1685009,5486,2227,22,0.9988373923739426,0.02733740680777574,32.302,0.11631248415774706,16222904.212987322,16218469.291666582,MultiPolygon
Wuppenau,1684572,4791,2015,20,0.998520990523069,0.0032622234502025483,4.711,0.1480128163018393,12119144.53982462,12119539.893399762,MultiPolygon
Wynigen,1682733,424,245,2,0.9987754271223629,0.04286903182281106,35.216,0.12255857684503879,28320191.915642146,28332332.507726744,MultiPolygon
Fisibach,1684308,4306,1911,19,0.994373703170164,0.06920478214848305,11.427,0.5644121414279087,5769405.692854636,5773398.397495639,MultiPolygon
Tentlingen,1683410,2307,1006,10,0.9981241787312837,0.021775633816410015,3.758,0.1877786700817604,3610249.0540108723,3611035.208624734,MultiPolygon
Unterengstringen,1682222,249,111,1,0.9998915547851398,0.0019300379498255356,0.406,0.010845004878667847,3336885.2089399262,3336820.8057890516,MultiPolygon
Wiggiswil,1682722,553,246,2,0.9979163817409618,0.08986868215101852,4.869,0.20848540188527623,1441608.2568306713,1440312.7024884773,MultiPolygon
Crans-Montana,6820012,6253,2311,23,0.99933452877349,0.013045990669134195,28.769,0.06656493030818722,59655520.011339195,59647737.35776489,MultiPolygon
Root,1682912,1065,312,3,0.9984711661069923,0.013571877124626418,3.756,0.1530107278671,9900112.997988045,9901456.629159331,MultiPolygon
Seon,1684425,4209,1907,19,0.9962618228732107,0.02790898712760149,35.116,0.3745699815161966,9620356.128180506,9623041.072133949,MultiPolygon
Kloten,1682154,62,103,1,0.9990051207546629,0.011909992035872353,4.056,0.09953151094905564,19173964.280319445,19171680.662700698,MultiPolygon
Lantsch/Lenz,1684100,3513,1841,18,0.9991352029916127,8.379967829121585e-05,3.744,0.0865171469584897,21808601.962434094,21808620.23797238,MultiPolygon
Brunegg,1684282,4193,1907,19,0.9997485350481422,0.002767699192360038,0.601,0.025150005347926385,1554223.4815695633,1554266.4978003101,MultiPolygon
Sissach,1683708,2861,1304,13,0.9989182456562883,0.005475827398167553,4.125,0.10823693901074978,8896993.186806625,8897480.370797161,MultiPolygon
Ammerswil,1684254,4191,1907,19,0.9929061081971993,0.037917932265571705,15.729,0.7117793302036304,3186607.6698899195,3185399.374152081,MultiPolygon
Le Noirmont,1685608,6754,2602,26,0.9949096709672901,0.007211260112253096,32.474,0.5103133809369698,20388273.9942776,20386803.742807474,MultiPolygon
Crassier,1684929,5714,2228,22,0.9963743218438004,0.121240321824788,5.057,0.3634464747854864,2030300.128586476,2032761.6709963833,MultiPolygon
La Baroche,1685604,6810,2603,26,0.9978993141849316,0.020886494705124766,28.549,0.21026749649886534,31071562.9339074,31065073.17356041,MultiPolygon
Meyrin,1685516,6630,,25,0.9989675742184042,0.05522955779683536,5.103,0.1033244257699139,9937310.729679424,9942799.062452324,MultiPolygon
Veltheim (AG),1684450,4120,1904,19,0.9967619364353825,0.06236581447407413,11.395,0.3242303234244801,5238638.573873467,5235371.454259518,MultiPolygon
Suscévaz,1685158,5930,2224,22,0.999948460270178,0.001963058494425027,0.299,0.005154156391843535,4156739.7678259467,4156821.36705905,MultiPolygon
Endingen,3411173,4305,1911,19,0.9961331310596192,0.0729587075529952,18.849,0.3875773102499031,11913840.932439508,11922533.116803735,MultiPolygon
Morschach,1683091,1366,506,5,0.9989788519184538,0.035708378198547316,15.829,0.10218521304256727,23502309.011295896,23510701.30468304,MultiPolygon
Gränichen,1684319,4006,1901,19,0.9982109326595501,0.03331323080177499,16.593,0.17909674191753222,17233142.83984613,17238883.756494768,MultiPolygon
Cheseaux-sur-Lausanne,1684899,5582,2225,22,0.9969991153346326,0.05707196333560706,14.337,0.3006251704584427,4584763.512573439,4587380.127124359,MultiPolygon
Mont-Tramelan,1682557,437,241,2,0.9968951775944149,0.04334904634243704,5.684,0.31089758590860134,4639706.079371432,4637694.811032932,MultiPolygon
Buckten,1683635,2843,1304,13,0.9984540290050801,0.02578687442944726,3.145,0.154736641551793,1997945.9773439628,1998461.1851643086,MultiPolygon
Nidau,1682573,743,242,2,0.9977496101886131,0.05450342244403482,6.913,0.22523108303264255,1521013.825836523,1520184.821245595,MultiPolygon
Staffelbach,1684430,4284,1910,19,0.9949854489676481,0.019464873324115846,64.147,0.5027644760967982,8933086.366180446,8934825.180125557,MultiPolygon
Grenchen,1683510,2546,1107,11,0.9993505404388061,0.003654311256730543,11.219,0.0649658658070191,26026670.216175076,26025719.120635614,MultiPolygon
Rüttenen,1683572,2555,1107,11,0.9989431463743593,0.007384917400722473,5.331,0.10574514352162506,8765587.692268481,8766235.023679243,MultiPolygon
Magliaso,1684704,5193,2105,21,0.998314303029976,0.057567095086868386,11.108,0.1687604568365925,1755649.058666061,1756659.734829055,MultiPolygon
Eschenbach (SG),2743488,3342,1726,17,0.9993887849082242,0.00018397704512818663,3.752,0.061140250323980946,54891727.67884562,54891828.667024225,MultiPolygon
Winterthur,1682243,230,110,1,0.9997967462287477,0.004283243937531875,12.627,0.02032787827696852,68070608.48568803,68073524.11589924,MultiPolygon
Bercher,1684849,5512,2223,22,0.9973924965107676,0.03839982896472807,9.428,0.26104061723951844,4268816.601758026,4267177.383484133,MultiPolygon
Saint-Martin (FR),1683395,2335,1007,10,0.9986737339119819,0.004262475456230184,3.384,0.13271178778518905,9783759.605935514,9783342.575583614,MultiPolygon
Güttingen,1684525,4656,2013,20,0.9986778243455858,0.001429542631797387,3.775,0.13230408500804944,9546367.2070065,9546230.737617487,MultiPolygon
Benken (SG),1683864,3312,1726,17,0.9990563585492189,0.02424060499619533,3.63,0.09442013167299339,16495443.313216446,16499441.908472374,MultiPolygon
Dully,1684950,5855,2228,22,0.998229460479604,0.046721190297039826,13.229,0.17725222893468962,5754563.734534591,5757252.335207768,MultiPolygon
Forel (Lavaux),1684977,5604,2226,22,0.9991983197264693,0.013264613132470305,9.968,0.08020549392351291,18508235.758285552,18510690.804156534,MultiPolygon
Liedertswil,1683668,2890,1305,13,0.9980241894869836,0.033782025478877785,10.623,0.19774302923909162,1944730.3270051198,1944073.3577105554,MultiPolygon
Terre di Pedemonte,2888313,5396,2104,21,0.9923177335315445,0.2209070139444868,62.116,0.7720406912758734,11591013.873943152,11616619.23657797,MultiPolygon
Laupen,1682527,667,246,2,0.9999935256764496,3.527846787983825e-06,0.014,0.0006474344623243356,4138186.3209970095,4138186.4669858827,MultiPolygon
Echarlens,1683311,2131,1003,10,0.9955681956753156,0.0025827672450807297,86.837,0.44415892202464974,5195261.683478826,5195127.501961769,MultiPolygon
Bedano,1684622,5148,2105,21,0.9959534256880948,0.09683634857548876,15.088,0.4052815043125101,1872834.4345800583,1871020.8500987466,MultiPolygon
Erschwil,1683501,2615,1110,11,0.9987112975335873,0.023631588091301222,3.553,0.12893810102263556,7429920.896554045,7428165.088252262,MultiPolygon
Mézières (FR),1683372,2087,1002,10,0.9981232791621648,0.07693973293962564,20.281,0.18777608823222675,8926625.004439065,8919756.883000128,MultiPolygon
Schaffhausen,1683703,2939,1403,14,0.9968615545713653,0.04012727402849809,28.338,0.31440087649020093,41845845.86024889,41862637.45748678,MultiPolygon
Quarten,1683920,3295,1725,17,0.9995266145066536,0.0009950201442548154,5.513,0.04734999224834648,73210401.47107047,73211129.9293128,MultiPolygon
Hergiswil (NW),1683080,1507,,7,0.9986088978631363,0.05036927680493325,47.307,0.13917198050176993,16993148.979022264,16984589.652775146,MultiPolygon
Frauenkappelen,1682444,663,246,2,0.999395076838739,0.01342074474166893,4.704,0.06050655777557535,9288071.166259628,9286824.63793698,MultiPolygon
Amden,1683858,3311,1726,17,0.99954152435719,0.00048023726862847873,3.75,0.04585818680044329,47618317.26937102,47618545.95027724,MultiPolygon
Gansingen,1684314,4164,1906,19,0.9963332814877867,0.06013556380243928,10.8,0.3672348745851104,8772862.676094988,8767587.065663105,MultiPolygon
Orny,1685084,5493,2227,22,0.9981199475563985,0.014763982697719051,6.25,0.18816824891726538,5549574.910338116,5548755.572058557,MultiPolygon
Künten,1684345,4031,1902,19,0.9972584058110295,0.08707572596714115,9.41,0.2746552787070887,4891175.1577484915,4895434.184025425,MultiPolygon
Leutwil,1684353,4138,1905,19,0.995827327594629,0.02680491087377585,17.015,0.418195661341116,3746032.1095764246,3747036.2301446996,MultiPolygon
Walliswil bei Wangen,1682713,991,244,2,0.9983008646600092,0.03837254867503367,3.001,0.1700906375825929,3071812.6300695003,3072991.3628661796,MultiPolygon
Baulmes,1684843,5745,2224,22,0.9969794174525721,0.0782689520820235,36.418,0.3023967530046774,22501924.998638745,22484312.977744028,MultiPolygon
Sion,2757528,6266,2312,23,0.9992643092555132,0.018210113367295874,32.816,0.07358944547970225,34863829.66818103,34857480.925274275,MultiPolygon
Langrickenbach,1684538,4681,2013,20,0.9982344983939466,0.011223900079726054,4.105,0.17669623143877178,10826300.991587393,10825085.858381767,MultiPolygon
Oensingen,1683565,2407,1101,11,0.9984834909332133,0.04129840990729928,40.158,0.1517973223929945,12105841.676709691,12110841.196828067,MultiPolygon
Titterten,1683716,2894,1305,13,0.9985962635787262,0.045103338452293466,9.66,0.14050391395753112,3711079.5228089946,3712753.343566401,MultiPolygon
Unterlunkhofen,1684448,4079,1903,19,0.9942389226958775,0.10016174046452117,10.491,0.5780613783206622,4487647.534165759,4492142.440041892,MultiPolygon
Rechthalten,1683385,2301,1006,10,0.9967901016651888,0.1447702296632571,60.715,0.3217385563688453,7305729.349988037,7316305.87114659,MultiPolygon
Aeschi (SO),1683474,2511,1106,11,0.9981737919138811,0.03250717903839617,6.349,0.18281742237596718,5476719.0615910385,5478499.38846182,MultiPolygon
Cortaillod,1685476,6408,,24,0.999993202153851,7.312911455601734e-05,0.015,0.0006797866767831027,3697260.0312420833,3697257.3274685596,MultiPolygon
Mumpf,1684369,4255,1909,19,0.9918668003905996,0.4162834073048939,52.782,0.8149411424077548,3136162.5138230193,3123107.189651858,MultiPolygon
Dietwil,1684292,4231,1908,19,0.9960200142000936,0.05409339569112725,11.839,0.39890003369900784,5491952.143803347,5494922.927207662,MultiPolygon
Flumenthal,1683505,2545,1107,11,0.9984778262807925,0.010208659577442308,3.273,0.15234108639642635,3105947.717275366,3106264.792904476,MultiPolygon
Davos,1684068,3851,1849,18,0.9997281089309489,0.0006325988360430701,22.23,0.027192717634451226,284001810.4379151,284000013.8457679,MultiPolygon
Pieterlen,1682605,392,242,2,0.9989915902959742,0.01753987629961414,3.317,0.100882992406175,8354631.304577433,8353165.912581321,MultiPolygon
Küttigen,1684346,4008,1901,19,0.9975451418166231,0.02342791332991954,14.403,0.2457587136298971,11894822.423323378,11892035.714635294,MultiPolygon
Mont-Vully,5817420,2284,1005,10,0.9994985124626286,0.004994719419022466,2.966,0.05016007866950397,24336941.49937409,24335725.937431026,MultiPolygon
Mammern,1684541,4826,2012,20,0.9978957199226081,0.010931434779859086,4.013,0.2106611541743925,5455630.215619006,5456226.594277857,MultiPolygon
Vufflens-le-Château,1685199,5653,2227,22,0.9933513466773588,0.01924433639383003,15.885,0.6670187460043682,2134530.101144495,2134119.324991403,MultiPolygon
Tolochenaz,1685164,5649,2227,22,0.9991783995446972,0.027690568445349197,7.74,0.08218243079971131,5600565.138752958,5599014.310429885,MultiPolygon
Avegno Gordevio,1684620,5324,2108,21,0.9938878359495399,0.15843094048901626,79.957,0.6126043963810182,27332305.65451448,27289002.8256087,MultiPolygon
Braunau,1684510,4723,2014,20,0.9984616534335453,0.004159891772220828,4.928,0.1539562753766785,9170493.235630974,9170874.718224555,MultiPolygon
Champéry,1685287,6151,2308,23,0.9979637409504751,0.11072561474030382,81.435,0.2039462817009468,38845518.49352269,38888530.4326737,MultiPolygon
Acquarossa,1684610,5048,2102,21,0.9969704465560183,0.0788329158160209,45.432,0.3032953548758763,61782519.66719171,61733814.70547345,MultiPolygon
Inwil,1682882,1033,313,3,0.9989448435594748,0.007174111626016033,3.271,0.10556755428980397,10317105.416156316,10316365.255497187,MultiPolygon
Bernex,1685451,6607,,25,0.9983824316922184,0.01164172768756615,5.987,0.161878339769364,12954228.936182452,12952720.840125678,MultiPolygon
Commugny,1684914,5711,2228,22,0.9974536821424179,0.06003820609709838,14.601,0.2548798501371011,6528818.856711662,6524899.070990764,MultiPolygon
Wiesendangen,3411226,298,110,1,0.9991591216239731,0.020198068925106425,12.627,0.08411471066365776,19174516.670451887,19170643.788358733,MultiPolygon
Yvonand,1685207,5939,2224,22,0.9993692921412982,0.025661744875956634,12.894,0.06308258667954031,20826438.966450814,20821094.538816497,MultiPolygon
Benken (ZH),1682088,22,102,1,0.9976042701250588,0.05069188209770756,13.698,0.23992110259888924,5656994.136288582,5659861.773086424,MultiPolygon
Cornaux,1685474,6451,,24,0.9993688574622487,0.033539772315003345,3.807,0.06314476463717295,4727198.484408529,4728783.976017077,MultiPolygon
Hirschthal,1684328,4007,1901,19,0.9959824690964506,0.01467108560774827,10.253,0.40259127256437627,3530060.2313570436,3530578.129515591,MultiPolygon
Essertines-sur-Yverdon,1684966,5520,2223,22,0.9977813983356386,0.024421022183600875,18.774,0.22207942907124933,9754557.249477975,9752175.086888168,MultiPolygon
Rottenschwil,1684407,4238,1908,19,0.9950136376489094,0.23264926496362665,10.491,0.49930104631094885,4493472.539747541,4483018.508912476,MultiPolygon
Boussens,1684865,5473,2223,22,0.9979555226709101,0.0462530530831539,13.0,0.2046096111053978,3156144.8304574704,3154685.0171136577,MultiPolygon
Ramsen,1683692,2963,1405,14,0.9936847337197398,0.049911744217826556,38.961,0.6336851763167534,13495841.202717196,13502577.21245834,MultiPolygon
Rolle,1685122,5861,2228,22,0.9995985452747087,0.00593137714009475,3.532,0.04015234161308526,13508743.002922919,13507941.74842853,MultiPolygon
Mandach,1684358,4105,1904,19,0.9951190575354848,0.05754797419632368,12.812,0.48942912833490526,5540921.474211058,5544110.162271275,MultiPolygon
Altdorf (UR),1683055,1201,,4,0.9988557220359127,0.01818113206140207,3.573,0.1144828944010321,10206103.64358301,10204248.058401247,MultiPolygon
Gampel-Bratsch,1685309,6118,2306,23,0.9979463785473393,0.008796153007544352,43.121,0.20558227133178078,23035414.308126554,23037440.53841502,MultiPolygon
Oulens-sous-Echallens,1685088,5529,2223,22,0.9983251818869202,0.024793666350753356,7.961,0.167642959481263,5867707.511827034,5869162.331649954,MultiPolygon
Kaisten,1684338,4169,1906,19,0.9970494646960615,0.06817142206708442,13.349,0.29538873674828525,18089728.939951472,18077396.914485026,MultiPolygon
Trub,1682691,908,245,2,0.9994887356215029,0.0011595612440326545,4.608,0.051139214257791284,61987137.27765892,61986418.49883876,MultiPolygon
Pohlern,1682607,936,247,2,0.9993956827364663,0.007176975034661535,12.714,0.06045216108055088,9866380.414899455,9867088.522558657,MultiPolygon
Hinwil,1682138,117,105,1,0.998595043383453,0.01094827013327141,35.573,0.14060212251817197,22281571.7403876,22284011.187051676,MultiPolygon
Blatten,1685279,6192,2309,23,0.9993545050031779,0.010755576698242212,25.39,0.06457381205402239,90511427.38150449,90521162.40749718,MultiPolygon
Ringgenberg (BE),1682621,590,250,2,0.9990135239528967,0.025299743678651097,12.543,0.09870877042461504,8880529.281675553,8882776.032821124,MultiPolygon
Dürnten,1682112,113,105,1,0.9984629136092702,0.02837654502696452,31.248,0.1538486870350902,10217914.261902956,10220813.752944302,MultiPolygon
Montilliez,1868687,5540,2223,22,0.998634127423032,0.01878588254889608,12.698,0.13669344016866164,11860795.61517334,11863023.77030697,MultiPolygon
Deitingen,1683493,2516,1106,11,0.998825726464215,0.02511776011034191,3.306,0.11748158377546665,7599334.767613554,7597425.984936643,MultiPolygon
Arlesheim,1683616,2763,1301,13,0.9986670553848003,0.0096620898332387,15.073,0.13338980164418404,6928282.71193,6928952.128829528,MultiPolygon
Eggerberg,1685295,6004,2301,23,0.9995303869723863,0.01396341124942089,2.941,0.046975611640936665,6047180.026961103,6048024.4195772605,MultiPolygon
Siglistorf,1684426,4319,1911,19,0.995734587762309,0.07358854964863355,11.217,0.4272955769104807,5513011.504311459,5508954.559103474,MultiPolygon
Bardonnex,1685449,6605,,25,0.9982752442735309,0.003945543977069081,3.517,0.1726278456293295,4997033.955873444,4997231.116045722,MultiPolygon
Bettlach,1683481,2543,1107,11,0.9993659560391841,0.031046588550154935,3.094,0.06343434861565417,12192793.044167994,12196578.490457188,MultiPolygon
Boécourt,1685577,6702,2601,26,0.9979685925280443,0.055311609416800356,7.995,0.20340352512430715,12347074.202900022,12353903.568357533,MultiPolygon
Le Cerneux-Péquignot,1685503,6434,,24,0.9956428486150805,0.3373378687980315,23.54,0.4359299287572415,15696307.759187244,15643358.169112422,MultiPolygon
Port-Valais,1685352,6154,2308,23,0.9981338752648871,0.04241054330185507,19.346,0.18682636584451714,15070281.678753857,15076673.067090936,MultiPolygon
Chavannes-sur-Moudon,1684894,5665,2222,22,0.9985412449922554,0.009420815196399661,5.335,0.14597510039817108,5148147.244696513,5147662.247258551,MultiPolygon
Oberdiessbach,3411235,619,246,2,0.9990336828391312,0.0180881998639352,31.134,0.09668717079202212,16464047.765450545,16467025.815316053,MultiPolygon
Rain,1682907,1037,313,3,0.998713555247965,0.013029867995719967,4.071,0.12871888897045144,9423561.666638993,9422333.788993334,MultiPolygon
Stadel,1682210,100,104,1,0.9988821167719488,0.018690341617136293,3.987,0.11184038824250768,12885646.164937468,12883237.793649666,MultiPolygon
Abtwil,1684253,4221,1908,19,0.9906290522161536,0.046746484017788026,14.87,0.9417262415329881,4136312.8844301132,4138246.465271559,MultiPolygon
Thayngen,1683713,2920,1402,14,0.9981681604001584,0.002445081939341787,22.155,0.18334965406371453,19924449.941625733,19923962.772498697,MultiPolygon
Serravalle,2569271,5050,2102,21,0.9960635413699858,0.045295857857049315,83.872,0.3943328478371397,96801021.42727794,96757174.57420807,MultiPolygon
Giornico,1684678,5073,2103,21,0.9913959968300979,0.17611255375415227,75.79,0.8633568430118272,25995542.59855818,25949761.18462561,MultiPolygon
Thal,1683948,3237,1722,17,0.9985811435173634,0.025268441922760745,19.415,0.14196843853693705,9685894.030494476,9683446.55598668,MultiPolygon
Ursenbach,1682701,344,244,2,0.9982075680644072,0.0016170319362110114,13.415,0.17940252775946527,9170471.193268493,9170322.903820597,MultiPolygon
Bofflens,1684857,5747,2224,22,0.997435195907522,0.009950574169650783,16.415,0.2567969655650396,4206756.872855468,4206338.276392697,MultiPolygon
Saint-Livres,1685137,5435,2227,22,0.9986765103719272,0.00821150560804559,5.48,0.1324420395613574,8123026.592561031,8123693.615345222,MultiPolygon
Lohn (SH),1683671,2917,1402,14,0.9940351344299305,0.15381512786340246,23.515,0.598730975176932,4866151.003478914,4873635.879866941,MultiPolygon
Auswil,1682368,322,244,2,0.997768071783899,0.01263971575324401,6.053,0.22342805382976777,4623881.439549923,4623296.994079197,MultiPolygon
Ursins,1685169,5932,2224,22,0.9964503843220436,0.13606857867933042,11.583,0.35535075151497375,3361419.447033096,3356845.6113680676,MultiPolygon
Hettlingen,1682137,221,110,1,0.9980433967686786,0.004349198159595316,5.078,0.19585618438139837,5899754.701893052,5900011.293915967,MultiPolygon
Neckertal,1683910,3396,1727,17,0.9995037403940906,0.0036132208514506733,3.728,0.04963917409734856,81840278.76077221,81843235.83078928,MultiPolygon
Trun,1684193,3987,1850,18,0.999568856400941,0.0012975631704981276,3.412,0.043123376371781166,51901749.25356365,51901075.79558049,MultiPolygon
Grosswangen,1682846,1086,314,3,0.9992973478298336,0.001398928951640495,3.193,0.07029040334904449,19704274.943276267,19704550.59208316,MultiPolygon
Härkingen,1683529,2402,1101,11,0.9986358119786053,0.04107553249859471,3.073,0.13653995259805374,5508063.051782785,5510325.518011663,MultiPolygon
Degersheim,1683872,3401,1728,17,0.9984734968583975,0.008586937130182883,4.737,0.15276035474743285,14477338.529598452,14476095.369640792,MultiPolygon
Klosters,5817235,3871,1849,18,0.9997478818223142,0.00436184581121713,8.685,0.025215546267864025,219803697.34176654,219813284.84013194,MultiPolygon
Trogen,1683949,3025,1502,15,0.9954743121436951,0.04436198314704013,26.85,0.45349458886324423,10028370.945964022,10023922.16173505,MultiPolygon
Lützelflüh,1682544,955,245,2,0.9985573391483997,0.0005872984074446456,6.899,0.14436979985315299,26868192.422289487,26868034.62582328,MultiPolygon
Grosshöchstetten,1682459,608,246,2,0.9988726615559367,0.014488761317370613,3.984,0.11278925336809516,6930518.730775049,6929514.584458091,MultiPolygon
Démoret,1684951,5912,2224,22,0.9985057274448157,0.02974706154207893,3.301,0.14951673978992536,4278079.943990108,4276807.34091635,MultiPolygon
Lutzenberg,1683903,3033,1503,15,0.9980012358817953,0.030213198659954407,17.585,0.20010658928432673,2248142.5164359664,2248821.752200616,MultiPolygon
Rorschacherberg,1683928,3216,1722,17,0.9978121964125047,0.0007656785743071594,12.13,0.21902078355467777,7100532.129920002,7100586.497173183,MultiPolygon
Sarmenstorf,1684413,4076,1903,19,0.9968904465965018,0.15090908160151206,10.674,0.3116745546100374,8296568.817767515,8309089.093574845,MultiPolygon
Premier,1685108,5759,2224,22,0.998063877972863,0.022178238895153454,4.378,0.19377832206403453,6120511.779440428,6119154.357716378,MultiPolygon
Isenthal,1683085,1211,,4,0.9995955962322928,0.00018292075242154864,6.425,0.04044859253925144,61670049.03382622,61670161.84114393,MultiPolygon
Kappel am Albis,1682151,6,101,1,0.9982650171013191,0.01373213421331094,7.001,0.1736370059770348,7914777.83167104,7913690.963756509,MultiPolygon
Grandson,1684995,5561,2224,22,0.9993761014588564,0.009780625538632313,3.742,0.0624062706458729,13793224.828992784,13791875.765322559,MultiPolygon
Vully-les-Lacs,1868690,5464,2222,22,0.999506395636218,0.006648409911680013,7.855,0.049374262896268145,34720432.38981899,34722740.74648737,MultiPolygon
Villigen,1684451,4121,1904,19,0.9958688828993701,0.041128959915350066,14.617,0.41405191280648257,11214075.890707897,11218688.123485863,MultiPolygon
Mellikon,1684360,4314,1911,19,0.9920200237756097,0.042544242008651784,18.344,0.8013648095224196,2701786.738671366,2702936.193360024,MultiPolygon
Vevey,1685178,5890,2230,22,0.999399563752256,0.007649632848232247,4.132,0.06005935912398578,8568652.88048636,8567997.410000963,MultiPolygon
Hünenberg,1683143,1703,,9,0.9987301187758434,0.009028800180793281,7.373,0.1270745399538353,18663642.307093117,18665327.410063483,MultiPolygon
Eichberg,1683876,3252,1723,17,0.9983969866572677,0.0033029379483029823,7.08,0.1604325693745553,5437179.666933125,5437359.253603661,MultiPolygon
Alpthal,1683054,1361,506,5,0.9993359914517724,0.003248369224747135,5.163,0.06642182868121069,22876760.879698057,22876017.75803802,MultiPolygon
Arth,1683058,1362,506,5,0.999594248882439,0.0035081916188830524,7.625,0.04058405699556644,48507494.9323589,48509196.668230645,MultiPolygon
Adligenswil,1682811,1051,312,3,0.9990536278932081,0.019834739265270407,3.494,0.09469140285255707,6989363.764936449,6990750.087015525,MultiPolygon
Zwingen,1683727,2793,1302,13,0.9988567989002511,0.023303784039335737,3.311,0.11437216471131022,4607294.643493554,4606220.969499778,MultiPolygon
Altikon,1682082,211,110,1,0.9988075480645302,0.023335427631204563,4.543,0.11930241155489517,7697242.407419468,7695446.2229878865,MultiPolygon
Stetten (AG),1684433,4041,1902,19,0.9946652158748552,0.009696551781311579,9.493,0.5348792807570695,4413021.569184593,4412593.6582630165,MultiPolygon
Diegten,1683640,2884,1305,13,0.9987180515626086,0.02199046091716707,3.417,0.1282629616723994,9638974.10709455,9636854.452260714,MultiPolygon
