name,relation,bfs_nummer,bezirksnummer,kantonsnummer,iou,area_diff_pct,hausdorff_distance,symmetric_diff_pct,swisstopo_area,osm_area,geom_type
L'Isle,1685009,5486,2227,22,0.9988373923739426,0.02733740680763796,32.302027576581345,0.11631248415774706,16222904.212987322,16218469.291666605,MultiPolygon
Wuppenau,1684572,4791,2015,20,0.998520990523069,0.0032622234500334843,4.711231446713054,0.1480128163018393,12119144.53982462,12119539.893399742,MultiPolygon
Wynigen,1682733,424,245,2,0.9987754271223629,0.042869031822771596,35.21554519325852,0.12255857684503879,28320191.915642146,28332332.507726733,MultiPolygon
Fisibach,1684308,4306,1911,19,0.994373703170164,0.06920478214841848,11.427022080387598,0.5644121414279087,5769405.692854636,5773398.397495635,MultiPolygon
Tentlingen,1683410,2307,1006,10,0.9981241787312837,0.021775633816384216,3.758070157701362,0.1877786700817604,3610249.0540108723,3611035.208624733,MultiPolygon
Unterengstringen,1682222,249,111,1,0.995458944227457,0.443510341649343,251.275102999993,0.4561482772365116,3336885.2089399262,3351684.639930542,MultiPolygon
Wiggiswil,1682722,553,246,2,0.9979163817409618,0.08986868215098621,4.868553253784573,0.20848540188527623,1441608.2568306713,1440312.7024884778,MultiPolygon
Crans-Montana,6820012,6253,2311,23,0.9992684649517419,0.014362258166239435,28.768736006416287,0.0731750166229164,59655520.011339195,59646952.131544754,MultiPolygon
Root,1682912,1065,312,3,0.9984711661069923,0.013571877124569974,3.755545965829682,0.1530107278671,9900112.997988045,9901456.629159326,MultiPolygon
Seon,1684425,4209,1907,19,0.9962618228732107,0.027908987127640214,35.116171585653056,0.3745699815161966,9620356.128180506,9623041.072133953,MultiPolygon
Kloten,1682154,62,103,1,0.9990051207546629,0.011909992035872353,4.05580242940205,0.09953151094905564,19173964.280319445,19171680.662700698,MultiPolygon
Lantsch/Lenz,1684100,3513,1841,18,0.9991352029916127,8.379967827413411e-05,3.744191841007251,0.0865171469584897,21808601.962434094,21808620.237972375,MultiPolygon
Brunegg,1684282,4193,1907,19,0.9997485350481422,0.002767699192360038,0.6014942829001313,0.025150005347926385,1554223.4815695633,1554266.4978003101,MultiPolygon
Sissach,1683708,2861,1304,13,0.9989182456562883,0.005475827398167553,4.125045011195017,0.10823693901074978,8896993.186806625,8897480.370797161,MultiPolygon
Ammerswil,1684254,4191,1907,19,0.9929061081971993,0.0379179322655571,15.728531871289404,0.7117793302036304,3186607.6698899195,3185399.3741520816,MultiPolygon
Le Noirmont,1685608,6754,2602,26,0.9949096709672901,0.00721126011219828,32.4741861162075,0.5103133809369698,20388273.9942776,20386803.742807485,MultiPolygon
Crassier,1684929,5714,2228,22,0.9963743218438004,0.1212403218247192,5.056659336605642,0.3634464747854864,2030300.128586476,2032761.670996382,MultiPolygon
La Baroche,1685604,6810,2603,26,0.9978993141849316,0.02088649470510079,28.548971904882976,0.21026749649886534,31071562.9339074,31065073.17356042,MultiPolygon
Meyrin,1685516,6630,,25,0.9989675742184042,0.055229557796779134,5.1029698830427295,0.1033244257699139,9937310.729679424,9942799.062452318,MultiPolygon
Veltheim (AG),1684450,4120,1904,19,0.9967619364353825,0.06236581447407413,11.395255610062573,0.3242303234244801,5238638.573873467,5235371.454259518,MultiPolygon
Suscévaz,1685158,5930,2224,22,0.999948460270178,0.001963058494425027,0.29857907044365917,0.005154156391843535,4156739.7678259467,4156821.36705905,MultiPolygon
Endingen,3411173,4305,1911,19,0.9961331310596192,0.07295870755288576,18.849111961575066,0.3875773102499031,11913840.932439508,11922533.116803722,MultiPolygon
Morschach,1683091,1366,506,5,0.9987101912250649,0.03614340565395346,15.82857032923238,0.12908743558790126,23502309.011295896,23510803.546179894,MultiPolygon
Gränichen,1684319,4006,1901,19,0.9982109326595501,0.03331323080171014,16.592820002704688,0.17909674191753222,17233142.83984613,17238883.756494757,MultiPolygon
Cheseaux-sur-Lausanne,1684899,5582,2225,22,0.9969991153346326,0.05707196333554612,14.336818438436763,0.3006251704584427,4584763.512573439,4587380.127124356,MultiPolygon
Mont-Tramelan,1682557,437,241,2,0.9968951775944149,0.04334904634243704,5.683522300042279,0.31089758590860134,4639706.079371432,4637694.811032932,MultiPolygon
Buckten,1683635,2843,1304,13,0.9984540290050801,0.025786874429505523,3.144530634627566,0.154736641551793,1997945.9773439628,1998461.1851643098,MultiPolygon
Nidau,1682573,743,242,2,0.9977496101886131,0.054503422444050126,6.912795748428688,0.22523108303264255,1521013.825836523,1520184.8212455949,MultiPolygon
Staffelbach,1684430,4284,1910,19,0.9944735543648331,0.03508464885581639,64.14660358630924,0.5542730902690434,8933086.366180446,8936220.508164007,MultiPolygon
Grenchen,1683510,2546,1107,11,0.9993505404388061,0.0036543112566876025,11.219126319979374,0.0649658658070191,26026670.216175076,26025719.120635625,MultiPolygon
Rüttenen,1683572,2555,1107,11,0.9989431505741714,0.007385411665046307,5.330589253954347,0.105744723341948,8765587.692268481,8766235.067004416,MultiPolygon
Magliaso,1684704,5193,2105,21,0.9980263116533367,0.06132804479101521,11.108170692874541,0.19762438035821525,1755649.058666061,1756725.7639071327,MultiPolygon
Eschenbach (SG),2743488,3342,1726,17,0.9993887849082242,0.00018397704539965123,3.752107239699058,0.061140250323980946,54891727.67884562,54891828.667024374,MultiPolygon
Winterthur,1682243,230,110,1,0.9997967462287477,0.004283243937838345,12.627095380825349,0.02032787827696852,68070608.48568803,68073524.11589944,MultiPolygon
Bercher,1684849,5512,2223,22,0.9973924965107676,0.038399828964771704,9.428334121481319,0.26104061723951844,4268816.601758026,4267177.383484131,MultiPolygon
Saint-Martin (FR),1683395,2335,1007,10,0.9986737339119819,0.004262475456306337,3.384295863023133,0.13271178778518905,9783759.605935514,9783342.575583607,MultiPolygon
Güttingen,1684525,4656,2013,20,0.9986778243455858,0.00142954263183641,3.774975493440696,0.13230408500804944,9546367.2070065,9546230.737617483,MultiPolygon
Benken (SG),1683864,3312,1726,17,0.9990563585492189,0.02424060499615016,3.6297245026847014,0.09442013167299339,16495443.313216446,16499441.908472367,MultiPolygon
Dully,1684950,5855,2228,22,0.998229460479604,0.046721190297072196,13.229163509162841,0.17725222893468962,5754563.734534591,5757252.33520777,MultiPolygon
Forel (Lavaux),1684977,5604,2226,22,0.9991983197264693,0.013264613132510561,9.968259269060889,0.08020549392351291,18508235.758285552,18510690.80415654,MultiPolygon
Liedertswil,1683668,2890,1305,13,0.9980241894869836,0.03378202547884187,10.622816671869305,0.19774302923909162,1944730.3270051198,1944073.3577105561,MultiPolygon
Terre di Pedemonte,2888313,5396,2104,21,0.9923177335315445,0.2209070139445029,62.11592487243842,0.7720406912758734,11591013.873943152,11616619.236577973,MultiPolygon
Laupen,1682527,667,246,2,0.9914811359748004,0.21753963373593058,118.93342097712153,0.8545999174865426,4138186.3209970095,4129184.1256310022,MultiPolygon
Echarlens,1683311,2131,1003,10,0.9955681956753156,0.0025827672450807297,86.83718986701062,0.44415892202464974,5195261.683478826,5195127.501961769,MultiPolygon
Bedano,1684622,5148,2105,21,0.9959534256880948,0.09683634857548876,15.087822218823392,0.4052815043125101,1872834.4345800583,1871020.8500987466,MultiPolygon
Erschwil,1683501,2615,1110,11,0.9987112975335873,0.023631588091351362,3.5530625232196122,0.12893810102263556,7429920.896554045,7428165.0882522585,MultiPolygon
Mézières (FR),1683372,2087,1002,10,0.9957331022489359,0.09347927706895848,25.19559937569888,0.42740218255357,8926625.004439065,8918280.459918259,MultiPolygon
Schaffhausen,1683703,2939,1403,14,0.9968615545713653,0.04012727402837346,28.337898066062056,0.31440087649020093,41845845.86024889,41862637.45748673,MultiPolygon
Quarten,1683920,3295,1725,17,0.9995266145066536,0.0009950201444380005,5.513390193118972,0.04734999224834648,73210401.47107047,73211129.92931293,MultiPolygon
Hergiswil (NW),1683080,1507,,7,0.9986088978631363,0.050369276804999016,47.30746769604935,0.13917198050176993,16993148.979022264,16984589.652775135,MultiPolygon
Frauenkappelen,1682444,663,246,2,0.999395076838739,0.013420744741709036,4.703897836073944,0.06050655777557535,9288071.166259628,9286824.637936976,MultiPolygon
Amden,1683858,3311,1726,17,0.99954152435719,0.00048023726872235747,3.7504048791812394,0.04585818680044329,47618317.26937102,47618545.950277284,MultiPolygon
Gansingen,1684314,4164,1906,19,0.9963332814877867,0.06013556380235435,10.79991961294942,0.3672348745851104,8772862.676094988,8767587.065663112,MultiPolygon
Orny,1685084,5493,2227,22,0.9981199475563985,0.01476398269761836,6.2502747985193245,0.18816824891726538,5549574.910338116,5548755.572058562,MultiPolygon
Künten,1684345,4031,1902,19,0.9958149797409138,0.03244395564047035,9.410193594363081,0.4193115502690333,4891175.1577484915,4889588.267050014,MultiPolygon
Leutwil,1684353,4138,1905,19,0.995827327594629,0.02680491087376342,17.01478738647615,0.418195661341116,3746032.1095764246,3747036.230144699,MultiPolygon
Walliswil bei Wangen,1682713,991,244,2,0.9983008646600092,0.038372548675079145,3.00075049821142,0.1700906375825929,3071812.6300695003,3072991.362866181,MultiPolygon
Baulmes,1684843,5745,2224,22,0.9969794174525721,0.07826895208195728,36.41848885737274,0.3023967530046774,22501924.998638745,22484312.977744043,MultiPolygon
Sion,1685377,6266,2312,23,0.9985681617896567,0.04978186497806334,39.52128764941526,0.14325073718582917,34863829.66818103,34846473.803569436,MultiPolygon
Langrickenbach,1684538,4681,2013,20,0.9982344983939466,0.011223900079674439,4.104667085213365,0.17669623143877178,10826300.991587393,10825085.858381772,MultiPolygon
Oensingen,1683565,2407,1101,11,0.9984834909332133,0.04129840990729928,40.158466034771195,0.1517973223929945,12105841.676709691,12110841.196828067,MultiPolygon
Titterten,1683716,2894,1305,13,0.9985962635787262,0.045103338452343655,9.659789176819261,0.14050391395753112,3711079.5228089946,3712753.343566403,MultiPolygon
Unterlunkhofen,1684448,4079,1903,19,0.9942389226958775,0.10016174046458343,10.49124247773306,0.5780613783206622,4487647.534165759,4492142.440041895,MultiPolygon
Rechthalten,1683385,2301,1006,10,0.9967901016651888,0.1447702296632571,60.71496052166251,0.3217385563688453,7305729.349988037,7316305.87114659,MultiPolygon
Aeschi (SO),1683474,2511,1106,11,0.9981737919138811,0.03250717903839617,6.348720965803489,0.18281742237596718,5476719.0615910385,5478499.38846182,MultiPolygon
Cortaillod,1685476,6408,,24,0.988287902707475,0.8495908912373406,107.81341163152416,1.1831133441382993,3697260.0312420833,3728671.615692875,MultiPolygon
Mumpf,1684369,4255,1909,19,0.9918668003905996,0.41628340730486424,52.78202638368436,0.8149411424077548,3136162.5138230193,3123107.189651859,MultiPolygon
Dietwil,1684292,4231,1908,19,0.9960200142000936,0.05409339569102551,11.839347326868781,0.39890003369900784,5491952.143803347,5494922.927207656,MultiPolygon
Flumenthal,1683505,2545,1107,11,0.9984778262807925,0.010208659577382338,3.273289242471748,0.15234108639642635,3105947.717275366,3106264.7929044743,MultiPolygon
Davos,1684068,3851,1849,18,0.9997281089309489,0.0006325988358751708,22.230333500068934,0.027192717634451226,284001810.4379151,284000013.8457684,MultiPolygon
Pieterlen,1682605,392,242,2,0.9989915902959742,0.017539876299513816,3.3171427336483403,0.100882992406175,8354631.304577433,8353165.912581329,MultiPolygon
Küttigen,1684346,4008,1901,19,0.9975451418166231,0.02342791332991954,14.402772275288942,0.2457587136298971,11894822.423323378,11892035.714635294,MultiPolygon
Mont-Vully,5817420,2284,1005,10,0.9994985124626286,0.004994719418915316,2.966090785565632,0.05016007866950397,24336941.49937409,24335725.937431052,MultiPolygon
Mammern,1684541,4826,2012,20,0.9978957199226081,0.010931434779876157,4.013045978155012,0.2106611541743925,5455630.215619006,5456226.594277858,MultiPolygon
Vufflens-le-Château,1685199,5653,2227,22,0.9933513466773588,0.019244336393939104,15.885188492401817,0.6670187460043682,2134530.101144495,2134119.324991401,MultiPolygon
Tolochenaz,1685164,5649,2227,22,0.9991783995446972,0.027690568445199532,7.740019766758981,0.08218243079971131,5600565.138752958,5599014.310429893,MultiPolygon
Avegno Gordevio,1684620,5324,2108,21,0.9934562964347726,0.16054909914972104,79.95702045514977,0.6559913702005462,27332305.65451448,27288423.88400931,MultiPolygon
Braunau,1684510,4723,2014,20,0.9984616534335453,0.00415989177209896,4.927997829801584,0.1539562753766785,9170493.235630974,9170874.718224544,MultiPolygon
Champéry,1685287,6151,2308,23,0.9979637409504751,0.11072561474028465,81.43505040016615,0.2039462817009468,38845518.49352269,38888530.43267369,MultiPolygon
Acquarossa,1684610,5048,2102,21,0.9920851723757219,0.21755276658086276,202.76901688397956,0.7937630650215397,61782519.66719171,61648110.086392365,MultiPolygon
Inwil,1682882,1033,313,3,0.9989448435594748,0.00717411162614241,3.2713498551961173,0.10556755428980397,10317105.416156316,10316365.255497174,MultiPolygon
Bernex,1685451,6607,,25,0.9983824316922184,0.0116417276874655,5.986743327517169,0.161878339769364,12954228.936182452,12952720.840125691,MultiPolygon
Commugny,1684914,5711,2228,22,0.9974536821424179,0.06003820609705558,14.600659156773842,0.2548798501371011,6528818.856711662,6524899.070990766,MultiPolygon
Wiesendangen,3411226,298,110,1,0.9991591216239731,0.02019806892518414,12.627095380825349,0.08411471066365776,19174516.670451887,19170643.78835872,MultiPolygon
Yvonand,1685207,5939,2224,22,0.9992244046145132,0.016408252984577005,12.894057330570242,0.07758326207603954,20826438.966450814,20823021.71165752,MultiPolygon
Benken (ZH),1682088,22,102,1,0.9976042701250588,0.050691882097724024,13.697831318004305,0.23992110259888924,5656994.136288582,5659861.773086425,MultiPolygon
Cornaux,1685474,6451,,24,0.9985136061930301,0.03695014111690466,3.8067217761507055,0.1487774128399771,4727198.484408529,4728945.190919394,MultiPolygon
Hirschthal,1684328,4007,1901,19,0.9959824690964506,0.014671085607721887,10.252887802995092,0.40259127256437627,3530060.2313570436,3530578.12951559,MultiPolygon
Essertines-sur-Yverdon,1684966,5520,2223,22,0.9977813983356386,0.024421022183791823,18.774210239719828,0.22207942907124933,9754557.249477975,9752175.08688815,MultiPolygon
Rottenschwil,1684407,4238,1908,19,0.9950136376489094,0.23264926496354374,10.49124247773306,0.49930104631094885,4493472.539747541,4483018.5089124795,MultiPolygon
Boussens,1684865,5473,2223,22,0.9979555226709101,0.04625305308312439,12.999685506729595,0.2046096111053978,3156144.8304574704,3154685.0171136586,MultiPolygon
Ramsen,1683692,2963,1405,14,0.9936847337197398,0.04991174421779896,38.96061038132913,0.6336851763167534,13495841.202717196,13502577.212458337,MultiPolygon
Rolle,1685122,5861,2228,22,0.9995985452747087,0.005931377140108539,3.532062047032414,0.04015234161308526,13508743.002922919,13507941.748428527,MultiPolygon
Mandach,1684358,4105,1904,19,0.9951190575354848,0.057547974196374106,12.811511110931752,0.48942912833490526,5540921.474211058,5544110.162271278,MultiPolygon
Altdorf (UR),1683055,1201,,4,0.9988557220359127,0.018181132061529822,3.5731895233421436,0.1144828944010321,10206103.64358301,10204248.058401234,MultiPolygon
Gampel-Bratsch,1685309,6118,2306,23,0.9979463785473393,0.008796153007657556,43.12118964642203,0.20558227133178078,23035414.308126554,23037440.538415045,MultiPolygon
Oulens-sous-Echallens,1685088,5529,2223,22,0.9983251818869202,0.024793666350816843,7.961470793375944,0.167642959481263,5867707.511827034,5869162.331649958,MultiPolygon
Kaisten,1684338,4169,1906,19,0.9966343190596382,0.1007615734990946,65.60898276981823,0.3369655877105993,18089728.939951472,18071501.444429856,MultiPolygon
Trub,1682691,908,245,2,0.9994887356215029,0.0011595612441408305,4.608495184113277,0.051139214257791284,61987137.27765892,61986418.49883869,MultiPolygon
Pohlern,1682607,936,247,2,0.9993956827364663,0.007176975034623777,12.713646463337383,0.06045216108055088,9866380.414899455,9867088.522558654,MultiPolygon
Hinwil,1682138,117,105,1,0.998595043383453,0.010948270133154376,35.57343153391927,0.14060212251817197,22281571.7403876,22284011.18705165,MultiPolygon
Blatten,1685279,6192,2309,23,0.9983242179237807,0.05317721009668294,53.93027582797829,0.16767414357658195,90511427.38150449,90463295.92960432,MultiPolygon
Ringgenberg (BE),1682621,590,250,2,0.9973329405852965,0.04820190943003886,29.7723982300996,0.2671264411932819,8880529.281675553,8884809.866356814,MultiPolygon
Dürnten,1682112,113,105,1,0.9984629136092702,0.028376545026745772,31.248136519285115,0.1538486870350902,10217914.261902956,10220813.75294428,MultiPolygon
Montilliez,1868687,5540,2223,22,0.998634127423032,0.01878588254892749,12.697586442341454,0.13669344016866164,11860795.61517334,11863023.770306975,MultiPolygon
Deitingen,1683493,2516,1106,11,0.998825726464215,0.02511776011040319,3.305718691786525,0.11748158377546665,7599334.767613554,7597425.984936639,MultiPolygon
Arlesheim,1683616,2763,1301,13,0.9986670553848003,0.009662089833252143,15.072754935612489,0.13338980164418404,6928282.71193,6928952.128829529,MultiPolygon
Eggerberg,1685295,6004,2301,23,0.9995303869723863,0.013963411249436291,2.9414108952188447,0.046975611640936665,6047180.026961103,6048024.419577261,MultiPolygon
Siglistorf,1684426,4319,1911,19,0.995734587762309,0.07358854964863355,11.217268375068137,0.4272955769104807,5513011.504311459,5508954.559103474,MultiPolygon
Bardonnex,1685449,6605,,25,0.9982752442735309,0.003945543977050443,3.516915346978206,0.1726278456293295,4997033.955873444,4997231.116045721,MultiPolygon
Bettlach,1683481,2543,1107,11,0.9993659560391841,0.031046588550078556,3.0944574957610365,0.06343434861565417,12192793.044167994,12196578.490457179,MultiPolygon
Boécourt,1685577,6702,2601,26,0.9979685925280443,0.05531160941683052,7.994738584863201,0.20340352512430715,12347074.202900022,12353903.568357537,MultiPolygon
Le Cerneux-Péquignot,1685503,6434,,24,0.9956428486150805,0.3373378687980434,23.53978933017224,0.4359299287572415,15696307.759187244,15643358.16911242,MultiPolygon
Port-Valais,1685352,6154,2308,23,0.9981338752648871,0.042410543301817996,19.345559331300414,0.18682636584451714,15070281.678753857,15076673.06709093,MultiPolygon
Chavannes-sur-Moudon,1684894,5665,2222,22,0.9985412449922554,0.009420815196381572,5.335295535331106,0.14597510039817108,5148147.244696513,5147662.247258552,MultiPolygon
Oberdiessbach,3411235,619,246,2,0.9990336828391312,0.018088199863923887,31.13410933508341,0.09668717079202212,16464047.765450545,16467025.815316051,MultiPolygon
Rain,1682907,1037,313,3,0.998713555247965,0.013029867995640902,4.071200883747815,0.12871888897045144,9423561.666638993,9422333.788993342,MultiPolygon
Stadel,1682210,100,104,1,0.9988821167719488,0.018690341617136293,3.9871257459535756,0.11184038824250768,12885646.164937468,12883237.793649666,MultiPolygon
Abtwil,1684253,4221,1908,19,0.9906290522161536,0.046746484017810536,14.869930685850553,0.9417262415329881,4136312.8844301132,4138246.46527156,MultiPolygon
Thayngen,1683713,2920,1402,14,0.9981681604001584,0.0024450819394913636,22.15485207316742,0.18334965406371453,19924449.941625733,19923962.772498667,MultiPolygon
Serravalle,2569271,5050,2102,21,0.9943352838423551,0.09653611119955852,267.9999520047562,0.5683548249791299,96801021.42727794,96894469.36896528,MultiPolygon
Giornico,1684678,5073,2103,21,0.991386737849937,0.1772278299148666,75.79027565780666,0.864285117270322,25995542.59855818,25949471.26253616,MultiPolygon
Thal,1683948,3237,1722,17,0.9985811435173634,0.025268441922337674,19.414626496065956,0.14196843853693705,9685894.030494476,9683446.555986721,MultiPolygon
Ursenbach,1682701,344,244,2,0.9982075680644072,0.001617031936007898,13.414934785724205,0.17940252775946527,9170471.193268493,9170322.903820615,MultiPolygon
Bofflens,1684857,5747,2224,22,0.997435195907522,0.009950574169650783,16.41451269429461,0.2567969655650396,4206756.872855468,4206338.276392697,MultiPolygon
Saint-Livres,1685137,5435,2227,22,0.9986765103719272,0.008211505607873613,5.480174355923236,0.1324420395613574,8123026.592561031,8123693.615345208,MultiPolygon
Lohn (SH),1683671,2917,1402,14,0.9940351344299305,0.15381512786345986,23.514654625408316,0.598730975176932,4866151.003478914,4873635.879866944,MultiPolygon
Auswil,1682368,322,244,2,0.997768071783899,0.012639715753304435,6.053041801245751,0.22342805382976777,4623881.439549923,4623296.994079194,MultiPolygon
Ursins,1685169,5932,2224,22,0.9964503843220436,0.13606857867934427,11.582820999719605,0.35535075151497375,3361419.447033096,3356845.611368067,MultiPolygon
Hettlingen,1682137,221,110,1,0.9980433967686786,0.004349198159705817,5.078484906253394,0.19585618438139837,5899754.701893052,5900011.293915974,MultiPolygon
Neckertal,1683910,3396,1727,17,0.9995037403940906,0.0036132208514324657,3.7281545041827737,0.04963917409734856,81840278.76077221,81843235.83078927,MultiPolygon
Trun,1684193,3987,1850,18,0.999568856400941,0.001297563170440707,3.41237897156535,0.043123376371781166,51901749.25356365,51901075.79558052,MultiPolygon
Grosswangen,1682846,1086,314,3,0.9992973478298336,0.001398928951564871,3.192922980435043,0.07029040334904449,19704274.943276267,19704550.592083145,MultiPolygon
Härkingen,1683529,2402,1101,11,0.9986358119786053,0.0410755324985778,3.07268045657065,0.13653995259805374,5508063.051782785,5510325.518011662,MultiPolygon
Degersheim,1683872,3401,1728,17,0.9984734968583975,0.008586937130182883,4.737035420059454,0.15276035474743285,14477338.529598452,14476095.369640792,MultiPolygon
Klosters,5817235,3871,1849,18,0.9997478818223142,0.0043618458111493365,8.68474700331142,0.025215546267864025,219803697.34176654,219813284.8401318,MultiPolygon
Trogen,1683949,3025,1502,15,0.9954743121436951,0.04436198314700298,26.84995278208329,0.45349458886324423,10028370.945964022,10023922.161735054,MultiPolygon
Lützelflüh,1682544,955,245,2,0.9985573391483997,0.0005872984074446456,6.898530840458782,0.14436979985315299,26868192.422289487,26868034.62582328,MultiPolygon
Grosshöchstetten,1682459,608,246,2,0.9988726615559367,0.014488761317276548,3.984083320339709,0.11278925336809516,6930518.730775049,6929514.584458098,MultiPolygon
Démoret,1684951,5912,2224,22,0.9985057274448157,0.029747061542035394,3.3005925755036256,0.14951673978992536,4278079.943990108,4276807.340916351,MultiPolygon
Lutzenberg,1683903,3033,1503,15,0.9980012358817953,0.030213198659954407,17.584565776866384,0.20010658928432673,2248142.5164359664,2248821.752200616,MultiPolygon
Rorschacherberg,1683928,3216,1722,17,0.9978121964125047,0.000765678574280927,12.130488314912014,0.21902078355467777,7100532.129920002,7100586.497173181,MultiPolygon
Sarmenstorf,1684413,4076,1903,19,0.9967070729070726,0.13324543564424393,10.673706534223346,0.33005551742305306,8296568.817767515,8307623.617032274,MultiPolygon
Premier,1685108,5759,2224,22,0.998063877972863,0.022178238895153454,4.377896552801811,0.19377832206403453,6120511.779440428,6119154.357716378,MultiPolygon
Isenthal,1683085,1211,,4,0.9995955962322928,0.0001829207524577927,6.425445707761008,0.04044859253925144,61670049.03382622,61670161.84114395,MultiPolygon
Kappel am Albis,1682151,6,101,1,0.9982650171013191,0.013732134213334475,7.001255742460925,0.1736370059770348,7914777.83167104,7913690.963756507,MultiPolygon
Grandson,1684995,5561,2224,22,0.9993761014588564,0.009780625538632313,3.742442484512268,0.0624062706458729,13793224.828992784,13791875.765322559,MultiPolygon
Vully-les-Lacs,1868690,5464,2222,22,0.999506395636218,0.0066484099117014705,7.855193127336214,0.049374262896268145,34720432.38981899,34722740.74648738,MultiPolygon
Villigen,1684451,4121,1904,19,0.9958688828993701,0.041128959915267015,14.617202396506375,0.41405191280648257,11214075.890707897,11218688.123485854,MultiPolygon
Mellikon,1684360,4314,1911,19,0.9920200237756097,0.042544242008634554,18.34351074896188,0.8013648095224196,2701786.738671366,2702936.1933600237,MultiPolygon
