name,bfs_nummer,relation,iou,area_diff_pct,hausdorff_distance,symmetric_diff_pct,swisstopo_area,osm_area,quality_category
Islisberg,4084,https://osm.org/relation/1684334,0.9951839502061661,0.11688032728176942,17.390769934824707,0.48248536541757603,1659884.644287944,1657944.5656832005,Excellent
Zielebach,556,https://osm.org/relation/1682736,0.9978231596139336,0.026114622720168117,2.969274723765751,0.21794968312545435,1915041.695956759,1915541.801870592,Excellent
Rheinfelden,4258,https://osm.org/relation/1684403,0.9862612743830668,0.20422425218483048,255.6927484632241,1.3847880637986345,16023835.720014082,16056560.278684607,Excellent
Eriz,924,https://osm.org/relation/1682430,0.9988334286033961,0.009943107543729379,18.077412886659456,0.11673102687111392,21775935.70559289,21778100.91029875,Excellent
Villars-Sainte-Croix,5651,https://osm.org/relation/1685185,0.9974960243882572,0.013551676166671491,4.2183472000350255,0.2507284366528225,1650994.8814850873,1651218.6189649545,Excellent
Avenches,5451,https://osm.org/relation/1868682,0.9951117533517232,0.003790397594857715,190.69183521766539,0.4900316267551037,21096184.93488514,21096984.56417152,Excellent
Rothenthurm,1370,https://osm.org/relation/1683098,0.9990846657305795,0.00024030400308479852,3.5321833400823706,0.09157544799428445,22747475.74453733,22747530.407632146,Excellent
Quinto,5079,https://osm.org/relation/1684746,0.9974011195822381,0.01253569576926736,103.26895463701041,0.2602425007326024,92027266.08504258,92038802.34314378,Excellent
Ried-Brig,6008,https://osm.org/relation/1685358,0.9953801000696949,0.17441035736755645,85.28186534486683,0.46265582563972824,47605571.42849185,47522542.38123655,Excellent
Buchs (AG),4003,https://osm.org/relation/1684283,0.9918078701940377,0.12451254544164424,22.69013309465387,0.8230944403123732,5321595.439143814,5328221.493083199,Excellent
Bulle,2125,https://osm.org/relation/1683280,0.9933478928503184,0.037144586856539485,171.93736149371216,0.6675545821583858,23856293.399600193,23865154.72122276,Excellent
Greppen,1056,https://osm.org/relation/1682840,0.9991149382037928,0.019793133103917594,3.410447704108608,0.08853660072913935,5247185.5799486935,5246146.997522645,Excellent
Bühl,734,https://osm.org/relation/1682405,0.9983043445845301,0.06213983668494731,2.82277855959335,0.16976215448066218,2969225.0182894445,2971070.089866618,Excellent
Ruswil,1098,https://osm.org/relation/1682914,0.9994914465259652,0.004581222235167134,3.6496978403822284,0.050867116829679614,45252554.77042832,45250481.6503272,Excellent
Gaiserwald,3442,https://osm.org/relation/1683882,0.9981298167198109,0.04072487634441912,31.91817593141671,0.1872314881096486,12632851.261824569,12637995.974879721,Excellent
Anniviers,6252,https://osm.org/relation/1685266,0.9992832754640202,0.007682710307763761,53.98173223561425,0.07169539332814963,243383343.74869046,243364645.3114529,Excellent
Corbières,2129,https://osm.org/relation/1683296,0.9986547174269995,0.03252639321034438,7.391270500003154,0.13464070078926407,10756874.366586152,10760373.189839771,Excellent
Porrentruy,6800,https://osm.org/relation/1685622,0.9983575965098557,0.013685276411116873,8.641344860281716,0.1643640867163347,14761515.834927788,14759495.680683307,Excellent
Trin,3734,https://osm.org/relation/1684192,0.9974965855196692,0.052209184703469504,99.29467082616092,0.25072062747216495,47168589.02925609,47193215.365024395,Excellent
Ueberstorf,2308,https://osm.org/relation/1683413,0.9993018997961614,0.0059665648355385886,12.241506244923016,0.06983647944423887,16109558.148182306,16110519.335413937,Excellent
Boncourt,6774,https://osm.org/relation/1685574,0.997745499655123,0.07661541773732464,12.258410447279967,0.22561799767164195,9020525.69429155,9013614.580848766,Excellent
Yens,5655,https://osm.org/relation/1685205,0.9983153671633949,0.02864223608945227,11.503272937826218,0.16858115651077338,9514784.127074447,9512058.880141368,Excellent
Beinwil am See,4131,https://osm.org/relation/1684264,0.9961150475552464,0.13961908510509866,19.172295341105226,0.389523090569831,5761875.385279692,5769920.062977515,Excellent
Bannwil,323,https://osm.org/relation/1682370,0.9981326188499927,0.04089061137826925,5.581598791495879,0.18695084842428505,4775692.068417484,4777644.878101803,Excellent
Muri (AG),4236,https://osm.org/relation/1684371,0.9968236579241334,0.0193573262790124,11.791981572239132,0.3181086758275717,12340102.297316544,12337713.583451688,Excellent
Schmerikon,3338,https://osm.org/relation/1683933,0.998639353880651,0.002064867025452159,5.805234385858409,0.13615583711393286,5976603.408165079,5976479.999252061,Excellent
Lauterbrunnen,584,https://osm.org/relation/1682529,0.9969000161118434,0.1304628795367443,341.291163202424,0.3102770994079511,164664507.0578296,164449681.00034696,Excellent
Bellikon,4022,https://osm.org/relation/1684265,0.9955802047737824,0.1638234830428405,27.204362246035377,0.4433212503187201,4941146.806792932,4949241.56559408,Excellent
Gams,3272,https://osm.org/relation/1683883,0.9991465895661902,0.019389528262680564,38.31856677797661,0.0853691972501269,22273478.73462271,22269160.012168378,Excellent
Siblingen,2953,https://osm.org/relation/1683707,0.9923758921224597,0.1421960922221515,24.521661393704058,0.7647841269239647,9420890.937743051,9407494.79897707,Excellent
Möriken-Wildegg,4203,https://osm.org/relation/1684375,0.9945512801017659,0.1747566487648444,11.266921626514401,0.5458830717863444,6608795.281116994,6597245.971959985,Excellent
La Sonnaz,2235,https://osm.org/relation/1683346,0.9990132372514468,0.00031974914977897517,3.1305259379770147,0.09872482608736222,6958392.0511176875,6958369.801718266,Excellent
Reigoldswil,2893,https://osm.org/relation/1683693,0.9989621050437469,0.02947914315283835,9.659789176819261,0.10382807881798477,9252347.02633139,9249619.5137065,Excellent
Morrens (VD),5527,https://osm.org/relation/1685065,0.9968128413274207,0.02023272792696069,9.998047968814362,0.3191922830275342,3667665.7411089796,3666923.6722783106,Excellent
Arni (AG),4061,https://osm.org/relation/1684256,0.9953815150345136,0.14020683633716083,17.390769934824707,0.46324200625212486,3372858.5296009425,3377587.507839424,Excellent
Thürnen,2864,https://osm.org/relation/1683715,0.9984276867621159,0.0014537768457066136,3.4037333036536674,0.1573561732819,2259984.6346205254,2260017.48975386,Excellent
Chexbres,5601,https://osm.org/relation/1684903,0.9966871363229532,0.035620191340180865,3.668597817483762,0.331895131787086,2145693.2438859604,2146457.543925006,Excellent
Fürstenau,3633,https://osm.org/relation/1684084,0.9968621773577373,0.0019279433573838446,6.494426430958177,0.3142723048310835,1317425.696081553,1317400.2968603568,Excellent
Savièse,6265,https://osm.org/relation/1685372,0.9954973416774654,0.005161917514443926,101.94726972065058,0.45127016876843845,70974731.06851983,70971067.41144598,Excellent
Agarn,6101,https://osm.org/relation/1685264,0.9976398148791922,0.018701068025030486,17.263605165476886,0.23631945990868827,7646450.274360548,7647880.242227856,Excellent
Unterschächen,1219,https://osm.org/relation/1683118,0.999509925584506,0.004658939709988331,13.396126189800077,0.04902059503252685,80276485.92446826,80280225.95754878,Excellent
Villars-Epeney,5935,https://osm.org/relation/1685183,0.9909209183834046,0.12883715117768788,11.145710105949146,0.9114609141691346,864476.4633209585,863362.6964730142,Excellent
Grône,6238,https://osm.org/relation/1685314,0.9979754202393785,0.06480000914624175,56.69101060029519,0.20272879276090106,20728138.14030394,20741569.975714702,Excellent
Hüniken,2524,https://osm.org/relation/1683530,0.9971244446292977,0.031077498415121696,3.17065846183671,0.287924826426935,1019192.2955164665,1018875.5560469803,Excellent
Sils im Engadin/Segl,3789,https://osm.org/relation/1684169,0.9990787189769581,0.015100642344764478,26.65364708656169,0.09216360062490934,63579600.38264229,63569999.45458428,Excellent
Meierskappel,1064,https://osm.org/relation/1682897,0.9979087663863128,0.050292731234694577,11.775781394376118,0.20939489511525278,9231841.600255985,9236484.545540014,Excellent
Sonceboz-Sombeval,444,https://osm.org/relation/1682667,0.9987284458849706,0.035766573842118184,6.115092371616065,0.12721355139323354,14966047.899646735,14960695.05707346,Excellent
Chêne-Bougeries,6612,https://osm.org/relation/1685465,0.9978301777695433,0.007511190940849508,3.4224765391300918,0.21722604296873954,4140265.4286260176,4140576.4118678197,Excellent
Vallon,2045,https://osm.org/relation/1683416,0.9988174841043616,0.00741454626212082,3.138731352416224,0.11832593462251768,3511348.24289178,3511608.5934316735,Excellent
Roches (BE),704,https://osm.org/relation/1682622,0.9989082223792095,0.02328515895724049,3.456915827091524,0.10925011160033439,9063930.047534978,9066040.59805432,Excellent
Bellevue,6606,https://osm.org/relation/1685450,0.9986455384569954,0.004538732400653183,5.5440107123344955,0.135541020619718,6346902.319654189,6347190.388566209,Excellent
Champoz,683,https://osm.org/relation/1682408,0.9988552198025402,0.017044999700529327,7.79419793566105,0.11453382138221965,7173739.093650385,7172516.329843355,Excellent
Bäretswil,111,https://osm.org/relation/1682099,0.9978231321275507,0.014285213130888099,39.066951056559745,0.21793954855672185,22191943.87097457,22195114.037454426,Excellent
Sullens,5501,https://osm.org/relation/1685157,0.9637052512376175,0.07670080787290776,221.92584413813927,3.697975337414474,3906544.6375676035,3909540.9888645336,Good
Chavornay,5749,https://osm.org/relation/1684895,0.9988624694044933,0.0005934441667124049,18.774210239719828,0.11381745744068013,19283184.08403829,19283069.649107188,Excellent
Chêne-Bourg,6613,https://osm.org/relation/1685466,0.9957924791674557,0.04843740217585739,3.5977087213507115,0.4215369954100604,1280732.5463030215,1280112.1927287716,Excellent
Bursinel,5852,https://osm.org/relation/1684872,0.9993626068548682,0.03665148522078708,7.475584687792262,0.06374795006370532,7707024.13784368,7704199.399030835,Excellent
Trient,6142,https://osm.org/relation/1685383,0.996531252606988,0.2833708921230459,65.14457713964505,0.34796971985205877,39555212.49450918,39667300.45303604,Excellent
Buchs (SG),3271,https://osm.org/relation/1683869,0.9986344755087478,0.014733366958477939,51.7030068127125,0.13663567942191313,15950064.465655755,15947714.484127916,Excellent
La Tour-de-Peilz,5889,https://osm.org/relation/1685014,0.9994526144995942,0.01324547937564011,13.236747715396326,0.05475716187043981,11327965.714926913,11329466.158289364,Excellent
Tübach,3218,https://osm.org/relation/1683950,0.9957502540617044,0.11872360880360254,22.25312236648542,0.42613234351476664,1989282.4062399876,1991644.1541019708,Excellent
Stalden (VS),6293,https://osm.org/relation/1685379,0.9900997806764541,0.7691198840608151,118.72117775924205,0.9987731969760435,10428263.055043878,10508468.899762388,Excellent
Thierachern,941,https://osm.org/relation/1682681,0.9989470260454583,0.019327722114062685,2.9867770946246477,0.10536304351857546,7525838.26694196,7527292.840048948,Excellent
Romont (BE),442,https://osm.org/relation/1682626,0.9980778024330071,0.031777231297362915,4.766533984972145,0.19243524703945714,7019095.6583739575,7021326.132636302,Excellent
Köniz,355,https://osm.org/relation/1682518,0.9994839812084599,0.0010543736637916078,16.811737835106037,0.0516154684679323,51012246.27366108,51012784.133351095,Excellent
Churwalden,3911,https://osm.org/relation/1684064,0.9994965304474416,0.003478652345334318,3.9674448472508104,0.05035875660814815,48529199.087655894,48527510.92553366,Excellent
Gilly,5857,https://osm.org/relation/1684984,0.9984161725513646,0.04928607260009132,17.24157405223813,0.15846920848733298,7760320.916470543,7756496.159069651,Excellent
Brusio,3551,https://osm.org/relation/1684052,0.9980500907208685,0.04880518896835563,36.80896207450498,0.1952288500317767,46297904.49343398,46320500.27321039,Excellent
Krattigen,566,https://osm.org/relation/1682515,0.9654158284375163,3.495504860485072,161.80798051108525,3.580780896571964,5998282.430243764,6207952.684138557,Good
Thusis,3668,https://osm.org/relation/1684187,0.4056243698328396,59.36914230693898,4968.858572541023,59.466495072365554,16771835.898149313,6814540.776290771,Poor
Riva San Vitale,5263,https://osm.org/relation/1684747,0.9827265711630316,1.3709141684618118,95.73992507653014,1.7304480753745994,7707707.333586938,7602041.281687224,Excellent
Lüscherz,497,https://osm.org/relation/1682542,0.9954194955303118,0.2452493978054143,52.81629065264233,0.45966487846531695,5420783.20931284,5434077.647490017,Excellent
Rebstein,3255,https://osm.org/relation/1683922,0.9987819013454514,0.01154696325632811,3.3407066513127335,0.12189113583939853,4393678.198683022,4394185.535090225,Excellent
Hausen (AG),4100,https://osm.org/relation/1684323,0.9923692365560264,0.06253670709732781,8.88275242990235,0.7662384379373378,3203685.900054014,3205689.379721649,Excellent
Delémont,6711,https://osm.org/relation/1685596,0.9732798120964091,0.10091728916728654,347.2616829900146,2.7095671261982486,21966649.183949593,21988817.330826923,Good
Pfäffikon,177,https://osm.org/relation/1682189,0.9910900825227109,0.1858015570117331,230.4585269175821,0.8958102838508928,19524572.1668573,19560849.1259432,Excellent
Rubigen,623,https://osm.org/relation/1682627,0.9967980819677973,0.01346435648467043,59.956788512802916,0.320726829612793,6918544.063585497,6919475.601021768,Excellent
Marchissy,5430,https://osm.org/relation/1685041,0.9977892973102331,0.030890497286635933,43.94509213651827,0.22134908233511136,11979299.115671225,11982999.58073951,Excellent
Disentis/Mustér,3982,https://osm.org/relation/1684070,0.9994880283944638,0.00903613167698083,33.6141661166584,0.05120795594181541,90986027.60130213,90977805.98404042,Excellent
Oberkirch,1095,https://osm.org/relation/1682903,0.9989501743959134,0.0003395992070702117,4.174699215377337,0.10503751768649451,10954968.161987534,10954930.95900252,Excellent
Birrhard,4093,https://osm.org/relation/1684274,0.9922278715853948,0.13225291902664013,12.282770962278548,0.779728974986605,2995890.449721054,2991928.2971504577,Excellent
Gletterens,2022,https://osm.org/relation/1683325,0.9986814819119902,0.09477743586759106,32.75464951312122,0.13200131474375645,7108709.872270387,7115447.325210591,Excellent
Kleinlützel,2619,https://osm.org/relation/1683535,0.9981881080030033,0.002535302109575493,24.016575784943367,0.18135119724434795,16319252.515343552,16318838.772990264,Excellent
Crans (VD),5713,https://osm.org/relation/1684928,0.9980290268486229,0.03753348697309407,20.7595009048126,0.19732876873786365,8854737.908905447,8858061.400804987,Excellent
Rorbas,68,https://osm.org/relation/1682197,0.9977734147824224,0.0014925730610046678,11.565885900709086,0.22290501859675727,4436142.339961614,4436076.1272961,Excellent
Reiden,1140,https://osm.org/relation/1682908,0.9989961559020406,0.020304383161496783,14.970119492410856,0.10044501658209755,27032863.87309136,27038352.729351677,Excellent
Coinsins,5710,https://osm.org/relation/1684910,0.9950455879493468,0.06917278130463593,59.09942101463206,0.4964997820863425,2908159.2727271444,2906147.6180734304,Excellent
Martigny,6136,https://osm.org/relation/1685332,0.9991338518772493,0.008436366211422564,3.731004991184769,0.08665599430978124,32590138.37535182,32592887.798773974,Excellent
Oberriet (SG),3254,https://osm.org/relation/1683917,0.9992603088235941,0.018476997824973484,3.468173698262033,0.07400332107858662,34602089.992227174,34608483.41964243,Excellent
Kemmental,4666,https://osm.org/relation/1684534,0.9990673454010044,0.005243640439456405,7.196501728560941,0.0933114188141023,25041205.731861826,25042518.80265211,Excellent
Lauerz,1365,https://osm.org/relation/1683089,0.9990677519847359,0.011738070608304894,3.635613380583515,0.09326280216097978,9186163.21416215,9185084.935837878,Excellent
Froideville,5523,https://osm.org/relation/1684980,0.9988135964572313,0.02614576867873061,4.501833587659848,0.1187262926402054,7084096.0085035805,7085948.199858943,Excellent
Mauborget,5562,https://osm.org/relation/1685045,0.9934936887928892,0.25383215299214157,16.884028785906445,0.6519261825340071,5517706.348137497,5503700.6353182355,Excellent
Binn,6054,https://osm.org/relation/1685275,0.9965342380755933,0.06556458129065404,124.9197925448297,0.34706399741997135,65083758.7312062,65041086.837305866,Excellent
Courtételle,6710,https://osm.org/relation/1685594,0.9653023848148243,0.05829192288680588,303.7268309952546,3.5320496638983436,13556410.346349021,13564312.638614334,Good
Schnottwil,2461,https://osm.org/relation/1683573,0.9990072482115382,0.005192287000259985,3.211709013782524,0.09932190251815205,7165408.512719187,7165036.4641444655,Excellent
Oberwil-Lieli,4074,https://osm.org/relation/1684393,0.9969638412301521,0.008055154531745693,10.45957095816783,0.30408973771083975,5349508.619735047,5349939.530921056,Excellent
Ronco sopra Ascona,5125,https://osm.org/relation/1684748,0.9967627711487145,0.12323237078496303,42.959291368636144,0.3240479280864884,8908459.040228743,8897480.934953062,Excellent
Lengwil,4683,https://osm.org/relation/1684539,0.9982882602364435,0.0014702034580724454,9.29577760597176,0.17132186388184945,8886320.543837564,8886451.190829495,Excellent
Steg-Hohtenn,6204,https://osm.org/relation/1685381,0.9977729760797497,0.017657514151229996,37.16361852594613,0.22297033401199123,14026259.289437132,14028735.978156053,Excellent
Lax,6061,https://osm.org/relation/1685325,0.9888684913794508,0.008767163848282524,85.20975870616915,1.1193319930399188,5419314.84034337,5418839.720131863,Excellent
Wohlenschwil,4046,https://osm.org/relation/1684466,0.9951299823611114,0.004854389599723092,12.282770962278548,0.48820236142608825,4389722.748967946,4389935.843212528,Excellent
Häggenschwil,3201,https://osm.org/relation/1683897,0.9781048667474178,1.9900766323373615,955.4158992887186,2.191720838641774,9071366.221907575,8890839.082491647,Good
Eggersriet,3212,https://osm.org/relation/1683875,0.9980437788214008,0.00040900881964310814,9.65750328119943,0.19581324481238582,8902692.290038513,8902655.877241861,Excellent
Belprahon,681,https://osm.org/relation/1682376,0.9979051604852021,0.007072325327595798,11.391692531630271,0.20969618371233997,3814942.8227929673,3814673.0176254776,Excellent
Icogne,6239,https://osm.org/relation/1685317,0.9977963283697314,0.10311968934682922,48.55498044784568,0.2207239855862871,24825406.713381153,24851006.595663078,Excellent
Weiach,102,https://osm.org/relation/1682233,0.9984805208260691,0.05292138016105717,16.29781777337052,0.1521036830497929,9578078.951892097,9583147.803466354,Excellent
Landiswil,613,https://osm.org/relation/1682523,0.9986124881246397,0.015402073810760936,29.45968842953366,0.13883682112512352,10257703.014926484,10256123.115936836,Excellent
Heimiswil,407,https://osm.org/relation/1682474,0.9485744956674955,5.058759249405978,2143.764542788712,5.144761795401447,23360452.549121127,22178703.495089367,Fair
Lonay,5638,https://osm.org/relation/1685031,0.9981520932588221,0.03079166420745759,5.800005776333023,0.18493309361103838,3715953.263409971,3714809.0595589955,Excellent
Gsteigwiler,577,https://osm.org/relation/1682461,0.9944821145579265,0.00926995610065679,46.403469322586545,0.5532894628655567,7018305.89578204,7017655.301906492,Excellent
Yverdon-les-Bains,5938,https://osm.org/relation/1868691,0.9983023334539013,0.017285506442036917,17.77514612723514,0.16989619564072275,15025613.192536034,15023015.939199682,Excellent
Courchapoix,6706,https://osm.org/relation/1685587,0.9444483268380032,0.022469258166786254,398.97391202893266,5.7145169063735075,6391615.594635494,6393051.743244481,Fair
Kirchdorf (BE),872,https://osm.org/relation/1682510,0.9991776305798272,0.0025801013784059533,5.53017538267448,0.08226970916561695,14620838.397907412,14620461.165454373,Excellent
Ballaigues,5744,https://osm.org/relation/1684840,0.9959414153993291,0.050602590332465405,18.133552691795135,0.4065808439963391,9058963.690845443,9054379.620560598,Excellent
Wauwil,1146,https://osm.org/relation/1682928,0.9983468982481363,0.03877270046876656,3.0660678380373474,0.1654148513670344,2964521.510556394,2963372.0855107736,Excellent
Obergoms,6076,https://osm.org/relation/1685350,0.9969315557159403,0.008613019962112688,190.011908544048,0.3073026847031857,155980791.9318194,155967357.27507326,Excellent
Ried bei Kerzers,2276,https://osm.org/relation/1683388,0.9973864697500731,0.1015016000522384,12.592956003576758,0.2618278111964012,7551084.471453713,7558748.943013535,Excellent
Teufenthal (AG),4145,https://osm.org/relation/1684437,0.9935614329106509,0.11708997570582119,14.713863504041802,0.6455579973407941,3573254.2377199912,3569070.3152011377,Excellent
Leuk,6110,https://osm.org/relation/1685328,0.9797688117466866,1.5577267561673829,545.6745659588786,2.059711361104111,54299309.23727688,55145144.10568001,Good
Oberuzwil,3407,https://osm.org/relation/1683918,0.9979260147044071,0.05315727282414668,78.7712787025797,0.20766900449114464,14076122.120960878,14083604.603599777,Excellent
Eiken,4161,https://osm.org/relation/1684301,0.9958251016075219,0.001096011637962563,17.978679919006236,0.4183654437255817,7083983.782956335,7084061.424243027,Excellent
Crémines,691,https://osm.org/relation/1682417,0.9980733448994711,0.0007836009096416525,10.005590564259236,0.19285053342031505,9478824.153293584,9478749.877141295,Excellent
Stabio,5266,https://osm.org/relation/1684761,0.9909965082230899,0.04116704523142168,22.479707741262732,0.9046068112608564,6149303.148980347,6151834.635389105,Excellent
Hittnau,173,https://osm.org/relation/1682140,0.9958721675753679,0.09687027001648692,44.61485459356163,0.4138373000967099,12955438.002792023,12967987.970567146,Excellent
Chevilly,5476,https://osm.org/relation/1684901,0.9971294380380662,0.06750392904502264,18.332631998873122,0.2875658210527222,3885345.3796734805,3887968.1404617294,Excellent
Feuerthalen,27,https://osm.org/relation/1682121,0.9972926970850132,0.05056013756251163,6.860166929263478,0.27116579627791554,2481590.613624491,2482845.3092524777,Excellent
Rheineck,3235,https://osm.org/relation/1683925,0.9962700099880828,0.02350737721487334,8.385871844510753,0.3736520192003431,2205210.0190489436,2204691.6320113856,Excellent
Lovatens,5674,https://osm.org/relation/1685033,0.9973727071868098,0.03724131144066227,3.21696185782501,0.2631238549404507,3468624.099815278,3469915.860918996,Excellent
Knonau,7,https://osm.org/relation/1682155,0.9983017560356742,0.028090738906942306,3.612727927594781,0.1699925933443007,6466002.9202264305,6467819.268224467,Excellent
Niederried bei Interlaken,588,https://osm.org/relation/1682577,0.9362736224366345,5.514234971284844,118.23948374907032,6.763856916020767,4149427.2969450364,4378236.468061219,Fair
Chardonne,5882,https://osm.org/relation/1684888,0.9980571045810577,0.015827998329510495,18.748888693686343,0.1944938585802971,15363830.560930718,15366262.34777525,Excellent
Wald (ZH),120,https://osm.org/relation/1682228,0.998994365544716,0.014131524691800512,7.665647712064001,0.10060692685041597,25264900.59716452,25261330.281498272,Excellent
Dierikon,1053,https://osm.org/relation/1682823,0.9981342216632905,0.005337966369848277,3.236647801083861,0.18674706825710535,2775304.908105083,2775156.7632624274,Excellent
Merishausen,2936,https://osm.org/relation/1683676,0.996145635212967,0.03590616524417859,23.36114783929977,0.3861113880427349,17565698.768080562,17559391.5992546,Excellent
Willisau,1151,https://osm.org/relation/1682932,0.9992157127670156,1.23622350321715e-05,3.546130849058396,0.07845948583744283,47218952.52944058,47218946.69212269,Excellent
Schongau,1041,https://osm.org/relation/1682918,0.9989898659797426,0.013471317351473232,5.685348240824128,0.10105763898719321,12429135.544928897,12427461.176635595,Excellent
Lostorf,2493,https://osm.org/relation/1683543,0.9991474237924272,0.012808885929406995,4.006051982454642,0.0852885179624317,13247021.521782449,13245324.72590668,Excellent
Wyssachen,960,https://osm.org/relation/1682734,0.9979505485356069,0.07801585986777053,62.85207943873062,0.20523540129525464,11692008.9289856,11701130.550287364,Excellent
Hellikon,4251,https://osm.org/relation/1684324,0.9967777359436338,0.006863302790819854,16.403011181703825,0.3227353171557044,7044085.1517391,7043601.694846293,Excellent
Daillens,5480,https://osm.org/relation/1684940,0.9979277046973084,0.018645380549641224,4.4598090455153185,0.20742513396722786,5520686.9038859885,5519657.550803805,Excellent
Sauge,449,https://osm.org/relation/3411230,0.9986761023693828,0.0014718384912342831,10.801488567370617,0.1324764814300218,13457899.012856063,13457700.93431828,Excellent
Corsier (GE),6619,https://osm.org/relation/1685475,0.9987604657775377,0.0015043134184684662,3.6092292829287373,0.12403122504424688,4292730.659268474,4292795.2353918,Excellent
Aeschi bei Spiez,562,https://osm.org/relation/1682360,0.9989716236908041,0.018932721437455554,27.339591128323566,0.10288079602524228,30996956.653381694,30991088.08592442,Excellent
Schupfart,4259,https://osm.org/relation/1684421,0.980671139409809,0.10865549640863685,202.8795435140504,1.9506882562275702,7046625.399849093,7038968.854040829,Excellent
Ettiswil,1128,https://osm.org/relation/1682834,0.9990384222557622,0.003283284690420326,3.37775644289152,0.09620244892381848,12582490.724018307,12582077.605026692,Excellent
Samnaun,3752,https://osm.org/relation/1684151,0.999527367745283,0.001045986832459358,5.63821762607459,0.04727414993217476,56285712.784771755,56285124.04362747,Excellent
Mägenwil,4032,https://osm.org/relation/1684372,0.995362291584238,0.19845900676242248,9.093967218731564,0.4653100251889803,3477907.876558028,3484810.0979859573,Excellent
Ennetbaden,4026,https://osm.org/relation/1684304,0.9936537496708631,0.03385997839199117,7.850596221756602,0.6367529717414633,2108803.9234629753,2109517.9640157893,Excellent
Bière,5425,https://osm.org/relation/1684855,0.9993158304664668,0.006240088910362912,3.5501847340063226,0.0684382303899143,25055410.606563766,25053847.12666506,Excellent
Zell (LU),1150,https://osm.org/relation/1682934,0.9990660889214197,0.01587928879907603,3.546130849058396,0.09342731934041484,13906069.440795919,13903861.255868815,Excellent
Egolzwil,1127,https://osm.org/relation/1682827,0.9982274549004791,0.0060563379731791035,3.2544707048371877,0.17740637278441737,4180489.119012918,4180235.9344629385,Excellent
Santa Maria in Calanca,3810,https://osm.org/relation/1684153,0.9987053509223062,0.007417461202756788,3.2339772584303814,0.12955357248072233,9312894.53156545,9313585.311904183,Excellent
Vals,3603,https://osm.org/relation/1684202,0.9996679465333903,0.0027303248938176936,4.3365868569162975,0.033211313933977894,175560027.3606491,175564820.71977973,Excellent
Nottwil,1094,https://osm.org/relation/1682902,0.9992779246479622,0.0032569834675426268,3.6414345847523224,0.07223479057842913,14834107.392368427,14834590.536793754,Excellent
Egg,192,https://osm.org/relation/1682113,0.9985068532733645,0.006182474463325555,24.301955885516616,0.1494216111874139,14528066.940606097,14527168.746577479,Excellent
Urtenen-Schönbühl,551,https://osm.org/relation/1682702,0.9988529182327853,0.009275362453212215,6.6963519717142175,0.11476868145291383,7189469.754698523,7188802.905320311,Excellent
Bleienbach,324,https://osm.org/relation/1682383,0.9979852861262626,0.004932622389714061,3.6348382574884157,0.2016695717044091,5694234.462615481,5693953.587531455,Excellent
Prez,2237,https://osm.org/relation/10523738,0.9945497553468536,0.0482077919163707,27.53372328380359,0.5463820511108755,16045806.658886079,16038071.32980066,Excellent
Hochwald,2475,https://osm.org/relation/1683523,0.9990954789963792,0.0075714340900951875,11.78009501303796,0.09048960097389928,8348650.710983976,8348018.598397981,Excellent
Grellingen,2786,https://osm.org/relation/1683651,0.9982104379166341,0.027042987593538268,3.407297034590602,0.17914069758920553,3293820.03826008,3294710.78560438,Excellent
Denges,5632,https://osm.org/relation/1684943,0.9927130782901188,0.21416835007968732,43.510019553722856,0.7305736735694971,1657578.4254900555,1654028.4171249066,Excellent
Amlikon-Bissegg,4881,https://osm.org/relation/1684498,0.9986147260335871,0.033352967750674714,5.0622554229788745,0.1386002948323097,14457449.303323828,14452627.31492012,Excellent
Amriswil,4461,https://osm.org/relation/1684499,0.998636405728271,0.03718395410924811,40.61793870390575,0.13642709085923274,19021204.78193663,19014131.94587949,Excellent
Bünzen,4229,https://osm.org/relation/1684289,0.989679270808156,0.070478018908369,52.95860951873212,1.0370608389478846,5774901.2727388935,5770831.236727953,Excellent
Vendlincourt,6806,https://osm.org/relation/1685634,0.9956602706263207,0.2892171622158987,13.420400125307129,0.4355455744366553,9151025.123749489,9177491.458926061,Excellent
Echandens,5633,https://osm.org/relation/1684953,0.9976898634790063,0.025227490467626713,8.383635714510296,0.23125162403689628,3880892.0419884827,3879912.990318531,Excellent
Fideris,3861,https://osm.org/relation/1684077,0.9993312719532199,8.368498238262496e-05,3.6377915625874517,0.06689514402620646,25355436.74380453,25355415.525111757,Excellent
Attinghausen,1203,https://osm.org/relation/1683059,0.9993405561017563,0.00014368933074307636,3.6394928045457116,0.06596618770199585,46890505.41335398,46890572.79000739,Excellent
Renan (BE),441,https://osm.org/relation/1682618,0.9985576666133086,0.03700026942882917,4.683068794168906,0.14431072739726936,12632930.34845907,12628256.130193384,Excellent
Emmetten,1504,https://osm.org/relation/1683066,0.9950356221385966,0.44735078059034733,54.47744035768112,0.4965599325525731,28618876.520715006,28490849.7532034,Excellent
Münchwilen (TG),4746,https://osm.org/relation/1684545,0.9980979845959699,0.02106880995761876,4.708149223496385,0.19036254004431297,7814575.463560956,7812929.025507543,Excellent
Genève,6621,https://osm.org/relation/1685488,0.9990406463931473,0.02859330810115061,7.328197778713285,0.09596767860789705,18296128.080926716,18290896.612653956,Excellent
Männedorf,155,https://osm.org/relation/1682167,0.5877988173545962,69.94438210693373,1460.3561885843224,70.07902533795107,4766946.317536449,8101157.464706549,Poor
