name,relation,bfs_nummer,bezirksnummer,kantonsnummer,iou,area_diff_pct,hausdorff_distance,symmetric_diff_pct,swisstopo_area,osm_area,geom_type
Donneloye,,5913,2224,22,,,,,,,
Scuol,,3762,1843,18,,,,,,,
Madulain,,3783,1846,18,,,,,,,
Cudrefin,,5456,2222,22,,,,,,,
Orbe,,5757,2224,22,,,,,,,
Puidoux,,5607,2226,22,,,,,,,
Cossonay,,5477,2227,22,,,,,,,
Bretzwil,,2883,1305,13,,,,,,,
Le Pâquier (FR),,2145,1003,10,,,,,,,
Marly,,2206,1004,10,,,,,,,
Hüttwilen,,4821,2012,20,,,,,,,
Luterbach,,2527,1106,11,,,,,,,
Plasselb,,2300,1006,10,,,,,,,
Grancy,,5485,2227,22,,,,,,,
Rüschegg,,853,246,2,,,,,,,
Staldenried,,6294,2313,23,,,,,,,
Collonge-Bellerive,,6616,,25,,,,,,,
Lengnau (AG),,4312,1911,19,,,,,,,
Payerne,,5822,2222,22,,,,,,,
Göschenen,,1208,,4,,,,,,,
Aesch (LU),,1021,313,3,,,,,,,
Wahlen,,2792,1302,13,,,,,,,
Cartigny,,6609,,25,,,,,,,
Lachen,,1344,505,5,,,,,,,
Neuenkirch,,1093,314,3,,,,,,,
Oberhallau,,2972,1406,14,,,,,,,
Grüsch,,3961,1849,18,,,,,,,
Einsiedeln,,1301,501,5,,,,,,,
Dornach,,2473,1104,11,,,,,,,
Tresa,,5239,2105,21,,,,,,,
Derendingen,,2517,1106,11,,,,,,,
Weesen,,3316,1726,17,,,,,,,
Fischbach-Göslikon,,4067,1903,19,,,,,,,
Morges,,5642,2227,22,,,,,,,
Busswil bei Melchnau,,325,244,2,,,,,,,
Sirnach,,4761,2014,20,,,,,,,
Boswil,,4228,1908,19,,,,,,,
Brione sopra Minusio,,5096,2104,21,,,,,,,
Feldbrunnen-St. Niklaus,,2544,1107,11,,,,,,,
Stans,,1509,,7,,,,,,,
Mettmenstetten,,9,101,1,,,,,,,
Orselina,,5121,2104,21,,,,,,,
Niederbipp,,981,244,2,,,,,,,
Lyssach,,415,245,2,,,,,,,
Dörflingen,,2915,1402,14,,,,,,,
Rüeggisberg,,880,246,2,,,,,,,
Escholzmatt-Marbach,,1010,316,3,,,,,,,
Russin,,6637,,25,,,,,,,
Tafers,,2306,1006,10,,,,,,,
Kaiseraugst,,4252,1909,19,,,,,,,
Lufingen,,63,103,1,,,,,,,
Cugy (FR),,2011,1001,10,,,,,,,
Buttwil,,4230,1908,19,,,,,,,
Mettauertal,,4184,1906,19,,,,,,,
Ropraz,,5798,2222,22,,,,,,,
Lyss,,306,243,2,,,,,,,
Flawil,,3402,1728,17,,,,,,,
La Brillaz,,2234,1004,10,,,,,,,
Hospental,,1210,,4,,,,,,,
Chamblon,,5904,2224,22,,,,,,,
Curtilles,,5669,2222,22,,,,,,,
Stammheim,,292,102,1,,,,,,,
Zufikon,,4083,1903,19,,,,,,,
Oberrieden,,137,106,1,,,,,,,
Schönenbuch,,2774,1301,13,,,,,,,
Auenstein,,4091,1904,19,,,,,,,
Willadingen,,423,245,2,,,,,,,
Beatenberg,,571,250,2,,,,,,,
Fribourg,,2196,1004,10,,,,,,,
Eppenberg-Wöschnau,,2574,1108,11,,,,,,,
Crésuz,,2130,1003,10,,,,,,,
Attiswil,,971,244,2,,,,,,,
Remaufens,,2333,1007,10,,,,,,,
Préverenges,,5643,2227,22,,,,,,,
Fischenthal,,114,105,1,,,,,,,
Ligerz,,740,242,2,,,,,,,
La Verrerie,,2338,1007,10,,,,,,,
Les Genevez (JU),,6748,2602,26,,,,,,,
Alto Malcantone,,5237,2105,21,,,,,,,
Ergisch,,6104,2306,23,,,,,,,
Aedermannsdorf,,2421,1102,11,,,,,,,
Arbon,,4401,2011,20,,,,,,,
Châtel-sur-Montsalvens,,2128,1003,10,,,,,,,
Oberbipp,,983,244,2,,,,,,,
Evolène,,6083,2305,23,,,,,,,
Homburg,,4816,2012,20,,,,,,,
Oberburg,,418,245,2,,,,,,,
Eggiwil,,901,245,2,,,,,,,
Lindau,,176,108,1,,,,,,,
Oeschgen,,4175,1906,19,,,,,,,
Kaltbrunn,,3313,1726,17,,,,,,,
Breggia,,5269,2106,21,,,,,,,
Bister,,6172,2309,23,,,,,,,
Bettwil,,4227,1908,19,,,,,,,
Schwarzenburg,,855,246,2,,,,,,,
Hasliberg,,783,250,2,,,,,,,
Wiedlisbach,,995,244,2,,,,,,,
Rüfenach,,4112,1904,19,,,,,,,
Roggwil (BE),,337,244,2,,,,,,,
Rudolfstetten-Friedlisberg,,4075,1903,19,,,,,,,
Matran,,2208,1004,10,,,,,,,
Horriwil,,2523,1106,11,,,,,,,
Soral,,6639,,25,,,,,,,
Bolken,,2514,1106,11,,,,,,,
Bremgarten bei Bern,,353,246,2,,,,,,,
Conters im Prättigau,,3881,1849,18,,,,,,,
Gampelen,,495,243,2,,,,,,,
Steinhausen,,1708,,9,,,,,,,
Erlinsbach (AG),,4005,1901,19,,,,,,,
Wolfenschiessen,,1511,,7,,,,,,,
Oberdorf (SO),,2553,1107,11,,,,,,,
Oberwil (BL),,2771,1301,13,,,,,,,
Trasadingen,,2973,1406,14,,,,,,,
Ferrera,,3713,1851,18,,,,,,,
Silvaplana,,3790,1846,18,,,,,,,
Niederbüren,,3422,1728,17,,,,,,,
Campo (Vallemaggia),,5307,2108,21,,,,,,,
Dallenwil,,1503,,7,,,,,,,
Spiez,,768,249,2,,,,,,,
Soyhières,,6724,2601,26,,,,,,,
Oberglatt,,92,104,1,,,,,,,
Blauen,,2781,1302,13,,,,,,,
Niedermuhlern,,877,246,2,,,,,,,
Tobel-Tägerschen,,4776,2014,20,,,,,,,
Himmelried,1683522,2618,1110,11,0.9999951942712529,7.85500105972812e-05,0.013,0.00048057421817129055,6025069.712063925,6025074.444756823,MultiPolygon
Orzens,,5925,2224,22,,,,,,,
Schüpfheim,,1008,316,3,,,,,,,
Dürrenroth,,952,245,2,,,,,,,
Balsthal,,2422,1102,11,,,,,,,
Rütschelen,,340,244,2,,,,,,,
Stocken-Höfen,,770,247,2,,,,,,,
Leytron,,6135,2307,23,,,,,,,
Lavizzara,,5323,2108,21,,,,,,,
Trimmis,,3945,1845,18,,,,,,,
Büren an der Aare,,383,243,2,,,,,,,
Ardon,,6021,2302,23,,,,,,,
Langnau im Emmental,,902,245,2,,,,,,,
Sempach,,1102,314,3,,,,,,,
Bourrignon,,6703,2601,26,,,,,,,
Pratteln,,2831,1303,13,,,,,,,
Breitenbach,,2613,1110,11,,,,,,,
Sargans,,3296,1725,17,,,,,,,
Schwarzhäusern,,341,244,2,,,,,,,
Rüschlikon,,139,106,1,,,,,,,
Wilen (TG),,4786,2014,20,,,,,,,
Lens,,6240,2311,23,,,,,,,
Lamone,,5189,2105,21,,,,,,,
Schwaderloch,,4176,1906,19,,,,,,,
Rorschach,,3215,1722,17,,,,,,,
Porza,,5214,2105,21,,,,,,,
Gals,,494,243,2,,,,,,,
Grancia,,5186,2105,21,,,,,,,
Schönholzerswilen,,4756,2015,20,,,,,,,
Prangins,,5725,2228,22,,,,,,,
Rumisberg,,987,244,2,,,,,,,
Semsales,,2336,1007,10,,,,,,,
Wolfwil,,2408,1101,11,,,,,,,
Rafz,,67,103,1,,,,,,,
Heimberg,,928,247,2,,,,,,,
Villars-le-Terroir,,5537,2223,22,,,,,,,
Ollon,,5409,2221,22,,,,,,,
Lommiswil,,2551,1107,11,,,,,,,
Lugano,,5192,2105,21,,,,,,,
Collonges,,6211,2310,23,,,,,,,
Hölstein,,2886,1305,13,,,,,,,
Koblenz,,4310,1911,19,,,,,,,
Fieschertal,,6058,2304,23,,,,,,,
Vico Morcote,,5233,2105,21,,,,,,,
Herbetswil,,2424,1102,11,,,,,,,
Goldach,,3213,1722,17,,,,,,,
Neftenbach,,223,110,1,,,,,,,
Volken,,43,102,1,,,,,,,
Tschugg,,501,243,2,,,,,,,
Laténa,,6513,,24,,,,,,,
Pontresina,,3784,1846,18,,,,,,,
Stansstad,,1510,,7,,,,,,,
Nendaz,,6024,2302,23,,,,,,,
Tenniken,,2863,1304,13,,,,,,,
Le Mouret,,2220,1004,10,,,,,,,
Zunzgen,,2869,1304,13,,,,,,,
Gündlischwand,,578,250,2,,,,,,,
Gurbrü,,665,246,2,,,,,,,
Hüttikon,,87,104,1,,,,,,,
Genolier,,5718,2228,22,,,,,,,
Val-de-Ruz,,6487,,24,,,,,,,
Marthalen,,35,102,1,,,,,,,
Würenlingen,,4047,1902,19,,,,,,,
Ferenbalm,,662,246,2,,,,,,,
Felsberg,,3731,1844,18,,,,,,,
Unterkulm,,4146,1905,19,,,,,,,
Suchy,,5929,2224,22,,,,,,,
Mathod,,5919,2224,22,,,,,,,
Wohlen bei Bern,,360,246,2,,,,,,,
Wattenwil,,886,247,2,,,,,,,
Wittenbach,,3204,1721,17,,,,,,,
Vullierens,,5654,2227,22,,,,,,,
Moosseedorf,,544,246,2,,,,,,,
Wil (ZH),,71,103,1,,,,,,,
Haute-Ajoie,,6809,2603,26,,,,,,,
Albinen,,6102,2306,23,,,,,,,
Gächlingen,,2901,1401,14,,,,,,,
Corcelles (BE),,687,241,2,,,,,,,
Freienbach,,1322,503,5,,,,,,,
L'Abbaye,,5871,2224,22,,,,,,,
Furna,,3862,1849,18,,,,,,,
Lotzwil,,331,244,2,,,,,,,
Courchavon,,6783,2603,26,,,,,,,
Neerach,,88,104,1,,,,,,,
Densbüren,,4004,1901,19,,,,,,,
Pomy,,5926,2224,22,,,,,,,
Mühlau,,4235,1908,19,,,,,,,
Vallorbe,,5764,2224,22,,,,,,,
Marbach (SG),,3253,1723,17,,,,,,,
Hemmiken,,2848,1304,13,,,,,,,
Eggenwil,,4066,1903,19,,,,,,,
Kandergrund,,564,249,2,,,,,,,
Zuoz,,3791,1846,18,,,,,,,
Silenen,,1216,,4,,,,,,,
Birr,,4092,1904,19,,,,,,,
Besenbüren,,4226,1908,19,,,,,,,
Burgistein,,863,247,2,,,,,,,
Rueyres,,5534,2223,22,,,,,,,
Medel (Lucmagn),,3983,1850,18,,,,,,,
Cazis,,3661,1851,18,,,,,,,
Hermrigen,,737,243,2,,,,,,,
Ellikon an der Thur,,218,110,1,,,,,,,
Buochs,,1502,,7,,,,,,,
Billens-Hennens,,2063,1002,10,,,,,,,
Ponte Capriasca,,5212,2105,21,,,,,,,
Küsnacht (ZH),,154,107,1,,,,,,,
Chur,,3901,1848,18,,,,,,,
Schänis,,3315,1726,17,,,,,,,
Vétroz,,6025,2302,23,,,,,,,
Brissago,,5097,2104,21,,,,,,,
Bürglen (UR),,1205,,4,,,,,,,
Riemenstalden,,1369,506,5,,,,,,,
Eschert,,692,241,2,,,,,,,
Seftigen,,883,247,2,,,,,,,
Matzingen,,4591,2012,20,,,,,,,
Dottikon,,4065,1903,19,,,,,,,
Oberengstringen,,245,111,1,,,,,,,
Bichelsee-Balterswil,,4721,2014,20,,,,,,,
Nusshof,,2854,1304,13,,,,,,,
Wachseldorn,,946,247,2,,,,,,,
Meienried,,389,243,2,,,,,,,
Moiry,,5490,2227,22,,,,,,,
Vandoeuvres,,6642,,25,,,,,,,
Lichtensteig,,3374,1727,17,,,,,,,
Saas-Balen,,6289,2313,23,,,,,,,
Hagenbuch,,220,110,1,,,,,,,
Nyon,,5724,2228,22,,,,,,,
Gommiswald,,3341,1726,17,,,,,,,
Oltingen,,2855,1304,13,,,,,,,
Diepflingen,,2845,1304,13,,,,,,,
Val Mara,,5240,2105,21,,,,,,,
Céligny,,6610,,25,,,,,,,
Niederhünigen,,617,246,2,,,,,,,
Veytaux,,5891,2230,22,,,,,,,
Celerina/Schlarigna,,3782,1846,18,,,,,,,
Ependes (VD),,5914,2224,22,,,,,,,
Plateau de Diesse,,726,241,2,,,,,,,
Riggisberg,,879,246,2,,,,,,,
Graben,,976,244,2,,,,,,,
Bellinzona,,5002,2101,21,,,,,,,
Cologny,,6617,,25,,,,,,,
Schneisingen,,4318,1911,19,,,,,,,
Doppleschwand,,1001,316,3,,,,,,,
Chavannes-le-Veyron,,5475,2227,22,,,,,,,
Münchenstein,,2769,1301,13,,,,,,,
Prilly,,5589,2229,22,,,,,,,
Stein am Rhein,,2964,1405,14,,,,,,,
Cressier (FR),,2257,1005,10,,,,,,,
Fehren,,2616,1110,11,,,,,,,
Chippis,,6235,2311,23,,,,,,,
Meyriez,,2271,1005,10,,,,,,,
Arosa,,3921,1848,18,,,,,,,
La Chaux-du-Milieu,,6435,,24,,,,,,,
Oeschenbach,,335,244,2,,,,,,,
Küblis,,3882,1849,18,,,,,,,
Plaffeien,,2299,1006,10,,,,,,,
Wünnewil-Flamatt,,2309,1006,10,,,,,,,
Oberhofen am Thunersee,,934,247,2,,,,,,,
Thalheim (AG),,4117,1904,19,,,,,,,
Fontaines-sur-Grandson,,5557,2224,22,,,,,,,
Le Bémont (JU),,6741,2602,26,,,,,,,
Schübelbach,,1346,505,5,,,,,,,
Hohentannen,,4495,2015,20,,,,,,,
Ersigen,,405,245,2,,,,,,,
Deisswil bei Münchenbuchsee,,535,246,2,,,,,,,
Les Ponts-de-Martel,,6437,,24,,,,,,,
Obergösgen,,2497,1105,11,,,,,,,
Wettingen,,4045,1902,19,,,,,,,
Beinwil (Freiamt),,4224,1908,19,,,,,,,
Pregny-Chambésy,,6634,,25,,,,,,,
Eriswil,,953,244,2,,,,,,,
Laax,,3575,1850,18,,,,,,,
Amsoldingen,,921,247,2,,,,,,,
Bütschwil-Ganterschwil,,3395,1727,17,,,,,,,
Tegerfelden,,4320,1911,19,,,,,,,
Meinier,,6629,,25,,,,,,,
Weinfelden,,4946,2015,20,,,,,,,
Basse-Allaine,,6807,2603,26,,,,,,,
Horgen,,295,106,1,,,,,,,
Sattel,,1371,506,5,,,,,,,
Thörigen,,989,244,2,,,,,,,
Moudon,,5678,2222,22,,,,,,,
Isérables,,6134,2307,23,,,,,,,
Troistorrents,,6156,2308,23,,,,,,,
Courgenay,,6784,2603,26,,,,,,,
Bretonnières,,5748,2224,22,,,,,,,
Schleitheim,,2952,1404,14,,,,,,,
Weggis,,1069,312,3,,,,,,,
Cheseaux-Noréaz,,5909,2224,22,,,,,,,
Arnex-sur-Orbe,,5743,2224,22,,,,,,,
Hunzenschwil,,4200,1907,19,,,,,,,
Roggwil (TG),,4431,2011,20,,,,,,,
Schlierbach,,1100,314,3,,,,,,,
Saint-Cergue,,5727,2228,22,,,,,,,
Oberbalm,,357,246,2,,,,,,,
Lupfig,,4104,1904,19,,,,,,,
Freienwil,,4028,1902,19,,,,,,,
Hautemorges,,5656,2227,22,,,,,,,
Cugnasco-Gerra,,5138,2104,21,,,,,,,
Rickenbach (LU),,1097,314,3,,,,,,,
Zofingen,,4289,1910,19,,,,,,,
Gland,,5721,2228,22,,,,,,,
Damphreux-Lugnez,,6811,2603,26,,,,,,,
Oberhof,,4173,1906,19,,,,,,,
Schenkon,,1099,314,3,,,,,,,
Affeltrangen,,4711,2015,20,,,,,,,
Sisikon,,1217,,4,,,,,,,
Ossingen,,37,102,1,,,,,,,
Küssnacht (SZ),,1331,504,5,,,,,,,
Inkwil,,980,244,2,,,,,,,
Häutligen,,609,246,2,,,,,,,
Bettwiesen,,4716,2014,20,,,,,,,
Senarclens,,5499,2227,22,,,,,,,
Salgesch,,6113,2306,23,,,,,,,
Bad Ragaz,,3291,1725,17,,,,,,,
Schwyz,,1372,506,5,,,,,,,
Reichenburg,,1345,505,5,,,,,,,
Loveresse,,696,241,2,,,,,,,
Valsot,,3764,1843,18,,,,,,,
Syens,,5688,2222,22,,,,,,,
Bolligen,,352,246,2,,,,,,,
Vouvry,,6159,2308,23,,,,,,,
Niederwil (AG),,4072,1903,19,,,,,,,
Berg am Irchel,,23,102,1,,,,,,,
Möhlin,,4254,1909,19,,,,,,,
Attalens,,2321,1007,10,,,,,,,
Boniswil,,4192,1907,19,,,,,,,
Oftringen,,4280,1910,19,,,,,,,
Rhäzüns,,3723,1844,18,,,,,,,
Pierrafortscha,,2216,1004,10,,,,,,,
Cadempino,,5162,2105,21,,,,,,,
Buchegg,,2465,1103,11,,,,,,,
Oberthal,,620,246,2,,,,,,,
Rupperswil,,4206,1907,19,,,,,,,
Faoug,,5458,2222,22,,,,,,,
L'Abergement,,5741,2224,22,,,,,,,
Madiswil,,332,244,2,,,,,,,
Grolley-Ponthaux,,2239,1004,10,,,,,,,
Nebikon,,1137,315,3,,,,,,,
Riedholz,,2554,1107,11,,,,,,,
Signy-Avenex,,5728,2228,22,,,,,,,
Niederglatt,,89,104,1,,,,,,,
Schmiedrued,,4143,1905,19,,,,,,,
Hermenches,,5673,2222,22,,,,,,,
Lumnezia,,3618,1850,18,,,,,,,
Ascona,,5091,2104,21,,,,,,,
Sorens,,2153,1003,10,,,,,,,
Rovray,,5928,2224,22,,,,,,,
Boningen,,2571,1108,11,,,,,,,
Trachselwald,,958,245,2,,,,,,,
Bure,,6778,2603,26,,,,,,,
Messen,,2457,1103,11,,,,,,,
Courtelary,,434,241,2,,,,,,,
Opfikon,,66,103,1,,,,,,,
Saint-Oyens,,5436,2227,22,,,,,,,
Pont-en-Ogoz,,2122,1003,10,,,,,,,
Zweisimmen,,794,248,2,,,,,,,
Saas-Grund,,6291,2313,23,,,,,,,
Giffers,,2294,1006,10,,,,,,,
Saint-Imier,,443,241,2,,,,,,,
Wiliberg,,4288,1910,19,,,,,,,
Höri,,60,103,1,,,,,,,
Les Bois,,6742,2602,26,,,,,,,
Arbaz,,6261,2312,23,,,,,,,
Bassersdorf,,52,103,1,,,,,,,
Würenlos,,4048,1902,19,,,,,,,
Eschlikon,,4724,2014,20,,,,,,,
Fiez,,5556,2224,22,,,,,,,
Aesch (ZH),,241,111,1,,,,,,,
Leibstadt,,4311,1911,19,,,,,,,
Mörschwil,,3214,1722,17,,,,,,,
Evilard,,372,242,2,,,,,,,
Roggenburg,,2790,1302,13,,,,,,,
Greng,,2261,1005,10,,,,,,,
Arzier-Le Muids,,5702,2228,22,,,,,,,
Nuvilly,,2035,1001,10,,,,,,,
Rohrbach,,338,244,2,,,,,,,
Onex,,6631,,25,,,,,,,
Bottighofen,,4643,2013,20,,,,,,,
Bitsch,,6173,2309,23,,,,,,,
Avers,,3681,1851,18,,,,,,,
Novazzano,,5260,2106,21,,,,,,,
Mülligen,,4107,1904,19,,,,,,,
Hildisrieden,,1088,314,3,,,,,,,
Gryon,,5405,2221,22,,,,,,,
Granges (Veveyse),,2328,1007,10,,,,,,,
Gy,,6624,,25,,,,,,,
Berikon,,4062,1903,19,,,,,,,
Dintikon,,4194,1907,19,,,,,,,
Frutigen,,563,249,2,,,,,,,
Le Grand-Saconnex,,6623,,25,,,,,,,
Unterseen,,593,250,2,,,,,,,
Kirchberg (SG),,3392,1727,17,,,,,,,
Chessel,,5403,2221,22,,,,,,,
Muntelier,,2274,1005,10,,,,,,,
Büren (SO),,2472,1104,11,,,,,,,
Toffen,,884,246,2,,,,,,,
Cureglia,,5180,2105,21,,,,,,,
Aefligen,,401,245,2,,,,,,,
Castaneda,,3805,1847,18,,,,,,,
Jorat-Menthue,,5804,2223,22,,,,,,,
Therwil,,2775,1301,13,,,,,,,
Lausanne,,5586,2225,22,,,,,,,
Törbel,,6296,2313,23,,,,,,,
Jonschwil,,3405,1728,17,,,,,,,
Wil (SG),,3427,1728,17,,,,,,,
Seuzach,,227,110,1,,,,,,,
Sursee,,1103,314,3,,,,,,,
Hemishofen,,2962,1405,14,,,,,,,
Gunzgen,,2578,1108,11,,,,,,,
Schmitten (FR),,2305,1006,10,,,,,,,
Vex,,6089,2305,23,,,,,,,
Diepoldsau,,3234,1723,17,,,,,,,
Müllheim,,4831,2012,20,,,,,,,
Stüsslingen,,2499,1105,11,,,,,,,
Denens,,5631,2227,22,,,,,,,
Sonvilier,,445,241,2,,,,,,,
Tamins,,3733,1844,18,,,,,,,
Bachs,,81,104,1,,,,,,,
Belp,,861,246,2,,,,,,,
Seewis im Prättigau,,3972,1849,18,,,,,,,
Alpnach,,1401,,6,,,,,,,
Hochdorf,,1031,313,3,,,,,,,
Buchillon,,5623,2227,22,,,,,,,
Bonaduz,,3721,1844,18,,,,,,,
Mont-sur-Rolle,,5859,2228,22,,,,,,,
Boulens,,5661,2223,22,,,,,,,
Rickenbach (BL),,2857,1304,13,,,,,,,
Mont-Noble,,6090,2305,23,,,,,,,
Regensberg,,95,104,1,,,,,,,
Arboldswil,,2881,1305,13,,,,,,,
Oetwil am See,,157,107,1,,,,,,,
Erlach,,492,243,2,,,,,,,
Cornol,,6782,2603,26,,,,,,,
Courrendlin,,6708,2601,26,,,,,,,
Ingenbohl,,1364,506,5,,,,,,,
Nods,,724,241,2,,,,,,,
Rothrist,,4282,1910,19,,,,,,,
Vionnaz,,6158,2308,23,,,,,,,
Masein,,3663,1851,18,,,,,,,
Kerns,,1404,,6,,,,,,,
Volketswil,,199,109,1,,,,,,,
Berg (TG),,4891,2015,20,,,,,,,
Oberbüren,,3424,1728,17,,,,,,,
Arogno,,5144,2105,21,,,,,,,
Cressier (NE),,6452,,24,,,,,,,
Vernayaz,,6219,2310,23,,,,,,,
Oberdorf (NW),,1508,,7,,,,,,,
Cademario,,5161,2105,21,,,,,,,
Andeer,,3701,1851,18,,,,,,,
Hauptwil-Gottshaus,,4486,2015,20,,,,,,,
Hedingen,,5,101,1,,,,,,,
Vacallo,,5268,2106,21,,,,,,,
Läufelfingen,,2852,1304,13,,,,,,,
Hellsau,,408,245,2,,,,,,,
Giebenach,,2826,1303,13,,,,,,,
Emmen,,1024,313,3,,,,,,,
Gontenschwil,,4135,1905,19,,,,,,,
Vaulion,,5765,2224,22,,,,,,,
Tujetsch,,3986,1850,18,,,,,,,
Bioley-Magnoux,,5903,2224,22,,,,,,,
Bonvillars,,5551,2224,22,,,,,,,
Büttikon,,4064,1903,19,,,,,,,
Udligenswil,,1067,312,3,,,,,,,
Hersberg,,2827,1303,13,,,,,,,
Duggingen,,2785,1302,13,,,,,,,
Val Müstair,,3847,1843,18,,,,,,,
Bettens,,5471,2223,22,,,,,,,
Heimenhausen,,977,244,2,,,,,,,
Villmergen,,4080,1903,19,,,,,,,
Arnex-sur-Nyon,,5701,2228,22,,,,,,,
Jegenstorf,,540,246,2,,,,,,,
Saint-George,,5434,2228,22,,,,,,,
Döttingen,,4304,1911,19,,,,,,,
Löhningen,,2903,1401,14,,,,,,,
Le Landeron,,6455,,24,,,,,,,
Unterbäch,,6201,2309,23,,,,,,,
Seengen,,4208,1907,19,,,,,,,
Vitznau,,1068,312,3,,,,,,,
Oberegg,,3111,,16,,,,,,,
Lommis,,4741,2014,20,,,,,,,
Geltwil,,4232,1908,19,,,,,,,
Warth-Weiningen,,4621,2012,20,,,,,,,
Schwerzenbach,,197,109,1,,,,,,,
Onnens (VD),,5565,2224,22,,,,,,,
Aadorf,,4551,2014,20,,,,,,,
Fällanden,,193,109,1,,,,,,,
Court,,690,241,2,,,,,,,
Saxon,,6141,2307,23,,,,,,,
Vuiteboeuf,,5766,2224,22,,,,,,,
Minusio,,5118,2104,21,,,,,,,
Sergey,,5762,2224,22,,,,,,,
Manno,,5194,2105,21,,,,,,,
Murgenthal,,4279,1910,19,,,,,,,
Chevroux,,5813,2222,22,,,,,,,
Wiler bei Utzenstorf,,554,245,2,,,,,,,
Bottenwil,,4273,1910,19,,,,,,,
Bischofszell,,4471,2015,20,,,,,,,
Glarus Süd,,1631,,8,,,,,,,
Niederbuchsiten,,2405,1101,11,,,,,,,
Ottenbach,,11,101,1,,,,,,,
Aire-la-Ville,,6601,,25,,,,,,,
Seeberg,,988,244,2,,,,,,,
Giez,,5559,2224,22,,,,,,,
Beromünster,,1081,314,3,,,,,,,
Heitenried,,2296,1006,10,,,,,,,
Pfungen,,224,110,1,,,,,,,
Rossemaison,,6721,2601,26,,,,,,,
Hérémence,,6084,2305,23,,,,,,,
Affoltern am Albis,,2,101,1,,,,,,,
Losone,,5115,2104,21,,,,,,,
Aristau,,4222,1908,19,,,,,,,
Thurnen,,889,246,2,,,,,,,
Rüdtligen-Alchenflüh,,420,245,2,,,,,,,
Habsburg,,4099,1904,19,,,,,,,
Müntschemier,,498,243,2,,,,,,,
Eischoll,,6194,2309,23,,,,,,,
Turtmann-Unterems,,6119,2306,23,,,,,,,
Selzach,,2556,1107,11,,,,,,,
Pollegio,,5077,2103,21,,,,,,,
Rue,,2097,1002,10,,,,,,,
Neggio,,5206,2105,21,,,,,,,
Chamoson,,6022,2302,23,,,,,,,
Paudex,,5588,2226,22,,,,,,,
Schönengrund,,3003,1501,15,,,,,,,
Uttwil,,4451,2011,20,,,,,,,
Bergün Filisur,,3544,1841,18,,,,,,,
Uetendorf,,944,247,2,,,,,,,
Herrliberg,,152,107,1,,,,,,,
Brütten,,213,110,1,,,,,,,
Thalheim an der Thur,,39,102,1,,,,,,,
Nuglar-St. Pantaleon,,2478,1104,11,,,,,,,
Zurzach,,4324,1911,19,,,,,,,
Aarwangen,,321,244,2,,,,,,,
Oberdorf (BL),,2892,1305,13,,,,,,,
Truttikon,,41,102,1,,,,,,,
Uetikon am See,,159,107,1,,,,,,,
Lussy-sur-Morges,,5640,2227,22,,,,,,,
Grossdietwil,,1131,315,3,,,,,,,
Cugy (VD),,5516,2223,22,,,,,,,
Novalles,,5564,2224,22,,,,,,,
Cuarny,,5911,2224,22,,,,,,,
Rossinière,,5842,2230,22,,,,,,,
Matten bei Interlaken,,587,250,2,,,,,,,
Worben,,755,243,2,,,,,,,
Bassins,,5703,2228,22,,,,,,,
Spreitenbach,,4040,1902,19,,,,,,,
Meikirch,,307,246,2,,,,,,,
Fétigny-Ménières,,2056,1001,10,,,,,,,
Gambarogno,,5398,2104,21,,,,,,,
Winkel,,72,103,1,,,,,,,
Pailly,,5530,2223,22,,,,,,,
Kallnach,,304,243,2,,,,,,,
Salmsach,,4441,2011,20,,,,,,,
Rumendingen,,421,245,2,,,,,,,
Sant'Antonino,,5017,2101,21,,,,,,,
Waldenburg,,2895,1305,13,,,,,,,
Steinerberg,,1374,506,5,,,,,,,
Mels,,3293,1725,17,,,,,,,
Haut-Intyamon,,2121,1003,10,,,,,,,
Wichtrach,,632,246,2,,,,,,,
Schangnau,,906,245,2,,,,,,,
Altstätten,,3251,1723,17,,,,,,,
Schwende-Rüte,,3112,,16,,,,,,,
Isone,,5009,2101,21,,,,,,,
Obersaxen Mundaun,,3988,1850,18,,,,,,,
Saint-Prex,,5646,2227,22,,,,,,,
Riederalp,,6181,2309,23,,,,,,,
Ferden,,6195,2309,23,,,,,,,
Reichenbach im Kandertal,,567,249,2,,,,,,,
Aesch (BL),,2761,1301,13,,,,,,,
Drei Höfe,,2535,1106,11,,,,,,,
Flums,,3292,1725,17,,,,,,,
Aranno,,5143,2105,21,,,,,,,
Leukerbad,,6111,2306,23,,,,,,,
Bauma,,297,108,1,,,,,,,
Unterlangenegg,,945,247,2,,,,,,,
Brienzwiler,,574,250,2,,,,,,,
Radelfingen,,309,243,2,,,,,,,
Oron,,5805,2226,22,,,,,,,
Inden,,6109,2306,23,,,,,,,
Lungern,,1405,,6,,,,,,,
Ursy,,2102,1002,10,,,,,,,
Courtedoux,,6785,2603,26,,,,,,,
Raron,,6199,2309,23,,,,,,,
Maggia,,5317,2108,21,,,,,,,
Jonen,,4071,1903,19,,,,,,,
Jongny,,5885,2230,22,,,,,,,
Vernate,,5230,2105,21,,,,,,,
Wangen-Brüttisellen,,200,109,1,,,,,,,
Waltenschwil,,4240,1908,19,,,,,,,
Saint-Léonard,,6246,2311,23,,,,,,,
Wagenhausen,,4871,2012,20,,,,,,,
Kaufdorf,,869,246,2,,,,,,,
Dagmersellen,,1125,315,3,,,,,,,
