name,relation,bfs_nummer,bezirksnummer,kantonsnummer,iou,area_diff_pct,hausdorff_distance,symmetric_diff_pct,swisstopo_area,osm_area,geom_type
Oberrüti,,4237,1908,19,,,,,,,
Sorengo,,5225,2105,21,,,,,,,
Rheinau,,38,102,1,,,,,,,
Andelfingen,,291,102,1,,,,,,,
Mollens (VD),,5431,2227,22,,,,,,,
Glarus Nord,,1630,,8,,,,,,,
Carouge (GE),,6608,,25,,,,,,,
Estavayer,,2054,1001,10,,,,,,,
Lenk,,792,248,2,,,,,,,
Werthenstein,,1009,316,3,,,,,,,
Oberlangenegg,,935,247,2,,,,,,,
Märstetten,,4941,2015,20,,,,,,,
Farnern,,975,244,2,,,,,,,
Bourg-Saint-Pierre,,6032,2303,23,,,,,,,
Uezwil,,4078,1903,19,,,,,,,
Tschappina,,3669,1851,18,,,,,,,
Avusy,,6604,,25,,,,,,,
Gollion,,5484,2227,22,,,,,,,
Pully,,5590,2226,22,,,,,,,
Bärschwil,,2611,1110,11,,,,,,,
Worb,,627,246,2,,,,,,,
Lütschental,,586,250,2,,,,,,,
Aeugst am Albis,,1,101,1,,,,,,,
Holderbank (SO),,2425,1102,11,,,,,,,
Sins,,4239,1908,19,,,,,,,
Mies,,5723,2228,22,,,,,,,
Lüsslingen-Nennigkofen,,2464,1103,11,,,,,,,
Bettenhausen,,973,244,2,,,,,,,
Wald (AR),,3036,1503,15,,,,,,,
Gravesano,,5187,2105,21,,,,,,,
Wilchingen,,2974,1406,14,,,,,,,
Sennwald,,3274,1724,17,,,,,,,
Neuhausen am Rheinfall,,2937,1403,14,,,,,,,
Milvignes,,6416,,24,,,,,,,
Bachenbülach,,51,103,1,,,,,,,
Brüttelen,,491,243,2,,,,,,,
Noble-Contrée,,6254,2311,23,,,,,,,
Buseno,,3804,1847,18,,,,,,,
Grangettes,,2079,1002,10,,,,,,,
Innerthal,,1343,505,5,,,,,,,
Bavois,,5746,2224,22,,,,,,,
Grindelwald,,576,250,2,,,,,,,
Uebeschi,,943,247,2,,,,,,,
Birwinken,,4901,2015,20,,,,,,,
Widen,,4081,1903,19,,,,,,,
Eschenbach (LU),,1026,313,3,,,,,,,
Lauperswil,,903,245,2,,,,,,,
Urdorf,,250,111,1,,,,,,,
Büron,,1082,314,3,,,,,,,
Orges,,5924,2224,22,,,,,,,
Tramelan,,446,241,2,,,,,,,
Mauensee,,1091,314,3,,,,,,,
Bern,,351,246,2,,,,,,,
Brislach,1683631,2782,1302,13,0.9999960926774766,5.5100688838077776e-05,0.014,0.00039073290802018663,9416615.437463809,9416610.248843838,MultiPolygon
Belmont-sur-Lausanne,,5581,2226,22,,,,,,,
Herisau,,3001,1501,15,,,,,,,
Mettembert,,6716,2601,26,,,,,,,
Romanshorn,,4436,2011,20,,,,,,,
Rennaz,,5412,2221,22,,,,,,,
Buch am Irchel,,24,102,1,,,,,,,
Treyvaux,1683412,2226,1004,10,0.9999958041199354,6.301370526560696e-05,0.015,0.0004195890191891192,11403482.527056107,11403489.712812977,MultiPolygon
Birmensdorf (ZH),,242,111,1,,,,,,,
Mörel-Filet,,6203,2309,23,,,,,,,
Reconvilier,,703,241,2,,,,,,,
Fahrni,,925,247,2,,,,,,,
Kippel,,6197,2309,23,,,,,,,
Kehrsatz,,870,246,2,,,,,,,
Burtigny,,5854,2228,22,,,,,,,
Tévenon,,5571,2224,22,,,,,,,
Lignières,,6456,,24,,,,,,,
Jorat-Mézières,,5806,2226,22,,,,,,,
Kirchlindach,,354,246,2,,,,,,,
Mühleberg,,668,246,2,,,,,,,
Arch,,381,243,2,,,,,,,
Agiez,,5742,2224,22,,,,,,,
Riviera,,5287,2107,21,,,,,,,
Starrkirch-Wil,,2584,1108,11,,,,,,,
Erlen,,4476,2015,20,,,,,,,
Schötz,,1143,315,3,,,,,,,
Bissone,,5154,2105,21,,,,,,,
Vezia,,5231,2105,21,,,,,,,
Witterswil,,2481,1104,11,,,,,,,
Assens,,5511,2223,22,,,,,,,
Erlenbach im Simmental,,763,249,2,,,,,,,
Saint-Brais,,6758,2602,26,,,,,,,
Ebnat-Kappel,,3352,1727,17,,,,,,,
Safenwil,,4283,1910,19,,,,,,,
Pura,,5216,2105,21,,,,,,,
Bottens,,5514,2223,22,,,,,,,
Rossenges,,5684,2222,22,,,,,,,
Finhaut,,6214,2310,23,,,,,,,
Oberwil im Simmental,,766,249,2,,,,,,,
Lampenberg,,2887,1305,13,,,,,,,
Oberägeri,,1706,,9,,,,,,,
Ins,,496,243,2,,,,,,,
Röschenz,,2791,1302,13,,,,,,,
Fiesch,,6057,2304,23,,,,,,,
Torny,,2115,1002,10,,,,,,,
Berken,,972,244,2,,,,,,,
Schöftland,,4144,1905,19,,,,,,,
Neyruz (FR),,2211,1004,10,,,,,,,
Fischingen,,4726,2014,20,,,,,,,
Lauenen,,842,248,2,,,,,,,
St. Moritz,,3787,1846,18,,,,,,,
Grabs,,3273,1724,17,,,,,,,
Seewen,,2480,1104,11,,,,,,,
Baar,,1701,,9,,,,,,,
Laufen-Uhwiesen,,34,102,1,,,,,,,
Jenins,,3952,1845,18,,,,,,,
Egnach,,4411,2011,20,,,,,,,
Rougemont,,5843,2230,22,,,,,,,
Fraubrunnen,,538,246,2,,,,,,,
Wolfhalden,,3038,1503,15,,,,,,,
Personico,,5076,2103,21,,,,,,,
Torricella-Taverne,,5227,2105,21,,,,,,,
La Brévine,,6432,,24,,,,,,,
Geuensee,,1085,314,3,,,,,,,
Penthalaz,,5495,2223,22,,,,,,,
Neuchâtel,,6458,,24,,,,,,,
Steinen,,1373,506,5,,,,,,,
Molondin,,5921,2224,22,,,,,,,
Günsberg,,2547,1107,11,,,,,,,
Muzzano,,5205,2105,21,,,,,,,
Geroldswil,,244,111,1,,,,,,,
Meggen,,1063,312,3,,,,,,,
Ayent,,6082,2305,23,,,,,,,
Niederdorf,,2891,1305,13,,,,,,,
Ebikon,,1054,312,3,,,,,,,
Zermatt,,6300,2313,23,,,,,,,
Wölflinswil,,4182,1906,19,,,,,,,
Büetigen,,382,243,2,,,,,,,
Walperswil,,754,243,2,,,,,,,
Pont-la-Ville,,2147,1003,10,,,,,,,
Cheyres-Châbles,,2055,1001,10,,,,,,,
Hauteville,,2137,1003,10,,,,,,,
Buchrain,,1052,312,3,,,,,,,
Gretzenbach,,2576,1108,11,,,,,,,
Siviriez,,2099,1002,10,,,,,,,
Rongellen,,3711,1851,18,,,,,,,
Leissigen,,585,250,2,,,,,,,
Vich,,5732,2228,22,,,,,,,
Jouxtens-Mézery,,5585,2225,22,,,,,,,
Calanca,,3837,1847,18,,,,,,,
Caslano,,5171,2105,21,,,,,,,
Féchy,,5427,2227,22,,,,,,,
Unteriberg,,1375,506,5,,,,,,,
Dänikon,,85,104,1,,,,,,,
Juriens,,5754,2224,22,,,,,,,
Romoos,,1007,316,3,,,,,,,
Triengen,,1104,314,3,,,,,,,
Leysin,,5407,2221,22,,,,,,,
Galgenen,,1342,505,5,,,,,,,
Schöfflisdorf,,99,104,1,,,,,,,
Hasle (LU),,1005,316,3,,,,,,,
Winznau,,2501,1105,11,,,,,,,
Bühler,,3021,1502,15,,,,,,,
Moosleerau,,4277,1910,19,,,,,,,
Leuggern,,4313,1911,19,,,,,,,
Lutry,,5606,2226,22,,,,,,,
La Sarraz,,5498,2227,22,,,,,,,
Rüti (ZH),,118,105,1,,,,,,,
Orvin,,438,241,2,,,,,,,
Fischbach,,1129,315,3,,,,,,,
Sainte-Croix,,5568,2224,22,,,,,,,
Leimbach (AG),,4137,1905,19,,,,,,,
Simplon,,6009,2301,23,,,,,,,
Bözberg,,4124,1904,19,,,,,,,
Les Breuleux,,6743,2602,26,,,,,,,
Blumenstein,,922,247,2,,,,,,,
Walterswil (BE),,959,244,2,,,,,,,
Wengi,,394,243,2,,,,,,,
Coldrerio,,5251,2106,21,,,,,,,
Grandevent,,5560,2224,22,,,,,,,
Lavertezzo,,5112,2104,21,,,,,,,
Jaun,,2138,1003,10,,,,,,,
Iffwil,,541,246,2,,,,,,,
La Chaux-de-Fonds,,6421,,24,,,,,,,
Steinmaur,,101,104,1,,,,,,,
Courroux,,6709,2601,26,,,,,,,
Veyrier,,6645,,25,,,,,,,
Penthéréaz,,5531,2223,22,,,,,,,
Allmendingen,,630,246,2,,,,,,,
Boudry,,6404,,24,,,,,,,
Grengiols,,6177,2309,23,,,,,,,
Les Enfers,,6745,2602,26,,,,,,,
Zug,,1711,,9,,,,,,,
Lavey-Morcles,,5406,2221,22,,,,,,,
Liddes,,6033,2303,23,,,,,,,
Feusisberg,,1321,503,5,,,,,,,
Muotathal,,1367,506,5,,,,,,,
Reutigen,,767,247,2,,,,,,,
Hofstetten-Flüh,,2476,1104,11,,,,,,,
Brenzikofen,,606,246,2,,,,,,,
Aegerten,,731,242,2,,,,,,,
Brittnau,,4274,1910,19,,,,,,,
Salenstein,,4851,2013,20,,,,,,,
Remetschwil,,4039,1902,19,,,,,,,
Mörigen,,742,242,2,,,,,,,
Vinelz,,502,243,2,,,,,,,
Prévonloup,,5683,2222,22,,,,,,,
Misery-Courtion,,2272,1005,10,,,,,,,
Bever,,3781,1846,18,,,,,,,
Zihlschlacht-Sitterdorf,,4511,2015,20,,,,,,,
Puplinge,,6636,,25,,,,,,,
Saint-Martin (VS),,6087,2305,23,,,,,,,
Schelten,,708,241,2,,,,,,,
Rickenbach (SO),,2582,1108,11,,,,,,,
Rüti bei Lyssach,,422,245,2,,,,,,,
Aclens,,5621,2227,22,,,,,,,
Rehetobel,,3034,1503,15,,,,,,,
Linescio,,5315,2108,21,,,,,,,
Vilters-Wangs,,3297,1725,17,,,,,,,
Dalpe,,5071,2103,21,,,,,,,
Obermumpf,,4256,1909,19,,,,,,,
Petit-Val,,716,241,2,,,,,,,
Mezzovico-Vira,,5199,2105,21,,,,,,,
Beinwil (SO),,2612,1110,11,,,,,,,
Martigny-Combe,,6137,2307,23,,,,,,,
Untervaz,,3946,1845,18,,,,,,,
Le Flon,,2337,1007,10,,,,,,,
Widnau,,3238,1723,17,,,,,,,
Killwangen,,4030,1902,19,,,,,,,
Felben-Wellhausen,,4561,2012,20,,,,,,,
Dietlikon,,54,103,1,,,,,,,
Wangen an der Aare,,992,244,2,,,,,,,
Oberhünigen,,629,246,2,,,,,,,
Zell (ZH),,231,110,1,,,,,,,
Grindel,,2617,1110,11,,,,,,,
Rossa,,3808,1847,18,,,,,,,
Thundorf,,4611,2012,20,,,,,,,
Bowil,,605,246,2,,,,,,,
Oberems,,6112,2306,23,,,,,,,
Meisterschwanden,,4202,1907,19,,,,,,,
Stein (AG),,4260,1909,19,,,,,,,
Bussigny,,5624,2229,22,,,,,,,
Lumino,,5010,2101,21,,,,,,,
Unterramsern,,2463,1103,11,,,,,,,
Horw,,1058,312,3,,,,,,,
Basel,,2701,,12,,,,,,,
Croy,,5752,2224,22,,,,,,,
Anières,,6602,,25,,,,,,,
Matzendorf,,2427,1102,11,,,,,,,
Zäziwil,,628,246,2,,,,,,,
Chavannes-le-Chêne,,5907,2224,22,,,,,,,
Chavannes-de-Bogis,,5707,2228,22,,,,,,,
Sulgen,,4506,2015,20,,,,,,,
Wald (BE),,888,246,2,,,,,,,
Samedan,,3786,1846,18,,,,,,,
Cerentino,,5309,2108,21,,,,,,,
Saanen,,843,248,2,,,,,,,
Tuggen,,1347,505,5,,,,,,,
St. Ursen,,2304,1006,10,,,,,,,
Pfäfers,,3294,1725,17,,,,,,,
Rothenbrunnen,,3637,1851,18,,,,,,,
Greifensee,,194,109,1,,,,,,,
Cormoret,,432,241,2,,,,,,,
Twann-Tüscherz,,756,242,2,,,,,,,
Schlatt (TG),,4546,2012,20,,,,,,,
Basse-Vendline,,6812,2603,26,,,,,,,
Alberswil,,1121,315,3,,,,,,,
Kirchleerau,,4275,1910,19,,,,,,,
Saint-Maurice,,6217,2310,23,,,,,,,
Bremblens,,5622,2227,22,,,,,,,
Gersau,,1311,502,5,,,,,,,
S-chanf,,3788,1846,18,,,,,,,
Reisiswil,,336,244,2,,,,,,,
Dozwil,,4406,2011,20,,,,,,,
Hundwil,,3002,1501,15,,,,,,,
Iseltwald,,582,250,2,,,,,,,
Nenzlingen,,2789,1302,13,,,,,,,
Russikon,,178,108,1,,,,,,,
Sigriswil,,938,247,2,,,,,,,
Montfaucon,,6751,2602,26,,,,,,,
Bergdietikon,,4023,1902,19,,,,,,,
Zeiningen,,4263,1909,19,,,,,,,
Giswil,,1403,,6,,,,,,,
Rifferswil,,12,101,1,,,,,,,
Kleinandelfingen,,33,102,1,,,,,,,
Chalais,,6232,2311,23,,,,,,,
Riddes,,6139,2307,23,,,,,,,
Mosnang,,3394,1727,17,,,,,,,
Schlatt-Haslen,,3104,,16,,,,,,,
Bourg-en-Lavaux,,5613,2226,22,,,,,,,
Belmont-Broye,,2053,1001,10,,,,,,,
Anwil,,2841,1304,13,,,,,,,
Sisseln,,4177,1906,19,,,,,,,
Ipsach,,739,242,2,,,,,,,
Freienstein-Teufen,,57,103,1,,,,,,,
Mauraz,,5488,2227,22,,,,,,,
Chancy,,6611,,25,,,,,,,
Veysonnaz,,6267,2312,23,,,,,,,
Hauterive (FR),,2233,1004,10,,,,,,,
Châtel-Saint-Denis,,2325,1007,10,,,,,,,
Le Lieu,,5873,2224,22,,,,,,,
Sembrancher,,6035,2303,23,,,,,,,
Ermensee,,1025,313,3,,,,,,,
Dotzigen,,386,243,2,,,,,,,
Hindelbank,,409,245,2,,,,,,,
Champtauroz,,5812,2222,22,,,,,,,
Höchstetten,,410,245,2,,,,,,,
Locarno,,5113,2104,21,,,,,,,
Gossau (ZH),,115,105,1,,,,,,,
Recherswil,,2530,1106,11,,,,,,,
Prévondavaux,,2038,1001,10,,,,,,,
Le Locle,,6436,,24,,,,,,,
Biasca,,5281,2107,21,,,,,,,
Eisten,,6282,2313,23,,,,,,,
Oberembrach,,65,103,1,,,,,,,
Kienberg,,2492,1105,11,,,,,,,
Homberg,,931,247,2,,,,,,,
Ennetbürgen,,1505,,7,,,,,,,
Sachseln,,1406,,6,,,,,,,
Wimmis,,769,249,2,,,,,,,
Gsteig,,841,248,2,,,,,,,
Koppigen,,413,245,2,,,,,,,
Urmein,,3670,1851,18,,,,,,,
Grandfontaine,,6792,2603,26,,,,,,,
Collina d'Oro,,5236,2105,21,,,,,,,
Andwil (SG),,3441,1721,17,,,,,,,
Kerzers,,2265,1005,10,,,,,,,
Malters,,1062,312,3,,,,,,,
Montreux,,5886,2230,22,,,,,,,
Flüelen,,1207,,4,,,,,,,
Rothenfluh,,2858,1304,13,,,,,,,
Rances,,5760,2224,22,,,,,,,
Olsberg,,4257,1909,19,,,,,,,
Murten,,2275,1005,10,,,,,,,
Glattfelden,,58,103,1,,,,,,,
Trimbach,,2500,1105,11,,,,,,,
Bioggio,,5151,2105,21,,,,,,,
Mönthal,,4106,1904,19,,,,,,,
Utzenstorf,,552,245,2,,,,,,,
Alle,,6771,2603,26,,,,,,,
Choulex,,6614,,25,,,,,,,
Niederrohrdorf,,4035,1902,19,,,,,,,
Oberlunkhofen,,4073,1903,19,,,,,,,
Bäriswil,,403,246,2,,,,,,,
Laufenburg,,4170,1906,19,,,,,,,
Gais,,3022,1502,15,,,,,,,
Naters,,6007,2301,23,,,,,,,
Langnau am Albis,,136,106,1,,,,,,,
Trubschachen,,909,245,2,,,,,,,
Illnau-Effretikon,,296,108,1,,,,,,,
Sumvitg,,3985,1850,18,,,,,,,
Elsau,,219,110,1,,,,,,,
Cortébert,,433,241,2,,,,,,,
Langenthal,,329,244,2,,,,,,,
Wetzikon (ZH),,121,105,1,,,,,,,
Walzenhausen,,3037,1503,15,,,,,,,
Poliez-Pittet,,5533,2223,22,,,,,,,
Wasterkingen,,70,103,1,,,,,,,
Pompaples,,5497,2227,22,,,,,,,
Biglen,,603,246,2,,,,,,,
Erlenbach (ZH),,151,107,1,,,,,,,
Hagneck,,736,243,2,,,,,,,
Plan-les-Ouates,,6633,,25,,,,,,,
Rünenberg,,2860,1304,13,,,,,,,
Täsch,,6295,2313,23,,,,,,,
Ennetmoos,,1506,,7,,,,,,,
Jussy,,6626,,25,,,,,,,
Sumiswald,,957,245,2,,,,,,,
Unterentfelden,,4013,1901,19,,,,,,,
Maracon,,5790,2226,22,,,,,,,
Nürensdorf,,64,103,1,,,,,,,
Vuarrens,,5539,2223,22,,,,,,,
Satigny,,6638,,25,,,,,,,
Walenstadt,,3298,1725,17,,,,,,,
Perrefitte,,701,241,2,,,,,,,
Poschiavo,,3561,1842,18,,,,,,,
Bättwil,,2471,1104,11,,,,,,,
Ferpicloz,,2194,1004,10,,,,,,,
Schwarzenberg,,1066,312,3,,,,,,,
Surpierre,,2044,1001,10,,,,,,,
Appenzell,,3101,,16,,,,,,,
Konolfingen,,612,246,2,,,,,,,
Roggliswil,,1142,315,3,,,,,,,
Hilterfingen,,929,247,2,,,,,,,
Agno,,5141,2105,21,,,,,,,
Berg (SG),,3211,1722,17,,,,,,,
Hüttlingen,,4590,2012,20,,,,,,,
Riniken,,4111,1904,19,,,,,,,
Bursins,,5853,2228,22,,,,,,,
Uttigen,,885,247,2,,,,,,,
Zuzwil (SG),,3426,1728,17,,,,,,,
Courtepin,,2254,1005,10,,,,,,,
Othmarsingen,,4205,1907,19,,,,,,,
Gebenstorf,,4029,1902,19,,,,,,,
Genthod,,6622,,25,,,,,,,
Steffisburg,,939,247,2,,,,,,,
Port,,745,242,2,,,,,,,
Ramlinsburg,,2832,1303,13,,,,,,,
Servion,,5799,2226,22,,,,,,,
Diemtigen,,762,249,2,,,,,,,
Castel San Pietro,,5249,2106,21,,,,,,,
Borex,,5706,2228,22,,,,,,,
Beringen,,2932,1403,14,,,,,,,
Adelboden,,561,249,2,,,,,,,
Richterswil,,138,106,1,,,,,,,
Fulenbach,,2575,1108,11,,,,,,,
Bas-Intyamon,,2162,1003,10,,,,,,,
Bex,,5402,2221,22,,,,,,,
Villaz,,2117,1002,10,,,,,,,
Wigoltingen,,4951,2015,20,,,,,,,
Eysins,,5716,2228,22,,,,,,,
Roveredo (GR),,3834,1847,18,,,,,,,
Zullwil,,2622,1110,11,,,,,,,
Bremgarten (AG),,4063,1903,19,,,,,,,
Menzingen,,1704,,9,,,,,,,
Rothenburg,,1040,313,3,,,,,,,
Niedergesteln,,6198,2309,23,,,,,,,
Uitikon,,248,111,1,,,,,,,
Ormalingen,,2856,1304,13,,,,,,,
Hägglingen,,4068,1903,19,,,,,,,
Seelisberg,,1215,,4,,,,,,,
Walterswil (SO),,2585,1108,11,,,,,,,
Villars-sous-Yens,,5652,2227,22,,,,,,,
Hergiswil bei Willisau,,1132,315,3,,,,,,,
Delley-Portalban,,2051,1001,10,,,,,,,
Monthey,,6153,2308,23,,,,,,,
Jenaz,,3863,1849,18,,,,,,,
Corgémont,,431,241,2,,,,,,,
La Sagne,,6423,,24,,,,,,,
Meinisberg,,390,242,2,,,,,,,
Schwellbrunn,,3004,1501,15,,,,,,,
Obersiggenthal,,4038,1902,19,,,,,,,
Finsterhennen,,493,243,2,,,,,,,
Blonay - Saint-Légier,,5892,2230,22,,,,,,,
Sorvilier,,711,241,2,,,,,,,
Moutier,,6831,2604,26,,,,,,,
Movelier,,6718,2601,26,,,,,,,
Domleschg,,3673,1851,18,,,,,,,
Gondiswil,,326,244,2,,,,,,,
Goms,,6077,2304,23,,,,,,,
Dürrenäsch,,4134,1905,19,,,,,,,
Glarus,,1632,,8,,,,,,,
Etziken,,2518,1106,11,,,,,,,
Henniez,,5819,2222,22,,,,,,,
Centovalli,,5397,2104,21,,,,,,,
Zuzgen,,4264,1909,19,,,,,,,
Muntogna da Schons,,3715,1851,18,,,,,,,
Ferreyres,,5483,2227,22,,,,,,,
Zumikon,,160,107,1,,,,,,,
Gurzelen,,867,247,2,,,,,,,
Rochefort,,6413,,24,,,,,,,
Avry,,2174,1004,10,,,,,,,
Dulliken,,2573,1108,11,,,,,,,
Oberkulm,,4140,1905,19,,,,,,,
Sutz-Lattrigen,,750,242,2,,,,,,,
Troinex,,6641,,25,,,,,,,
Niedergösgen,,2495,1105,11,,,,,,,
Bösingen,,2295,1006,10,,,,,,,
Visperterminen,,6298,2313,23,,,,,,,
Oberwil bei Büren,,391,243,2,,,,,,,
Kleinbösingen,,2266,1005,10,,,,,,,
Flims,,3732,1844,18,,,,,,,
Saas-Almagell,,6288,2313,23,,,,,,,
Kriens,,1059,312,3,,,,,,,
Clos du Doubs,,6808,2603,26,,,,,,,
Les Montets,,2050,1001,10,,,,,,,
Mont-la-Ville,,5491,2227,22,,,,,,,
Vernier,,6643,,25,,,,,,,
Mellingen,,4033,1902,19,,,,,,,
St. Gallen,,3203,1721,17,,,,,,,
Subingen,,2532,1106,11,,,,,,,
Arisdorf,,2821,1303,13,,,,,,,
Schattenhalb,,786,250,2,,,,,,,
Rüti bei Büren,,393,243,2,,,,,,,
Hubersdorf,,2548,1107,11,,,,,,,
Termen,,6010,2301,23,,,,,,,
Vechigen,,359,246,2,,,,,,,
Savigny,,5611,2226,22,,,,,,,
Herzogenbuchsee,,979,244,2,,,,,,,
Corcelles-près-Concise,,5555,2224,22,,,,,,,
Saint-Sulpice (VD),,5648,2229,22,,,,,,,
Tecknau,,2862,1304,13,,,,,,,
Bougy-Villars,,5426,2227,22,,,,,,,
Frenkendorf,,2824,1303,13,,,,,,,
Dietikon,,243,111,1,,,,,,,
Zetzwil,,4147,1905,19,,,,,,,
Schlossrued,,4142,1905,19,,,,,,,
Stallikon,,13,101,1,,,,,,,
Neuendorf,,2404,1101,11,,,,,,,
Strengelbach,,4285,1910,19,,,,,,,
Dizy,,5481,2227,22,,,,,,,
Biezwil,,2445,1103,11,,,,,,,
Herdern,,4811,2012,20,,,,,,,
Develier,,6712,2601,26,,,,,,,
Maisprach,,2853,1304,13,,,,,,,
Niederönz,,982,244,2,,,,,,,
Neunkirch,,2904,1401,14,,,,,,,
Schlatt (ZH),,226,110,1,,,,,,,
Fontenais,,6790,2603,26,,,,,,,
Sarnen,,1407,,6,,,,,,,
Spiringen,,1218,,4,,,,,,,
Ballwil,,1023,313,3,,,,,,,
Zollikon,,161,107,1,,,,,,,
Weisslingen,,180,108,1,,,,,,,
Villarzel,,5830,2222,22,,,,,,,
Altishofen,,1123,315,3,,,,,,,
Massongex,,6215,2310,23,,,,,,,
Bellach,,2542,1107,11,,,,,,,
Meilen,,156,107,1,,,,,,,
Wynau,,345,244,2,,,,,,,
Kreuzlingen,,4671,2013,20,,,,,,,
Buttisholz,,1083,314,3,,,,,,,
Conthey,,6023,2302,23,,,,,,,
Mergoscia,,5117,2104,21,,,,,,,
Wileroltigen,,671,246,2,,,,,,,
Lenzburg,,4201,1907,19,,,,,,,
Origlio,,5208,2105,21,,,,,,,
Lucens,,5675,2222,22,,,,,,,
Scharans,,3638,1851,18,,,,,,,
Gimel,,5428,2227,22,,,,,,,
Rüthi (SG),,3256,1723,17,,,,,,,
Visp,,6297,2313,23,,,,,,,
Cronay,,5910,2224,22,,,,,,,
Epsach,,735,243,2,,,,,,,
Rivaz,,5609,2226,22,,,,,,,
Embd,,6283,2313,23,,,,,,,
Liesberg,,2788,1302,13,,,,,,,
Verzasca,,5399,2104,21,,,,,,,
Corcelles-le-Jorat,,5785,2222,22,,,,,,,
Begnins,,5704,2228,22,,,,,,,
Granges-Paccot,,2198,1004,10,,,,,,,
Renens (VD),,5591,2229,22,,,,,,,
Lüterkofen-Ichertswil,,2455,1103,11,,,,,,,
La Grande Béroche,,6417,,24,,,,,,,
Kappel (SO),,2580,1108,11,,,,,,,
Valeyres-sous-Ursins,,5934,2224,22,,,,,,,
Le Mont-sur-Lausanne,,5587,2225,22,,,,,,,
Stein (AR),,3005,1501,15,,,,,,,
Wenslingen,,2865,1304,13,,,,,,,
Kiesen,,611,246,2,,,,,,,
Canobbio,,5167,2105,21,,,,,,,
Muralto,,5120,2104,21,,,,,,,
Wila,,181,108,1,,,,,,,
Flerden,,3662,1851,18,,,,,,,
Longirod,,5429,2228,22,,,,,,,
Wintersingen,,2866,1304,13,,,,,,,
Val-de-Travers,,6512,,24,,,,,,,
Stetten (SH),,2919,1402,14,,,,,,,
Châtonnaye,,2068,1002,10,,,,,,,
Realp,,1212,,4,,,,,,,
La Ferrière,,435,241,2,,,,,,,
Collex-Bossy,,6615,,25,,,,,,,
Walliswil bei Niederbipp,,990,244,2,,,,,,,
Sevelen,,3275,1724,17,,,,,,,
Ufhusen,,1145,315,3,,,,,,,
Kestenholz,,2403,1101,11,,,,,,,
Wängi,,4781,2014,20,,,,,,,
Walkringen,,626,246,2,,,,,,,
Cham,,1702,,9,,,,,,,
Buchberg,,2933,1403,14,,,,,,,
Oberrohrdorf,,4037,1902,19,,,,,,,
Boppelsen,,82,104,1,,,,,,,
Gisikon,,1055,312,3,,,,,,,
Safiental,,3672,1850,18,,,,,,,
Otelfingen,,94,104,1,,,,,,,
Frick,,4163,1906,19,,,,,,,
Dittingen,,2784,1302,13,,,,,,,
Binningen,,2765,1301,13,,,,,,,
Clarmont,,5629,2227,22,,,,,,,
Siselen,,499,243,2,,,,,,,
Vinzel,,5863,2228,22,,,,,,,
Fey,,5522,2223,22,,,,,,,
Pfaffnau,,1139,315,3,,,,,,,
Biel-Benken,,2764,1301,13,,,,,,,
Römerswil,,1039,313,3,,,,,,,
Knutwil,,1089,314,3,,,,,,,
Remigen,,4110,1904,19,,,,,,,
Vorderthal,,1348,505,5,,,,,,,
Maschwanden,,8,101,1,,,,,,,
Kölliken,,4276,1910,19,,,,,,,
Noville,,5408,2221,22,,,,,,,
Val de Bagnes,,6037,2303,23,,,,,,,
Lütisburg,,3393,1727,17,,,,,,,
Walchwil,,1710,,9,,,,,,,
Lancy,,6628,,25,,,,,,,
Lostallo,,3821,1847,18,,,,,,,
Oppens,,5923,2223,22,,,,,,,
St. Stephan,,793,248,2,,,,,,,
Lajoux (JU),,6750,2602,26,,,,,,,
Balerna,,5242,2106,21,,,,,,,
Birrwil,,4132,1905,19,,,,,,,
Grüningen,,116,105,1,,,,,,,
Rickenbach (TG),,4751,2014,20,,,,,,,
Studen (BE),,749,243,2,,,,,,,
Lausen,,2828,1303,13,,,,,,,
Villarsel-sur-Marly,,2230,1004,10,,,,,,,
Wollerau,,1323,503,5,,,,,,,
Erstfeld,,1206,,4,,,,,,,
Sévaz,,2043,1001,10,,,,,,,
Capriasca,,5226,2105,21,,,,,,,
Zollikofen,,361,246,2,,,,,,,
Melchnau,,333,244,2,,,,,,,
Vaulruz,,2155,1003,10,,,,,,,
Luthern,,1135,315,3,,,,,,,
Grossaffoltern,,303,243,2,,,,,,,
Surses,,3543,1841,18,,,,,,,
Le Châtelard,,2067,1002,10,,,,,,,
Waldstatt,,3007,1501,15,,,,,,,
Kilchberg (BL),,2851,1304,13,,,,,,,
Buchs (ZH),,83,104,1,,,,,,,
Montricher,,5492,2227,22,,,,,,,
Thalwil,,141,106,1,,,,,,,
Wilderswil,,594,250,2,,,,,,,
Fislisbach,,4027,1902,19,,,,,,,
Hombrechtikon,,153,107,1,,,,,,,
Lavigny,,5637,2227,22,,,,,,,
Buchholterberg,,923,247,2,,,,,,,
Wassen,,1220,,4,,,,,,,
Däniken,,2572,1108,11,,,,,,,
Neuenhof,,4034,1902,19,,,,,,,
Wallbach,,4261,1909,19,,,,,,,
Breil/Brigels,,3981,1850,18,,,,,,,
Trélex,,5730,2228,22,,,,,,,
Goumoëns,,5541,2223,22,,,,,,,
Zeglingen,,2868,1304,13,,,,,,,
Treiten,,500,243,2,,,,,,,
Corbeyrier,,5404,2221,22,,,,,,,
Duillier,,5715,2228,22,,,,,,,
Tägerig,,4077,1903,19,,,,,,,
Dättlikon,,215,110,1,,,,,,,
