name,bfs_nummer,status,iou,area_diff_pct,hausdorff_distance,symmetric_diff_pct,swisstopo_area,osm_area
Crassier,5714,https://osm.org/relation/1684929,0.12022089669179101,66.5464570553184,168.0630855518186,104.80936277113612,2030300.1315397625,679207.3264105816
La Baroche,6810,https://osm.org/relation/1685604,0.040879168875562824,75.04747601598272,487.7132933094079,115.13782986368311,31071562.971029166,7753139.202555082
Meyrin,6630,https://osm.org/relation/1685516,0.0912860854327621,83.21094302150048,664.2115240576494,97.250246807155,9937310.744492294,1668380.7630233665
Veltheim (AG),4120,https://osm.org/relation/1684450,0.023773010805323146,82.20249817850136,389.61640661792177,112.32675536874375,5238638.579858522,932346.7966720506
Suscévaz,5930,https://osm.org/relation/1685158,0.29779351049879993,60.95933710688587,273.32989184830234,75.23173370667166,4156739.7734614545,1622818.7623010823
Endingen,4305,https://osm.org/relation/3411173,0.14384775345376796,84.08606262087413,587.0229007874766,86.75977864493699,11913840.945474073,1895961.187511401
Morschach,1366,https://osm.org/relation/1683091,0.10896853972354906,77.23910318502384,511.8218638038823,98.6356395476857,23502309.038925685,5349336.309486691
Gränichen,4006,https://osm.org/relation/1684319,0.06439718920180268,82.19840027510259,216.8338497555176,103.54734955828818,17233142.859714445,3067775.111906106
Cheseaux-sur-Lausanne,5582,https://osm.org/relation/1684899,0.10950306104938569,71.98283461320065,147.27377947802032,102.74770562801072,4584763.51893416,1284520.7776934255
Mont-Tramelan,437,https://osm.org/relation/1682557,0.3067433128145346,6.457020171189401,53.451554483230865,109.53008785006814,4639706.085281526,4939292.843092056
Buckten,2843,https://osm.org/relation/1683635,0.04228467849690664,87.78156837587197,326.5774487969618,103.11320269665998,1997945.9796734178,244117.6634134115
Nidau,743,https://osm.org/relation/1682573,0.3738567567065742,59.45192670924306,491.534756871419,64.05560552025,1521013.827740571,616741.8016347941
Staffelbach,4284,https://osm.org/relation/1684430,0.06679401772484561,84.85408739279839,399.76038704693667,100.72690012711365,8933086.37662505,1352997.4557294627
Rüttenen,2555,https://osm.org/relation/1683572,0.15315105308040955,79.53238596213042,351.6032608623936,88.46878456500872,8765316.787112707,1794051.2091828203
Grenchen,2546,https://osm.org/relation/1683510,0.016838320636626634,54.798415603641494,533.3468141484137,140.39265698795575,26026670.247369442,11764467.317426628
Magliaso,5193,https://osm.org/relation/1684704,0.08889387393674146,90.45990584305997,259.76270056297216,91.65507605908634,1755649.0609972603,167490.57348457223
Eschenbach (SG),3342,https://osm.org/relation/2743488,0.09471645996450936,80.9081205938919,826.753237206736,98.48387424606382,54891727.736974165,10479862.463472297
