Name,Country,OSM Relation,BFS Number,Bezirksnummer,Kantonsnummer,IoU,Area Diff [%],Hausdorff Distance [m],Symmetric Diff [%],Area swisstopo [m²],Area OSM [m²]
Ruswil,CH,1682914,1098,314,3,0.9995758722349006,0.005091730475379968,3.65,0.04242069263457759,45252554.77042832,45250250.63230619
Gaiserwald,CH,1683882,3442,1721,17,0.9999958286710686,1.6661408287326167e-05,0.015,0.00041713379787373765,12632851.261824569,12632853.366635496
Anniviers,CH,1685266,6252,2311,23,0.9999993075237891,1.4885028526891174e-06,0.016,6.924764552775089e-05,243383343.74869046,243383347.37145847
Corbières,CH,1683296,2129,1003,10,0.9998426168126509,0.010268855396697717,2.818,0.015740365441928805,10756874.366586152,10757978.974460062
Porrentruy,CH,1685622,6800,2603,26,0.9999973473727549,1.6027947836410935e-05,0.015,0.000265263097698493,14761515.834927788,14761518.200895846
Trin,CH,1684192,3734,1844,18,0.9996615183942422,0.007617284871198272,3.526,0.033855179408841585,47168589.02925609,47172181.995052174
Ueberstorf,CH,1683413,2308,1006,10,0.9999967881831939,1.6856672407135943e-06,0.016,0.00032118219377283343,16109558.148182306,16109557.876628762
Boncourt,CH,1685574,6774,2603,26,0.9999964357826878,4.734665745057958e-05,0.015,0.00035642245079744767,9020525.69429155,9020529.965208951
Yens,CH,1685205,5655,2227,22,0.9999954917801731,1.2266864830654709e-05,0.015,0.000450823026829111,9514784.127074447,9514785.294240154
Beinwil am See,CH,1684264,4131,1905,19,0.9999956556799368,9.470283819013927e-05,0.016,0.0004344331557094778,5761875.385279692,5761880.841939215
Bannwil,CH,1682370,323,244,2,0.9983115898557053,0.02959439409472287,5.582,0.1690086761486979,4775692.068417484,4777105.405548962
Muri (AG),CH,1684371,4236,1908,19,0.9999845531229967,0.0005662077642555711,0.29,0.001544704003879945,12340102.297316544,12340172.167933868
Schmerikon,CH,1683933,3338,1726,17,0.998639353880651,0.0020648670254365758,5.805,0.13615583711393286,5976603.408165079,5976479.999252062
Lauterbrunnen,CH,1682529,584,250,2,0.9999991466341293,7.385215054433956e-06,0.015,8.533662647404694e-05,164664507.0578296,164664519.21865755
Bellikon,CH,1684265,4022,1902,19,0.9999945425719875,9.786459582256643e-05,0.015,0.0005457440234232165,4941146.806792932,4941141.97115958
Gams,CH,1683883,3272,1724,17,0.9999973772361526,2.6880882491308406e-05,0.015,0.00026227676381600543,22273478.73462271,22273484.721930355
Siblingen,CH,1683707,2953,1404,14,0.9999968475829577,1.0708794943845484e-05,0.014,0.00031524218417163554,9420890.937743051,9420889.928879159
Möriken-Wildegg,CH,1684375,4203,1907,19,0.9999874197237211,0.00046663367005936774,0.126,0.001258032605874721,6608795.281116994,6608764.442253027
La Sonnaz,CH,1683346,2235,1004,10,0.9996336384064349,0.0044301758964151935,3.131,0.03664205995513278,6958392.0511176875,6958083.782110261
Reigoldswil,CH,1683693,2893,1305,13,0.9993475884780482,0.006704689301193206,2.778,0.06526025335768064,9252347.02633139,9251726.685210206
Morrens (VD),CH,1685065,5527,2223,22,0.9999928849530831,5.824568800472455e-05,0.014,0.0007115074301544208,3667665.7411089796,3667667.877366124
Arni (AG),CH,1684256,4061,1903,19,0.9999917992891019,9.597963749165611e-05,0.016,0.0008200748458543027,3372858.5296009425,3372861.7668583323
Thürnen,CH,1683715,2864,1304,13,0.9986747765292804,0.02582454185392115,3.404,0.13262733914785832,2259984.6346205254,2260568.265298385
Chexbres,CH,1684903,5601,2226,22,0.9994131556677579,0.03290530047477403,3.669,0.05871131557015103,2145693.2438859604,2146399.290695128
Fürstenau,CH,1684084,3633,1851,18,0.9999923241969686,0.0002797640166098459,0.006,0.0007675843226993451,1317425.696081553,1317429.381764596
Savièse,CH,1685372,6265,2312,23,0.9999979403205367,4.8311237699772705e-05,0.015,0.00020596820809535538,70974731.06851983,70974765.35729086
Agarn,CH,1685264,6101,2306,23,0.9999949740832534,1.6527212874773472e-05,0.015,0.0005025928962482938,7646450.274360548,7646449.010615434
Unterschächen,CH,1683118,1219,,4,0.9999986826637924,4.199840965560922e-06,0.016,0.00013173371028652858,80276485.92446826,80276489.295953
Villars-Epeney,CH,1685183,5935,2224,22,0.999986931504826,0.00022106296623705264,0.007,0.0013068595012754296,864476.4633209585,864478.3743582708
Grône,CH,1685314,6238,2311,23,0.9999966718384234,6.062415309303172e-06,0.014,0.0003328167215685072,20728138.14030394,20728139.39692976
Hüniken,CH,1683530,2524,1106,11,0.9999900140300934,0.00012393474495641345,0.007,0.00099860259549465,1019192.2955164665,1019193.5586498386
Sils im Engadin/Segl,CH,1684169,3789,1846,18,0.9999983563886804,2.2987119245428065e-05,0.015,0.00016436124776854748,63579600.38264229,63579585.767523736
Meierskappel,CH,1682897,1064,312,3,0.9999934281293958,2.127982103043003e-05,0.016,0.0006571891500382348,9231841.600255985,9231839.635736614
Sonceboz-Sombeval,CH,1682667,444,241,2,0.9991278991677114,0.05347211427519297,6.115,0.08722480110198884,14966047.899646735,14958045.237411356
Chêne-Bougeries,CH,1685465,6612,,25,0.9984861380593283,0.011586331387561485,3.176,0.15150964646397969,4140265.4286260176,4140745.133498903
Vallon,CH,1683416,2045,1001,10,0.9992237908547386,0.0040835561124595784,3.139,0.07765263671632922,3511348.24289178,3511491.6307675825
Roches (BE),CH,1682622,704,241,2,0.9993905660930162,0.023233252257253555,3.279,0.060969048567020984,9063930.047534978,9066035.893267343
Bellevue,CH,1685450,6606,,25,0.9988504649841101,0.019380152967242745,5.544,0.11503075661262356,6346902.319654189,6348132.3590324195
Champoz,CH,1682408,683,241,2,0.9990341917291664,0.01722628182503049,7.794,0.09661916623562006,7173739.093650385,7172503.32513672
Bäretswil,CH,1682099,111,105,1,0.9999967756337345,9.842825081561938e-06,0.016,0.0003224371616743292,22191943.87097457,22191946.055288788
Sullens,CH,1685157,5501,2223,22,0.9988717357643587,0.03126581204019837,4.638,0.11287246049562873,3906544.6375676035,3905323.224663955
Chavornay,CH,1684895,5749,2224,22,0.9999628887161824,0.002490431030750906,2.197,0.0037111510330599027,19283184.08403829,19282703.849638145
Chêne-Bourg,CH,1685466,6613,,25,0.9975450900232047,0.14902931289036617,3.598,0.24560954556769157,1280732.5463030215,1278823.8793893028
Bursinel,CH,1684872,5852,2228,22,0.999913489861438,0.006804623706574429,3.722,0.00865109372540649,7707024.13784368,7706499.7038521245
Trient,CH,1685383,6142,2307,23,0.9999981566424425,9.798967102225837e-06,0.022,0.00018433591644189008,39555212.49450918,39555208.61850692
Buchs (SG),CH,1683869,3271,1724,17,0.999995424121429,1.7862416732190188e-06,0.016,0.00045758890815878286,15950064.465655755,15950064.750562454
La Tour-de-Peilz,CH,1685014,5889,2230,22,0.999996829496133,1.0494818435846793e-06,0.013,0.00031705088761545096,11327965.714926913,11327965.59604197
Tübach,CH,1683950,3218,1722,17,0.9999912004339477,9.225916775030987e-05,0.015,0.0008799608827558951,1989282.4062399876,1989284.2415353798
Stalden (VS),CH,1685379,6293,2313,23,0.9999770737005939,0.001812240228517704,0.66,0.0022926354477418205,10428263.055043878,10428074.069865659
Thierachern,CH,1682681,941,247,2,0.9989470260454583,0.019327722114037937,2.987,0.10536304351857546,7525838.26694196,7527292.840048946
Romont (BE),CH,1682626,442,241,2,0.9997991105801884,0.014407435359202763,4.728,0.020092407307858256,7019095.6583739575,7020106.930043738
Köniz,CH,1682518,355,246,2,0.9999978784294157,1.2583113118694483e-06,0.068,0.0002121572819539967,51012246.27366108,51012245.63176821
Churwalden,CH,1684064,3911,1848,18,0.9997259928120241,0.0007184214920083426,3.967,0.027404571748761722,48529199.087655894,48529547.73185204
Gilly,CH,1684984,5857,2228,22,0.9999957843331856,3.2533295288218446e-05,0.015,0.0004215676386997709,7760320.916470543,7760323.441158662
Brusio,CH,1684052,3551,1842,18,0.9999977640126881,4.4897531284516436e-05,0.028,0.00022359903120271614,46297904.49343398,46297925.280050136
Krattigen,CH,1682515,566,249,2,0.9996327923908075,0.01245071603555604,7.018,0.036729790647210145,5998282.430243764,5999029.259356164
Thusis,CH,1684187,3668,1851,18,0.9987160454865727,0.024186047187462822,3.718,0.12849346811903867,16771835.898149313,16775892.342293844
Riva San Vitale,CH,1684747,5263,2106,21,0.99999591905964,4.381606784228437e-05,0.014,0.0004080947791793112,7707707.333586938,7707703.956372663
Lüscherz,CH,1682542,497,243,2,0.9999934942133094,7.000597966209196e-05,0.007,0.0006505810132420114,5420783.20931284,5420787.004185231
Rebstein,CH,1683922,3255,1723,17,0.9987819683398691,0.011322997218910126,3.341,0.12188429136051623,4393678.198683022,4394175.694743266
Hausen (AG),CH,1684323,4100,1904,19,0.9999911942590817,8.577684585012509e-05,0.012,0.0008805775912329984,3203685.900054014,3203683.152033298
Delémont,CH,1685596,6711,2601,26,0.9999975277786692,1.8771436754076824e-05,0.015,0.0002472224155114459,21966649.183949593,21966645.060493935
Pfäffikon,CH,1682189,177,108,1,0.9999956704272321,3.1007416701824884e-05,0.015,0.00043295814732231493,19524572.1668573,19524566.112791847
Rubigen,CH,1682627,623,246,2,0.9993075895355612,0.028653663999895176,2.763,0.06927494984231095,6918544.063585497,6920526.479955162
Marchissy,CH,1685041,5430,2228,22,0.9999961599982444,5.440075151874534e-05,0.016,0.00038400101733670973,11979299.115671225,11979305.63249997
Disentis/Mustér,CH,1684070,3982,1850,18,0.9999986853919768,1.4525075773289428e-05,0.018,0.0001314608986644184,90986027.60130213,90986040.81709158
Oberkirch,CH,1682903,1095,314,3,0.9990815605669332,0.012866284125332575,4.175,0.09189205039944713,10954968.161987534,10956377.659317095
Birrhard,CH,1684274,4093,1904,19,0.9999919211206435,4.5403741445531333e-05,0.015,0.0008078910157540082,2995890.449721054,2995889.0894747004
Gletterens,CH,1683325,2022,1001,10,0.9999952982835717,0.000215165455732852,0.015,0.00047017325363726977,7108709.872270387,7108725.16775838
Kleinlützel,CH,1683535,2619,1110,11,0.9999971010580224,4.60875762923265e-05,0.016,0.0002898945510693006,16319252.515343552,16319244.9941956
Crans (VD),CH,1684928,5713,2228,22,0.9999962602248557,9.858692536612403e-05,0.015,0.00037397802928886345,8854737.908905447,8854729.179291593
Rorbas,CH,1682197,68,103,1,0.9989680410449576,0.033702538539103245,5.401,0.10323177116130242,4436142.339961614,4434647.247379839
Reiden,CH,1682908,1140,315,3,0.9997180176746664,0.0025468297820102647,4.48,0.02820184966438635,27032863.87309136,27032175.39206331
Coinsins,CH,1684910,5710,2228,22,0.9999919312224251,8.511735909016361e-06,0.014,0.0008068810469603334,2908159.2727271444,2908159.5202619815
Martigny,CH,1685332,6136,2307,23,0.9998320718870106,0.002871904049146758,3.261,0.016793980252789924,32590138.37535182,32589202.417848196
Oberriet (SG),CH,1683917,3254,1723,17,0.9992603088235941,0.018476997824715097,3.468,0.07400332107858662,34602089.992227174,34608483.419642344
Kemmental,CH,1684534,4666,2013,20,0.9999971970696108,4.478345728251338e-05,0.015,0.000280293369074902,25041205.731861826,25041194.517544154
Lauerz,CH,1683089,1365,506,5,0.9993268299635699,0.011996285529338655,3.636,0.06734370829620677,9186163.21416215,9187265.212530512
Froideville,CH,1684980,5523,2223,22,0.9993006688036737,0.00514457721544056,4.502,0.06995578188121264,7084096.0085035805,7083731.561714407
Mauborget,CH,1685045,5562,2224,22,0.9999929210344792,0.00013039599578468472,0.014,0.0007078995191806581,5517706.348137497,5517713.543005634
Binn,CH,1685275,6054,2304,23,0.9999977989232418,6.074577054393275e-05,2.352,0.0002201078510542088,65083758.7312062,65083719.19557546
Courtételle,CH,1685594,6710,2601,26,0.9991274374434559,0.06840939902157363,6.781,0.08732419930781257,13556410.346349021,13565684.205195857
Schnottwil,CH,1683573,2461,1103,11,0.9995551815438224,0.017711951117506744,2.626,0.0444878008137322,7165408.512719187,7164139.379066044
Oberwil-Lieli,CH,1684393,4074,1903,19,0.999994623369601,6.207695888308457e-06,0.016,0.0005376644684973396,5349508.619735047,5349508.287653821
Ronco sopra Ascona,CH,1684748,5125,2104,21,0.9999959355914597,8.611479951190392e-05,0.016,0.00040644185498245154,8908459.040228743,8908466.711730385
Triesen,LI,1155945,7002,,,0.9999967687606517,6.062038089327921e-05,0.016,0.00032312435933840305,26483798.734308086,26483782.67972842
Lengwil,CH,1684539,4683,2013,20,0.9999952288831538,7.341020607651503e-05,0.016,0.00047711299801126144,8886320.543837564,8886327.067303788
Steg-Hohtenn,CH,1685381,6204,2309,23,0.9999974405808524,4.875610579853382e-06,0.014,0.0002559422485193795,14026259.289437132,14026259.973302914
Lax,CH,1685325,6061,2304,23,0.9999939073274656,7.512751292326473e-05,0.014,0.0006092693383996718,5419314.84034337,5419318.911739827
Wohlenschwil,CH,1684466,4046,1902,19,0.9999946307454711,9.27916254870346e-05,0.015,0.000536927143457154,4389722.748967946,4389726.822263039
Häggenschwil,CH,1683897,3201,1721,17,0.9989272439721132,0.011507311147541553,3.429,0.1073393495245778,9071366.221907575,9072410.092244063
Eggersriet,CH,1683875,3212,1721,17,0.999993554644568,1.1051000116731355e-05,0.016,0.0006445376561170059,8902692.290038513,8902693.273875048
Belprahon,CH,1682376,681,241,2,0.9987683972315812,0.017725195078836475,6.044,0.12322524391788828,3814942.8227929673,3814266.616735481
Icogne,CH,1685317,6239,2311,23,0.9991766823141128,0.005130783244518875,5.421,0.08236778814925258,24825406.713381153,24826680.451189186
Weiach,CH,1682233,102,104,1,0.9991557955762964,0.015822577684664624,3.594,0.0844627730386521,9578078.951892097,9579594.450874958
Landiswil,CH,1682523,613,246,2,0.9997285160187704,0.004500066975032377,3.952,0.027152694731798595,10257703.014926484,10258164.618432255
Heimiswil,CH,1682474,407,245,2,0.9999841854089151,0.00041357961042419434,4.035,0.0015814748841942155,23360452.549121127,23360549.163189773
Lonay,CH,1685031,5638,2227,22,0.9992955769764134,0.023530466590988557,3.99,0.07045883106892697,3715953.263409971,3715078.8822687874
Gsteigwiler,CH,1682461,577,250,2,0.9999963330319527,2.695216293261581e-05,0.013,0.00036669742759736683,7018305.89578204,7018304.0041968
Yverdon-les-Bains,CH,1868691,5938,2224,22,0.999996105771936,1.9223964002385407e-05,0.014,0.00038942360205193013,15025613.192536034,15025616.081054505
Courchapoix,CH,1685587,6706,2601,26,0.9999954381485793,8.518445517437535e-05,0.014,0.0004561859883081572,6391615.594635494,6391610.149972573
Kirchdorf (BE),CH,1682510,872,246,2,0.9991888466845653,0.005368147441979168,5.53,0.08114606529813165,14620838.397907412,14620053.529744959
Ballaigues,CH,1684840,5744,2224,22,0.9999963117281468,0.00012178144397979632,0.014,0.00036882764088620273,9058963.690845443,9058952.65870865
Wauwil,CH,1682928,1146,315,3,0.9987826752379794,0.011878977013662672,2.699,0.12179938061663409,2964521.510556394,2964169.3557275897
Obergoms,CH,1685350,6076,2304,23,0.9999987010006629,9.341978693053415e-07,0.016,0.00012990001873227359,155980791.9318194,155980793.38898864
Ried bei Kerzers,CH,1683388,2276,1005,10,0.9993077355899462,0.0073863716093706235,2.841,0.06924785325645526,7551084.471453713,7550526.720294114
Teufenthal (AG),CH,1684437,4145,1905,19,0.999993842701618,0.00010008533402025097,0.015,0.0006157314257046326,3573254.2377199912,3573250.661416552
Leuk,CH,1685328,6110,2306,23,0.9999980124352844,1.8430654673557558e-05,0.015,0.0001987566508068648,54299309.23727688,54299299.22955871
Oberuzwil,CH,1683918,3407,1728,17,0.999315957705005,0.005777983344493577,3.78,0.06842961006553594,14076122.120960878,14076935.436952578
Eiken,CH,1684301,4161,1906,19,0.9999960412184465,8.783787557481466e-05,0.014,0.00039587876518410847,7083983.782956335,7083977.560535474
Crémines,CH,1682417,691,241,2,0.9986587315666152,0.027488523843382125,6.307,0.134235300868993,9478824.153293584,9481429.742131034
Stabio,CH,1684761,5266,2106,21,0.9999950004532789,2.4339476361504315e-05,0.014,0.0004999559827747112,6149303.148980347,6149304.645688534
Hittnau,CH,1682140,173,108,1,0.9999960918069403,2.1605464658840265e-05,0.014,0.0003908201117728348,12955438.002792023,12955440.801874602
Chevilly,CH,1684901,5476,2227,22,0.9999935953438437,5.0389248524820184e-05,0.016,0.0006404678280121673,3885345.3796734805,3885347.33746982
Feuerthalen,CH,1682121,27,102,1,0.9987324319838204,0.06969342562459467,3.845,0.12688138759096945,2481590.613624491,2483320.119133104
Rheineck,CH,1683925,3235,1723,17,0.9987688907697692,0.03567755145913511,6.194,0.1231647761879799,2205210.0190489436,2204423.2541096155
Lovatens,CH,1685033,5674,2222,22,0.9973727071868098,0.03724131144066227,3.217,0.2631238549404507,3468624.099815278,3469915.860918996
Knonau,CH,1682155,7,101,1,0.9983017560356742,0.028090738907043132,3.613,0.1699925933443007,6466002.9202264305,6467819.268224473
Niederried bei Interlaken,CH,1682577,588,250,2,0.999995043621817,1.2945396697845092e-05,0.015,0.0004956390789310546,4149427.2969450364,4149427.8341048607
Chardonne,CH,1684888,5882,2230,22,0.9999865283464854,0.0009711430445618545,0.271,0.001347167884301702,15363830.560930718,15363681.356158847
Wald (ZH),CH,1682228,120,105,1,0.9991968322169559,0.008105808364740804,3.806,0.08034578871687408,25264900.59716452,25262852.67273857
Dierikon,CH,1682823,1053,312,3,0.9981342216632905,0.005337966369848277,3.237,0.18674706825710535,2775304.908105083,2775156.7632624274
Merishausen,CH,1683676,2936,1403,14,0.9999973936533435,6.13267457584286e-05,0.016,0.0002606350852781689,17565698.768080562,17565709.540551987
Willisau,CH,1682932,1151,315,3,0.9992157127670156,1.2362235142623048e-05,3.546,0.07845948583744283,47218952.52944058,47218946.69212264
Schongau,CH,1682918,1041,313,3,0.9998028804497024,0.008987959173332599,3.09,0.019714783965593174,12429135.544928897,12430252.670557274
Lostorf,CH,1683543,2493,1105,11,0.9992268876296636,0.012754526466444125,4.006,0.07733620147960396,13247021.521782449,13245331.926916437
Wyssachen,CH,1682734,960,244,2,0.9999968054116005,9.04780050544083e-07,0.014,0.0003194593518084517,11692008.9289856,11692009.034772564
Hellikon,CH,1684324,4251,1909,19,0.9999958906772227,1.7754492347979135e-05,0.015,0.0004109331586007246,7044085.1517391,7044086.402380659
Daillens,CH,1684940,5480,2223,22,0.9979277046973084,0.018645380549607488,4.46,0.20742513396722786,5520686.9038859885,5519657.550803807
Sauge,CH,3411230,449,241,2,0.9999967510035264,5.940314231505683e-06,0.015,0.0003249001654774108,13457899.012856063,13457898.213414572
Corsier (GE),CH,1685475,6619,,25,0.9987905995286004,0.003436231472824634,3.609,0.12101530301220341,4292730.659268474,4292878.167430432
Aeschi bei Spiez,CH,1682360,562,249,2,0.9999967251884063,1.2076047775759747e-05,0.016,0.0003274816754083244,30996956.653381694,30996952.9101744
Schupfart,CH,1684421,4259,1909,19,0.9999959029992412,3.1355994569552746e-05,0.013,0.0004097009793734854,7046625.399849093,7046627.60938857
Ettiswil,CH,1682834,1128,315,3,0.9990384222557622,0.0032832846903907194,3.378,0.09620244892381848,12582490.724018307,12582077.605026696
Samnaun,CH,1684151,3752,1843,18,0.999778695821592,0.002858025245918883,3.392,0.02213318317014835,56285712.784771755,56287321.44465299
Mägenwil,CH,1684372,4032,1902,19,0.9999942032225677,2.417720641179083e-05,0.014,0.0005796793532735374,3477907.876558028,3477907.035697062
Ennetbaden,CH,1684304,4026,1902,19,0.999990054625795,0.00013439442511011993,0.014,0.0009945416976787176,2108803.9234629753,2108801.0893480657
Bière,CH,1684855,5425,2227,22,0.9994179069720561,0.003964686291737877,3.55,0.058227403585413805,25055410.606563766,25056403.974993423
Zell (LU),CH,1682934,1150,315,3,0.9990660889214197,0.01587928879902245,3.546,0.09342731934041484,13906069.440795919,13903861.255868822
Egolzwil,CH,1682827,1127,315,3,0.9983988038407964,0.0015237031102261133,3.254,0.16024913094067902,4180489.119012918,4180552.817255647
Santa Maria in Calanca,CH,1684153,3810,1847,18,0.9999960569231988,7.466175100272758e-05,0.016,0.00039430860496030766,9312894.53156545,9312901.484735576
Vals,CH,1684202,3603,1850,18,0.9999626863925486,0.003436862985801595,1.869,0.003731366239213474,175560027.3606491,175553993.6030509
Nottwil,CH,1682902,1094,314,3,0.9994159256166545,0.013119182783887868,3.641,0.05842833287008727,14834107.392368427,14836053.50603159
Egg,CH,1682113,192,109,1,0.999384629893079,0.014148011342940331,5.188,0.061560305009966246,14528066.940606097,14530122.373164764
Urtenen-Schönbühl,CH,1682702,551,246,2,0.999044151025355,0.011621439213863966,3.172,0.09562504484455042,7189469.754698523,7188634.234841182
Bleienbach,CH,1682383,324,244,2,0.9986076095320239,0.00018956670677313186,3.549,0.1393361839601953,5694234.462615481,5694245.256988227
Prez,CH,10523738,2237,1004,10,0.9999958724364961,1.6770320115798988e-05,0.016,0.0004127571675099404,16045806.658886079,16045803.967952937
Hochwald,CH,1683523,2475,1104,11,0.9999964857204549,1.100678364903655e-05,0.014,0.00035142855277676055,8348650.710983976,8348649.792066054
Grellingen,CH,1683651,2786,1302,13,0.9997259888168594,0.002913389732244846,2.266,0.02740447372949054,3293820.03826008,3293724.0764452866
Denges,CH,1684943,5632,2227,22,0.9999890241510875,0.0002320245821000319,0.016,0.0010975921880599076,1657578.4254900555,1657582.2714794702
Amlikon-Bissegg,CH,1684498,4881,2015,20,0.9995046605121463,0.0057480586244138855,3.658,0.04954479591198404,14457449.303323828,14456618.280662278
Amriswil,CH,1684499,4461,2011,20,0.9999967351574575,2.8111813044590792e-05,0.016,0.0003264848327537004,19021204.78193663,19021210.129142158
Bünzen,CH,1684289,4229,1908,19,0.999994507984533,4.2877306495636315e-05,0.015,0.0005492029372906009,5774901.2727388935,5774898.796616775
Vendlincourt,CH,1685634,6806,2603,26,0.9999958005927958,6.189713088650447e-06,0.015,0.0004199416153274713,9151025.123749489,9151025.690171689
Echandens,CH,1684953,5633,2227,22,0.9999941800321479,1.3913785880038817e-05,0.015,0.0005819984383631321,3880892.0419884827,3880891.5020094737
Fideris,CH,1684077,3861,1849,18,0.9996135526655096,0.007079367439241345,3.638,0.038653570134983446,25355436.74380453,25357231.748337448
Attinghausen,CH,1683059,1203,,4,0.9995235653645759,0.00803310075889418,3.592,0.047652901665063106,46890505.41335398,46886738.65180777
Renan (BE),CH,1682618,441,241,2,0.9992443465981339,0.025737375424309237,4.683,0.07558417363787372,12632930.34845907,12629678.963748196
Emmetten,CH,1683066,1504,,7,0.9999979242405259,1.5577384538697115e-05,0.035,0.0002075761791083134,28618876.520715006,28618880.978787452
Münchwilen (TG),CH,1684545,4746,2014,20,0.9980979845959699,0.021068809957535337,4.708,0.19036254004431297,7814575.463560956,7812929.02550755
Genève,CH,1685488,6621,,25,0.9992571446448124,0.026341773967768104,7.328,0.07430334977533974,18296128.080926716,18291308.556222785
Männedorf,CH,1682167,155,107,1,0.9997098805485894,0.019448041306014383,3.123,0.029013332679716487,4766946.317536449,4766019.239847579
Henggart,CH,1682135,31,102,1,0.9972852890577907,0.01532143834259856,6.686,0.2718192529330783,3032983.046066004,3032518.3494386594
Lalden,CH,1685324,6286,2313,23,0.9987324438936162,0.053799275315005876,3.182,0.12687011493269204,1301134.9146850486,1301834.9158400197
Hüntwangen,CH,1682147,61,103,1,0.9994320733096045,0.03548690426883941,3.098,0.056818880499125125,4908567.135936027,4910309.034456529
Soubey,CH,1685629,6759,2602,26,0.9999969455866581,2.5514158441555266e-05,0.015,0.0003054417616541096,13489317.145621965,13489313.703936215
Arbedo-Castione,CH,1684616,5001,2101,21,0.9999971971256365,2.8888966924596155e-05,0.015,0.0002802878697530552,21388407.987000287,21388414.165890396
Provence,CH,1685110,5566,2224,22,0.9999980829035923,1.4565781817652873e-05,0.015,0.00019170983853439985,31863367.85630493,31863372.49745357
Chéserex,CH,1684907,5709,2228,22,0.9999957392239434,4.4129315456385715e-05,0.016,0.0004260784191720087,10580673.41874056,10580668.749561809
Maienfeld,CH,1684110,3953,1845,18,0.9996051248900306,0.01414278614705924,4.885,0.03949251598599617,32326605.630575377,32322033.747872442
Romanel-sur-Morges,CH,1685126,5645,2227,22,0.9986620700601831,0.09798520121073134,2.926,0.1339481492686129,1757512.3189975703,1759234.4209796435
Hägendorf,CH,1683528,2579,1108,11,0.9995703009014891,0.005127140715544642,2.936,0.0429780421002037,13937300.660587506,13936586.07557069
Stäfa,CH,1682214,158,107,1,0.9998516788144333,0.009970203526551289,3.123,0.01483395804773516,8591611.20049152,8592467.801614419
Mutrux,CH,1685068,5563,2224,22,0.9999922750967485,0.00019252117861513136,0.014,0.0007724940523941737,3232732.1384234633,3232738.3621174777
Uznach,CH,1683953,3339,1726,17,0.9986047534586223,0.01126272690918188,3.669,0.13962992035993493,7535446.4956825245,7536295.192442721
Lully (FR),CH,1683355,2025,1001,10,0.9999780446066863,0.0002855378929858812,0.235,0.002195566568176321,5520288.576909039,5520304.339424728
Gonten,CH,1683888,3102,,16,0.9999973947269223,1.609505952016745e-05,0.016,0.000260527668172797,24726323.23936869,24726327.21908513
Welschenrohr-Gänsbrunnen,CH,1683587,2430,1102,11,0.9993733869004389,7.502404528483527e-05,6.518,0.06268097182063591,24460775.847484864,24460794.198948413
Onsernone,CH,6155156,5136,2104,21,0.9999988030827518,9.616259745975192e-06,0.118,0.00011969180229654355,105391039.10190251,105391049.23657858
Klingnau,CH,1684342,4309,1911,19,0.9999951754211549,5.314424516587276e-05,0.013,0.0004824591767733011,6711998.434374945,6712002.001415849
Ettingen,CH,1683646,2768,1301,13,0.9999970078871511,2.0445916218546468e-05,0.013,0.00029921170193012136,6321551.307410704,6321550.01491162
Metzerlen-Mariastein,CH,1683551,2477,1104,11,0.9999968182600804,0.0001378859894436616,0.012,0.00031817471752867163,8481512.20208261,8481523.89689963
Egerkingen,CH,1683498,2401,1101,11,0.9993083075399215,0.0013035285539992037,2.936,0.06919272523068251,6947556.1294984715,6947465.566120518
Villars-sur-Glâne,CH,1683420,2228,1004,10,0.9999951850476483,3.0348184503069467e-05,0.013,0.00048149646754180316,5478818.122101079,5478819.784822911
Wohlen (AG),CH,1684464,4082,1903,19,0.9999961998017811,1.525670229340328e-05,0.014,0.0003800205150865929,12488002.676933913,12488000.771676522
Bennwil,CH,1683621,2882,1305,13,0.9999957285864955,0.0001288255683419278,0.014,0.00042714198772797024,6530639.785153096,6530631.372019276
Oberbuchsiten,CH,1683560,2406,1101,11,0.9999961265259892,8.377386237930567e-05,0.015,0.0003873479890162208,9387879.925598944,9387872.061009334
Villeret,CH,1682707,448,241,2,0.9992001349930147,0.011711116804584865,6.707,0.080013817168513,16235914.07761707,16234012.670755148
Zwischbergen,CH,1685407,6011,2301,23,0.9999983997933303,1.5989154965941747e-06,0.016,0.00016002079634235675,86028347.02623637,86028348.40175694
Langenbruck,CH,1683664,2888,1305,13,0.9996990980144228,0.0013487056302153677,2.696,0.030094929283831274,15664091.047271976,15664302.309749853
Magden,CH,1684356,4253,1909,19,0.9999967635418755,2.4459170222352846e-05,0.014,0.0003236462966632445,11018113.84370389,11018111.14876467
Donneloye,CH,1684947,5913,2224,22,0.9999954453860727,1.8846685679561522e-05,0.011,0.0004554624727534029,9010580.245930955,9010581.944126692
Scuol,CH,4447223,3762,1843,18,0.9999994048310251,1.5123373118912132e-06,0.018,5.951691480023687e-05,438606090.97711116,438606084.3439076
Madulain,CH,1684109,3783,1846,18,0.9997601932564352,0.016411339323203253,3.694,0.02398551807585724,16285270.544531465,16287943.17554023
Cudrefin,CH,1684936,5456,2222,22,0.9997258566352634,0.00020204250661381678,3.771,0.027418122416211825,31892352.819595814,31892417.25570487
Orbe,CH,1685080,5757,2224,22,0.999834041182816,0.00398163760647012,2.444,0.016596928527878356,12047778.461889386,12047298.763011403
Puidoux,CH,1685113,5607,2226,22,0.9999976390409645,6.527920332465538e-05,0.015,0.00023609625926171551,33128597.541143555,33128619.167228103
