Name,Country,OSM Relation,BFS Number,Bezirksnummer,Kantonsnummer,IoU,Area Diff [%],Hausdorff Distance [m],Symmetric Diff [%],Area swisstopo [m²],Area OSM [m²]
Glarus Süd,CH,1683141,1631,,8,0.9999218465158177,0.0033319473235523906,5.937,0.007815523621980338,430032382.1827548,430018053.73030627
Niederbuchsiten,CH,1683556,2405,1101,11,0.9989694145538702,0.027367823863525795,7.524,0.10309756759884861,5487973.783279064,5486471.84428038
Ottenbach,CH,1682187,11,101,1,0.9990619248302264,0.05354881412463374,3.715,0.0938264086830256,5022357.33294232,5019667.920149428
Aire-la-Ville,CH,1685444,6601,,25,0.99999322485693,2.948615132895533e-05,0.014,0.0006775167020326335,2926527.3429029225,2926528.2058232035
Seeberg,CH,5817433,988,244,2,0.9993018035343153,0.005433643573431365,3.345,0.06984213145776372,16803290.595556926,16802377.564637356
Giez,CH,1684983,5559,2224,22,0.999994415554858,9.266112450549947e-05,0.013,0.0005584458146756194,4763100.181644559,4763095.768102369
Beromünster,CH,1682818,1081,314,3,0.9999978846073164,1.1461610490639753e-06,0.016,0.0002115394908616677,42335342.50856863,42335342.023337424
Heitenried,CH,1683338,2296,1006,10,0.9997294043666574,0.007372717672197361,2.891,0.02706222728190927,9127864.094842698,9127191.123193484
Pfungen,CH,1682188,224,110,1,0.998519229358223,0.0684872483243339,3.446,0.1482375240178827,4986719.739634509,4990135.006765831
Rossemaison,CH,1685625,6721,2601,26,0.9999633391731606,0.003128925308984149,0.961,0.003666207241444305,1886416.0404964332,1886475.065045357
Hérémence,CH,1685316,6084,2305,23,0.9999989137592749,7.924460226633212e-07,0.016,0.00010862413225521548,107437610.57847904,107437611.42986411
Affoltern am Albis,CH,1682080,2,101,1,0.998659865556177,0.01990651955496339,3.729,0.13408995495989,10593038.08768839,10590929.38249
Losone,CH,1684699,5115,2104,21,0.9999967714261094,2.492096974656833e-06,0.009,0.00032285791427224213,9260552.181164872,9260552.411946813
Aristau,CH,1684255,4222,1908,19,0.9999694280391347,0.0026133452660520957,0.738,0.0030572028712262363,8641690.38101604,8641464.543809561
Thurnen,CH,10523927,889,246,2,0.9990025826774664,0.003816269689330379,3.408,0.09979340329462387,5951451.135377454,5951678.258803208
Rüdtligen-Alchenflüh,CH,1682633,420,245,2,0.997778500245676,0.008213611165450002,4.251,0.2223878694634119,2720811.834714061,2720588.357809414
Habsburg,CH,1684320,4099,1904,19,0.9999887983685605,0.00022250933999239724,0.016,0.0011201706641023252,2226516.915797908,2226521.870006002
Müntschemier,CH,1682571,498,243,2,0.9993005152080116,0.013264635902130936,3.19,0.06996831087797682,4871876.901566439,4871230.6648338465
Eischoll,CH,1685296,6194,2309,23,0.9999978249108796,1.7298245562868812e-05,0.01,0.00021750916744101454,14147389.735595033,14147392.18284525
Turtmann-Unterems,CH,2757461,6119,2306,23,0.9999971926332613,1.0856941257977689e-05,0.015,0.000280737083126003,42422992.05214319,42422996.65798251
Selzach,CH,1683576,2556,1107,11,0.9995812489240807,0.009399620165490017,3.255,0.04188190858839202,19469503.44389107,19467673.384519238
Pollegio,CH,1684738,5077,2103,21,0.9999954727816488,4.5498073631734835e-05,0.017,0.0004527227568058323,5959769.9630790185,5959767.251498492
Rue,CH,1683391,2097,1002,10,0.999997171300909,2.6040458056327645e-06,0.015,0.0002828703054318561,20032875.58698227,20032875.065317012
Neggio,CH,1684727,5206,2105,21,0.9999805605678201,0.00023197413404053564,0.012,0.0019439643674927282,893852.6440399756,893854.7175469062
Chamoson,CH,1685286,6022,2302,23,0.9999978974599373,2.3788731160624705e-06,0.014,0.00021025422483654478,32468850.880370144,32468850.10797738
Paudex,CH,1685093,5588,2226,22,0.9995349939453446,0.011048531281483658,2.643,0.04650885009699964,3903715.3477143524,3903284.04450302
Schönengrund,CH,1683937,3003,1501,15,0.9999945307594587,1.800278938711514e-05,0.015,0.0005469255989504425,5192444.184066485,5192445.118851275
Uttwil,CH,1684566,4451,2011,20,0.9999937025073962,6.072566173657315e-05,0.016,0.0006297510521324239,4360982.765143358,4360980.116907716
Bergün Filisur,CH,1684044,3544,1841,18,0.9999415302829808,0.002530039925689734,3.621,0.005847216609789777,190143662.10694796,190148472.81751543
Uetendorf,CH,1682698,944,247,2,0.9994533765052822,0.008653697499901802,2.871,0.05467965922215859,10174637.181405453,10175517.663728844
Herrliberg,CH,1682136,152,107,1,0.9988831140324499,0.014415312092292867,7.379,0.11174294869036944,8986945.408307519,8985649.912079347
Brütten,CH,1682094,213,110,1,0.9991318219368261,0.04465705559699602,3.759,0.08687490289791822,6596866.1093370905,6599812.075503197
Thalheim an der Thur,CH,1682215,39,102,1,0.9982639585582411,0.028698256645150525,4.543,0.1737798994108966,6442323.5019200435,6444172.336452535
Nuglar-St. Pantaleon,CH,1683558,2478,1104,11,0.9988033771526426,0.03125644463340529,8.004,0.11975263519340604,6343476.509833468,6345459.255056597
Zurzach,CH,13623634,4324,1911,19,0.9999954781487066,1.2891250704727404e-05,0.016,0.000452186180915897,25985648.968939044,25985652.3188142
Aarwangen,CH,1682356,321,244,2,0.9991094563607459,0.021129633337728833,5.582,0.0891034476098185,9898104.653307967,9900196.086528596
Oberdorf (BL),CH,1683684,2892,1305,13,0.9999847058769142,0.0006659309076373446,0.224,0.0015294290967033544,6210488.937173532,6210530.29473888
Truttikon,CH,1682217,41,102,1,0.9984830941870583,0.017042394561588146,3.619,0.15181865444750411,4411034.084068087,4411785.82990094
Uetikon am See,CH,1682220,159,107,1,0.9999561578855065,0.00201724514919367,0.594,0.004384351779053821,3457938.02682999,3458007.7819170984
Lussy-sur-Morges,CH,1685038,5640,2227,22,0.997940869065862,0.05319935099925566,3.607,0.2061801415822444,2341793.571990016,2343039.390972057
Grossdietwil,CH,1682841,1131,315,3,0.9999940486331876,2.1015340107908882e-05,0.016,0.0005951385147325265,10198741.269404113,10198743.412704278
Cugy (VD),CH,1684937,5516,2223,22,0.9999910958001479,4.011095791475393e-05,0.016,0.0008904237706714409,2906180.869655008,2906179.7039580224
Novalles,CH,1685072,5564,2224,22,0.9999917126346487,2.9489320253679616e-05,0.011,0.0008287398469182584,2060205.880991437,2060205.2734507269
Cuarny,CH,1684935,5911,2224,22,0.999994961382346,4.871852022476327e-05,0.008,0.0005038629120883654,4559526.45004008,4559524.228706264
Rossinière,CH,1685129,5842,2230,22,0.9999638287078918,0.0010345633970603038,3.02,0.0036171759189753167,23354686.634272005,23354445.01523259
Matten bei Interlaken,CH,1682547,587,250,2,0.9996430568589186,0.01570072301774598,3.184,0.035697883032694895,5910239.403953369,5909311.453634868
Worben,CH,1682731,755,243,2,0.9984171055634438,0.023199639238657054,3.339,0.1583964447912786,2756227.409247082,2755587.97443154
Bassins,CH,1684842,5703,2228,22,0.9998607912471499,0.007526748013975529,3.796,0.013922368237479797,20775251.567792024,20776815.2686268
Spreitenbach,CH,1684429,4040,1902,19,0.9999955983578804,3.7862696444122777e-06,0.016,0.00044016518899736313,8596392.098392097,8596392.423874682
Meikirch,CH,1682550,307,246,2,0.999233327962381,0.0006253902602083117,4.458,0.07669684415920423,10232596.119260265,10232660.11291976
Fétigny-Ménières,CH,1683320,2056,1001,10,0.9999950600908556,4.82839596733441e-05,0.016,0.0004939920153691068,8482401.855941461,8482397.76030197
Gambarogno,CH,1684677,5398,2104,21,0.999997958650403,2.1379058695270578e-05,0.115,0.0002041351460479375,65391525.135182776,65391511.155090235
Winkel,CH,1682242,72,103,1,0.9988655041226076,0.040146103835843876,3.904,0.11349119258962359,8113139.054066412,8109881.94483742
Pailly,CH,1685090,5530,2223,22,0.9996223240985003,0.017587508538504142,3.09,0.03777140163495575,5768366.924690396,5767352.412664983
Kallnach,CH,1682500,304,243,2,0.9993163259067566,0.0034901024793343185,3.231,0.06838959437510822,17977918.017444354,17977290.569681894
Salmsach,CH,1684554,4441,2011,20,0.999412776762167,0.05472415839928468,2.911,0.05875564277134822,2710178.2122589936,2711661.334476773
Rumendingen,CH,1682628,421,245,2,0.998254928590954,0.000812631335171426,7.57,0.17466024725638576,2439361.6189890397,2439381.4420059337
Sant'Antonino,CH,1684751,5017,2101,21,0.9999947125979786,7.428849583571677e-05,0.015,0.0005287417963992033,6548239.945388349,6548244.809977308
Waldenburg,CH,1683719,2895,1305,13,0.9999944121481105,0.0001576374828111465,0.015,0.0005587871905628702,8323456.749801954,8323469.8706896575
Steinerberg,CH,1683115,1374,506,5,0.9993734533483973,0.021528150721454375,3.502,0.06268104565525752,6920809.070328463,6922298.992536267
Mels,CH,1683906,3293,1725,17,0.9999986536289135,3.6984694936807274e-06,0.017,0.00013463720170684874,139105513.2990266,139105518.44380158
Haut-Intyamon,CH,1683334,2121,1003,10,0.9999985850546627,5.9764475585389705e-06,0.013,0.00014149462966510216,60266289.105129324,60266285.50334616
Balzers,LI,1155953,7003,,,0.9999952791988851,5.966426283249272e-05,0.016,0.000472081366581775,19730515.93802164,19730527.71008853
Wichtrach,CH,1682720,632,246,2,0.9996812770850402,0.0025863836178999415,2.979,0.03187778375599323,11601091.32029446,11601391.369019866
Schangnau,CH,1682648,906,245,2,0.9999983390360877,2.143629416988884e-05,0.015,0.00016609651135688012,36484699.56262182,36484691.74165429
Altstätten,CH,1683857,3251,1723,17,0.9993932002671643,0.006725148481159196,7.08,0.060696348138287795,39462232.45102507,39459578.55729876
Schwende-Rüte,CH,14096673,3112,,16,0.9998461080537693,0.0009484745104330108,4.372,0.015390451837793619,98327075.47557218,98328008.08281992
Isone,CH,1684688,5009,2101,21,0.9999961663889129,5.561941849768563e-05,0.016,0.00038336195023986057,12834453.999153886,12834461.137602568
Obersaxen Mundaun,CH,5817201,3988,1850,18,0.9999983250472003,2.0922348035460186e-05,0.016,0.00016749540292501988,70353896.74753454,70353882.02784741
Saint-Prex,CH,1685140,5646,2227,22,0.9997097048577085,0.004193348780699528,5.162,0.02903311966158259,25254819.540606268,25253760.517938994
Riederalp,CH,1685359,6181,2309,23,0.9999971805136003,1.1960627213866335e-05,0.015,0.00028194902049142305,19092022.2775433,19092019.994017687
Ferden,CH,1685304,6195,2309,23,0.9999974775217174,2.8503763279265745e-05,0.016,0.00025224818227845123,27925458.21968993,27925466.179496437
Reichenbach im Kandertal,CH,1682616,567,249,2,0.9999987067345999,5.035344140918501e-06,0.016,0.00012932662670784738,125761448.95565963,125761455.28818138
Aesch (BL),CH,1683611,2761,1301,13,0.999459021774,0.00030581671988947967,3.802,0.05411254217372595,7395474.289518763,7395496.906115656
Drei Höfe,CH,2744225,2535,1106,11,0.9987098313018102,0.0036349434504529808,3.369,0.12909780394658005,4575950.243176301,4575783.909972641
Flums,CH,1683880,3292,1725,17,0.9998232838053841,0.011701629294019765,3.531,0.01767421505569733,75154824.65127154,75163618.9902488
Aranno,CH,1684615,5143,2105,21,0.9999531994915973,0.0001339817575501124,0.543,0.004680157222100096,2585683.4401464784,2585679.9758023606
Leukerbad,CH,1685329,6111,2306,23,0.9999983656712175,1.7798966531092466e-06,0.016,0.00016343301073117663,67329994.13422872,67329992.93582441
Bauma,CH,1682087,297,108,1,0.9999973447265522,5.3312676120605e-06,0.015,0.00026552770470927677,29531838.873124007,29531840.44754537
Unterlangenegg,CH,1682699,945,247,2,0.9987793491644498,0.016266810123471236,3.044,0.12214956258554525,6801315.563956486,6802421.921045173
Brienzwiler,CH,1682393,574,250,2,0.9999961284902542,1.0004506372588069e-05,0.015,0.00038715174342705545,17633603.757380866,17633605.521535877
Radelfingen,CH,1682612,309,243,2,0.9995578753191661,0.009414469671597295,2.977,0.044224325601176916,14712817.049577605,14714202.183276575
Oron,CH,1948073,5805,2226,22,0.9994911771729115,0.013386412179145879,3.74,0.05089863755899344,26281519.91387501,26285038.066457625
Inden,CH,1685318,6109,2306,23,0.9999945139825893,6.650083445371013e-05,0.016,0.0005486030637407033,9730349.278389545,9730342.80762608
Lungern,CH,1683090,1405,,6,0.9997620906819049,0.002467290523732706,3.462,0.0237940557188568,46472715.22215238,46473861.83905118
Ursy,CH,1683415,2102,1002,10,0.9999961781550669,1.9453789473512668e-05,0.015,0.000382185260801754,17131375.367679592,17131378.70038129
Courtedoux,CH,1685593,6785,2603,26,0.9999962551613696,0.00011769928758668904,0.015,0.00037448434382071145,8214938.011220918,8214928.342297403
Raron,CH,1685355,6199,2309,23,0.9999975803425647,6.331346627898431e-06,0.115,0.00024196604371526704,30417495.70131384,30417497.627150927
Maggia,CH,1684703,5317,2108,21,0.9999987836011008,5.487141682053831e-06,0.016,0.00012163996072078388,111158283.65992665,111158277.56051414
Jonen,CH,1684335,4071,1903,19,0.9999945103050383,9.777618890179441e-05,0.015,0.0005489712715176398,5696517.082933629,5696522.652770933
Jongny,CH,1685003,5885,2230,22,0.9984923567908682,0.03444167765517977,4.509,0.15090403851841447,2159532.1942645875,2160275.973381796
Vernate,CH,1684768,5230,2105,21,0.9999901899634372,1.6775902668604842e-05,0.018,0.000981008550482375,1509792.3565380138,1509792.60981931
Wangen-Brüttisellen,CH,1682231,200,109,1,0.9999962265945737,2.0245225758924006e-06,0.018,0.00037734125851518664,7918910.007360528,7918910.167680649
Waltenschwil,CH,1684456,4240,1908,19,0.9999934007340235,3.4008839125190385e-06,0.013,0.0006599287637552587,4544880.729194497,4544880.574628379
Saint-Léonard,CH,1685366,6246,2311,23,0.9986015489439621,0.041864419681687144,3.07,0.13991366413855594,3885061.1262018653,3883434.667907102
Wagenhausen,CH,1684567,4871,2012,20,0.9993422307491975,0.021471938654813397,4.175,0.06579150110291385,11819422.720788045,11816884.861592084
Kaufdorf,CH,1682504,869,246,2,0.9993715426447838,0.012830652094207544,2.665,0.06286145663522812,2058297.2674405265,2058033.1744790766
Dagmersellen,CH,1682822,1125,315,3,0.999799595457274,0.003359037952593233,4.48,0.020042799189913935,23865808.509832397,23866610.171397936
Oberrüti,CH,1684391,4237,1908,19,0.9999952858979227,3.878655668621881e-05,0.015,0.00047141141032077196,5377621.811884935,5377623.897679267
Sorengo,CH,1684760,5225,2105,21,0.9999841767107653,0.00020661961062453662,0.014,0.0015823430770388752,846119.3069855223,846121.0552339398
Rheinau,CH,1682193,38,102,1,0.9999874109175927,0.00015583891831650096,0.786,0.0012589151841302642,8944491.050027529,8944477.111029427
Andelfingen,CH,1682083,291,102,1,0.9984608882181939,0.004841481794661908,5.891,0.15403344131373684,16987805.644192506,16988628.10571008
Mollens (VD),CH,1685051,5431,2227,22,0.998978550447272,0.02895296990309904,3.545,0.10218235533410354,10990686.03889501,10987503.908874024
Glarus Nord,CH,1683140,1630,,8,0.9999988779012989,1.4846374844657065e-05,0.016,0.00011220994122900737,151606860.71242017,151606883.220543
Carouge (GE),CH,1685459,6608,,25,0.9989741631887442,0.04879303661673954,3.313,0.10266136487578248,2696750.6186434696,2698066.4451602865
Estavayer,CH,6838556,2054,1001,10,0.9999628631632228,0.0020253294804092907,3.001,0.0037137150282896703,68480344.40787797,68478957.45527439
Lenk,CH,1682532,792,248,2,0.9999988179943694,9.235363353343188e-07,0.016,0.00011820063214495558,122959915.40073055,122959914.26515105
Werthenstein,CH,1682930,1009,316,3,0.9999964798557693,5.654251053046297e-05,0.014,0.000352015142429063,15801360.544050016,15801369.478535965
Oberlangenegg,CH,1682590,935,247,2,0.9994972270019233,0.001562460260245628,3.738,0.05028954913999972,9160244.14824413,9160101.023069572
Märstetten,CH,1684543,4941,2015,20,0.9999957077892763,2.7780142154629568e-05,0.015,0.00042922205309611945,9965153.993864719,9965156.762198664
Farnern,CH,1682439,975,244,2,0.9979962191051845,0.03520628979518434,3.444,0.20061435593375926,3678143.3855295987,3679438.3233489906
Bourg-Saint-Pierre,CH,1685281,6032,2303,23,0.9999988332927945,9.74836161900632e-07,0.015,0.00011667078911622865,89801985.05312137,89801985.9285436
Uezwil,CH,1684443,4078,1903,19,0.9999913226868881,2.5931235636615586e-05,0.015,0.0008677351884389941,2443988.3131760117,2443988.94693238
Tschappina,CH,1684194,3669,1851,18,0.9999976765790758,1.6015570533222783e-05,0.016,0.00023234238086214986,24667129.249924704,24667133.200506188
Avusy,CH,1685448,6604,,25,0.9988916803451896,0.029642413369504374,3.601,0.11090985390121749,5172005.802540091,5173538.909879575
Gollion,CH,1684989,5484,2227,22,0.9999941559712601,4.692874643623031e-06,0.016,0.000584404567815945,5447751.489685046,5447751.234028897
Pully,CH,1685114,5590,2226,22,0.9999266775310767,0.0031775651840123286,2.643,0.007332632209086254,17061204.331658043,17061746.46254686
Bärschwil,CH,1683489,2611,1110,11,0.9999968020776762,9.628150792691217e-06,0.015,0.00031979275917246426,11189351.093685448,11189352.171013044
Worb,CH,1682730,627,246,2,0.9996427351299908,0.0030745568502795408,3.406,0.03573232073664939,21084892.299583025,21084244.032582454
Lütschental,CH,1682543,586,250,2,0.9999966146886436,1.2259380028819876e-05,0.011,0.00033853168811694113,12279835.709765619,12279834.204333892
Aeugst am Albis,CH,1682079,1,101,1,0.9984249212446774,0.0026866973694993886,3.729,0.15762989940527422,7912337.833634075,7912125.253061633
Holderbank (SO),CH,1683525,2425,1102,11,0.9993949993788429,0.02915190821846738,2.89,0.06050954781143048,7754986.490846047,7752725.764301881
Sins,CH,1684427,4239,1908,19,0.9999963448975886,8.258159572433915e-06,0.015,0.00036551092388930576,20307417.704462536,20307419.381481495
Mies,CH,1685048,5723,2228,22,0.9994207722866383,0.031912289607201244,6.896,0.057930306514368125,6638173.889019536,6636055.495743442
Lüsslingen-Nennigkofen,CH,2742593,2464,1103,11,0.9993155610330732,0.021442813193467018,3.446,0.06847466820668432,7809252.180683886,7810926.7040407965
Bettenhausen,CH,1682379,973,244,2,0.9979965406818989,0.06652043469107283,6.349,0.20048012320324865,3934598.3046720373,3931980.992776422
Wald (AR),CH,1683956,3036,1503,15,0.9999942347456284,9.971326941342e-06,0.016,0.0005765270704632729,6827383.041196471,6827382.3604157865
Gravesano,CH,1684684,5187,2105,21,0.999762964534279,0.016832199847218638,0.487,0.023704361045032162,711523.0571846166,711403.2922016722
Wilchingen,CH,1683721,2974,1406,14,0.9999959395327924,4.9986554534160363e-05,0.015,0.0004060474438378476,21102503.70914427,21102493.160729744
Sennwald,CH,1683938,3274,1724,17,0.9999980205704181,3.91461445289368e-06,0.015,0.0001979431576746738,41564264.20584647,41564265.83292717
Neuhausen am Rheinfall,CH,1683680,2937,1403,14,0.9997638414712732,0.01958608049063406,2.919,0.02361632876141775,7995729.765657923,7994163.715590208
Milvignes,CH,2758642,6416,,24,0.999995049676118,1.2611883516904979e-05,0.015,0.0004950335819809765,8840468.455903387,8840467.340953803
Bachenbülach,CH,1682084,51,103,1,0.999993329167831,5.4505625290621955e-05,0.015,0.0006670856238511415,4314148.700635415,4314151.05208914
Brüttelen,CH,1682395,491,243,2,0.9992070185864509,0.021723081006572015,3.11,0.07933821121807869,6612482.936350138,6613919.371374947
Noble-Contrée,CH,1685395,6254,2311,23,0.998836953870228,0.008108309889011912,3.609,0.11636756823279167,6498583.328989942,6498056.403715231
Buseno,CH,1684053,3804,1847,18,0.9995307968271339,0.03503030466760328,3.586,0.04693954754380294,11149046.859738361,11152952.404820861
Grangettes,CH,1683329,2079,1002,10,0.9991393642151382,0.03265091766103025,3.121,0.08611468545014118,3307742.65569306,3308822.664024009
Innerthal,CH,1683084,1343,505,5,0.9999979254809959,1.415322747838514e-07,0.016,0.00020745211572399422,50141996.31824398,50141996.24727687
Bavois,CH,1684844,5746,2224,22,0.999995797764775,0.00010664775738900527,0.016,0.0004202246296024398,9347960.736702893,9347970.70609338
Grindelwald,CH,1682457,576,250,2,0.9999990153521755,8.873769554940728e-06,0.016,9.84648350649104e-05,171377264.72610334,171377279.93372688
Uebeschi,CH,1682697,943,247,2,0.9994325223743432,0.0054054207329677475,2.981,0.05676233451540362,4419189.142359579,4418950.266593449
Birwinken,CH,1684506,4901,2015,20,0.9993226789673049,0.010250117530616935,3.784,0.06775157674347738,12292852.51549697,12291592.483666265
Widen,CH,1684459,4081,1903,19,0.9999910747164628,0.00022417775757184235,0.017,0.0008925313363509365,2615692.907167575,2615687.0433658706
Eschenbach (LU),CH,1682832,1026,313,3,0.9989114453026314,0.00265149723272795,3.567,0.1089161935039207,13207393.1302574,13207743.323920764
Lauperswil,CH,1682528,903,245,2,0.999996896395655,1.8857110376966104e-05,0.015,0.00031036094534326296,21194236.98867592,21194240.98529658
Urdorf,CH,1682224,250,111,1,0.9997032013619489,0.02587815856576279,3.283,0.0296804280593499,7582837.454588065,7580875.155887783
Büron,CH,1682821,1082,314,3,0.9994847839989166,0.044704875018125166,3.125,0.051546395205504456,5365605.228078343,5368003.915189521
Orges,CH,1685081,5924,2224,22,0.9992408292353598,0.05070472088607266,3.61,0.07592665033972933,4024759.564576458,4022718.821472904
Tramelan,CH,1682688,446,241,2,0.9999088909891217,0.0009481052824082517,3.668,0.009111272956867218,24824673.15557967,24824437.791542143
Mauensee,CH,1682895,1091,314,3,0.9983646439819082,0.029484791619621246,3.574,0.1636453019080105,7214413.854371199,7212286.699479661
Bern,CH,1682378,351,246,2,0.9999974845528276,2.006523047709771e-05,0.068,0.00025154500816327127,51618816.22018426,51618805.862749815
Brislach,CH,1683631,2782,1302,13,0.9999960926774766,5.5100688838077776e-05,0.014,0.00039073290802018663,9416615.437463809,9416610.248843838
Belmont-sur-Lausanne,CH,1684847,5581,2226,22,0.9999924147948558,8.463942900922527e-06,0.007,0.0007585234232050175,2648583.465206045,2648583.6893806374
Herisau,CH,1683894,3001,1501,15,0.9999969367279246,7.973953803532612e-07,0.016,0.00030632767567620846,25202023.123992454,25202022.923032686
Mettembert,CH,1685616,6716,2601,26,0.9999872818791343,0.00020090175263243052,0.015,0.0012718214516959452,2344344.81624296,2344349.5260727834
Romanshorn,CH,1684552,4436,2011,20,0.9999954316845338,8.921362040311957e-05,0.016,0.0004568327941249178,8880003.052268086,8880010.9744403
Rennaz,CH,1685117,5412,2221,22,0.9999379250604082,0.00303780419162921,0.745,0.006207592341406592,2187556.9005750017,2187490.446879782
Buch am Irchel,CH,1682097,24,102,1,0.9984132701781833,0.03688819821665217,6.313,0.15882825674948278,10209806.730461368,10213572.944205638
Treyvaux,CH,1683412,2226,1004,10,0.9999958041199354,6.301370526560696e-05,0.015,0.0004195890191891192,11403482.527056107,11403489.712812977
Birmensdorf (ZH),CH,1682091,242,111,1,0.9999950123500938,1.6735102526908626e-05,0.017,0.0004987662764001813,11417918.278471598,11417920.189271929
Mörel-Filet,CH,1685343,6203,2309,23,0.9999941508983602,4.0534247048795296e-05,0.015,0.0005849119933719516,8546019.101990368,8546022.566054864
Reconvilier,CH,1682615,703,241,2,0.9988556144581946,0.018410346182226832,6.319,0.11451461288118316,8249090.396235083,8250609.082333915
Fahrni,CH,1682438,925,247,2,0.998705416286624,0.009929237439936213,3.722,0.12954865424106995,6682263.947103907,6682927.444957579
Kippel,CH,1685321,6197,2309,23,0.9999958611080227,7.369365848654798e-05,0.016,0.0004138899018559782,11682719.340596106,11682710.731172813
Kehrsatz,CH,1682505,870,246,2,0.9991673077903908,0.008104935739038916,3.688,0.08330728008090979,4436721.026046888,4437080.6194349695
Burtigny,CH,1684874,5854,2228,22,0.9994182935688546,0.014147350036286912,3.157,0.05819168315517079,5681999.256496379,5682803.108820255
Tévenon,CH,1868688,5571,2224,22,0.9999963367772854,4.113578900241837e-05,0.015,0.00036632286711327006,14276650.508797696,14276644.635984866
Lignières,CH,1685514,6456,,24,0.9995638029809957,0.04297700408371168,3.359,0.04361984210254659,12519150.236205617,12513769.880497357
Jorat-Mézières,CH,6376490,5806,2226,22,0.9999959055929779,8.701224475957918e-05,0.016,0.00040944171868901956,11084474.414881563,11084484.059731571
Kirchlindach,CH,1682512,354,246,2,0.9996044284555775,0.0044538438296172315,2.794,0.03956409875116152,11964314.095268035,11963781.223402947
Mühleberg,CH,1682563,668,246,2,0.999777319999995,0.00176236084053546,3.841,0.02227067583873093,26259838.213387243,26260301.006492704
Arch,CH,1682365,381,243,2,0.9992272106092938,0.0039942386971818,3.082,0.077307266835834,6375295.418502581,6375040.773985916
Agiez,CH,1684830,5742,2224,22,0.9993100837451903,0.018544056313189724,3.182,0.06902183204591097,5460957.101716801,5461969.784676982
Riviera,CH,7187847,5287,2107,21,0.9999986321759555,9.973779547337027e-06,0.015,0.00013678249124239535,86531998.14142545,86531989.51091471
Starrkirch-Wil,CH,1683578,2584,1108,11,0.9978267496981628,0.05400428761402117,3.317,0.21750269166166533,1844943.7773849468,1843947.4286410909
Erlen,CH,1684516,4476,2015,20,0.9993984844946308,0.019931369247756514,3.677,0.060175643342199235,12191843.72611408,12194273.72750524
Schötz,CH,1682920,1143,315,3,0.999263901178854,0.007053065826035785,3.453,0.07363438733087048,15267327.654920409,15266250.84025103
Bissone,CH,1684629,5154,2105,21,0.9999943470773853,0.0002498615998638185,0.015,0.0005652945654637397,3696446.3510015854,3696455.587001576
Vezia,CH,1684770,5231,2105,21,0.9999921072717256,4.7416559528266196e-05,0.016,0.0007892757550521336,1389647.635076044,1389646.9761529458
Witterswil,CH,1683590,2481,1104,11,0.999693818462701,0.029631286517595237,1.677,0.030627378775316513,2669422.70817462,2670213.692465645
Assens,CH,1684837,5511,2223,22,0.9999953706337099,2.6177174176732753e-05,0.017,0.0004629376399438262,8461188.233843422,8461186.01894344
Erlenbach im Simmental,CH,1682433,763,249,2,0.9999974104692514,1.656331846581073e-05,0.016,0.00025895343186737473,36690351.22922297,36690357.30636269
Saint-Brais,CH,1685627,6758,2602,26,0.9999958273056326,1.9934639897932825e-06,0.015,0.0004172703115698632,15157198.173756434,15157198.475909721
Ebnat-Kappel,CH,1683874,3352,1727,17,0.9999978556802972,6.864476564568711e-06,0.017,0.0002144321928362863,43545866.834163226,43545863.8449674
Safenwil,CH,1684412,4283,1910,19,0.9999948172396729,7.092590514334424e-05,0.015,0.0005182771919771898,5990778.078898629,5990773.829885052
Pura,CH,1684744,5216,2105,21,0.9999930239313236,9.479654311843483e-06,0.014,0.0006976092679069654,3044256.516734395,3044256.228149401
Bottens,CH,1684861,5514,2223,22,0.9994127315915706,0.024294369640744114,3.513,0.058751225870374374,6885324.704416067,6886997.450650724
Rossenges,CH,1685128,5684,2222,22,0.9999888444377285,5.403426931920604e-05,0.015,0.0011155621481206007,1076845.9091545267,1076845.327288708
Finhaut,CH,1685307,6214,2310,23,0.9999965647027867,9.841549471928235e-06,0.014,0.0003435302945065644,22825457.176327113,22825454.929948453
Oberwil im Simmental,CH,1682596,766,249,2,0.999997894118865,1.68882118054796e-05,0.016,0.00021058835322344642,46060330.52635413,46060338.305120304
Lampenberg,CH,1683663,2887,1305,13,0.9991151648184509,0.008639948510133605,3.279,0.08851885798960228,4008577.3146285205,4008230.9756125477
Oberägeri,CH,1683146,1706,,9,0.9999975196502959,1.0062874197047511e-05,0.016,0.0002480352653562909,36237560.74697086,36237557.10043071
Ins,CH,1682492,496,243,2,0.9995965622597921,0.003054154491809039,3.19,0.04035129755841787,23868261.484722503,23867532.51114225
Röschenz,CH,1683699,2791,1302,13,0.9999964399757234,3.36568716411824e-05,0.014,0.0003560030015718053,10071817.4815771,10071814.091718419
Fiesch,CH,1685305,6057,2304,23,0.9996106422953779,0.005231406508684746,6.252,0.03894437055189839,11035345.86177572,11035923.16557739
Torny,CH,1683411,2115,1002,10,0.9999961641960217,2.69998743024403e-05,0.015,0.0003835811855276997,10179874.236947522,10179876.98550077
Berken,CH,1682377,972,244,2,0.9981913003661159,0.03768536241101616,3.512,0.18106779276428533,1388260.4391905707,1388783.6101682885
Schöftland,CH,1684423,4144,1905,19,0.9999950056930372,7.9677776755191e-05,0.016,0.0004994317444916283,6278027.172207442,6278022.170014967
